α₁ f₁ α₂ variance ν μ A ϕ T₀
1.341923959651361020e+00 1.784624356213617563e-02 3.278174718213924699e+00 1.377828086335624626e-02 1.199636516177849943e+00 1.629851590062856070e+00 2.381806326295510812e-01 3.680136430479568510e+00 3.111858383293882753e+02
1.255089120027405469e+00 2.285353598687387550e-02 3.489445553609460404e+00 1.160546953412795561e-02 1.266947335585089540e+00 1.437904560037430057e+00 3.233308749479392730e-01 3.882989620607502967e+00 6.678461464311069449e+02
1.388306983369623993e+00 3.243066727116199893e-02 3.945217238265522397e+00 1.289061701269345397e-02 1.243569689291808222e+00 1.066301779207209588e+00 2.143611543856246415e-01 3.310375496038846066e+00 7.073215172180994159e+02
1.137445979199165791e+00 1.233058041157665020e-02 3.086064314557715793e+00 1.213115194907321559e-02 1.382639721371470065e+00 1.385530649702117145e+00 1.752805189398446428e-01 4.581916072470315626e+00 7.225438148249036203e+02
1.149638368260166743e+00 8.706977658134771800e-03 3.248115455502832205e+00 3.088986290745448018e-02 1.480385008195750807e+00 9.318124774382046116e-01 2.644722205914004087e-01 2.389799733858389175e+00 2.655268263892045866e+02
1.477524641304202468e+00 1.599488302616082838e-02 3.010145775689410108e+00 1.679574803072735739e-02 1.259802554327229762e+00 1.023268337013387486e+00 5.652784425105238097e-02 3.930223758538260448e+00 1.698857885338553899e+02
8.271153709509169172e-01 5.953211503080414919e-03 3.223432046294942843e+00 4.936178231771174568e-02 1.011378046084108862e+00 7.360936329469041084e-01 1.446914895020202652e-01 1.687575601135965941e+00 4.472181930229400564e+02
1.120292059753746905e+00 7.340471796036341333e-03 3.106627100783971862e+00 2.988656067597054294e-02 1.123826070199259286e+00 1.149643876016272603e+00 1.782635053541208325e-01 3.938673786388734221e+00 5.062175034920805956e+02
1.206951292096871464e+00 1.619147000280585919e-02 3.076856840983240637e+00 1.116072768478045506e-02 1.114142092048403088e+00 1.762224656506790277e+00 1.155979236808775679e-01 3.913660954107384349e+00 7.085787528861116016e+02
1.177372686924708090e-01 4.475162018294603222e-03 3.004902386387060975e+00 2.638860631253191202e-02 1.180092103605913767e+00 1.350142314268175880e+00 3.940257019588628284e-01 3.091136823795110011e+00 6.569579125876830403e+02
1.377636672646992633e+00 1.891049258939022162e-02 3.127545852860375231e+00 1.384339628346493122e-02 1.117305142858780576e+00 7.968761755754859566e-01 3.199966785065053165e-01 3.209377955251344172e+00 7.264681693306948773e+02
8.153575761793494525e-01 3.145255097383693570e-03 2.649423535819381836e+00 2.355967383076361388e-02 1.070707081792556359e+00 1.168381470349297180e+00 4.460610008017015238e-01 2.722370534398844910e+00 4.984738079863625444e+02
5.888620899871274128e-01 2.977407852780329482e-03 2.925937861639698490e+00 5.140740362423188575e-02 1.140124671945160095e+00 1.493882184198922936e+00 4.153726163955476225e-01 3.206363146898302485e+00 4.774660529246989995e+02
1.350447491490907037e+00 2.774817506541795917e-02 3.714047461466964517e+00 1.219566115742293753e-02 1.123833709095332534e+00 1.171663406340844427e+00 2.679141188113124961e-01 3.072845446822859650e+00 5.549574037576880983e+02
5.884385140954695448e-01 8.656223356558011631e-03 2.955920625571438975e+00 2.068721137852505901e-02 1.188328700306171548e+00 1.035460461077329697e+00 3.551158755122938993e-01 2.753670490013950811e+00 6.959976083921427517e+02
6.616301841115569404e-01 7.732861547843332059e-03 3.229187679769842223e+00 3.395399933587179425e-02 1.061639963578741686e+00 1.208134681367749153e+00 3.075260136158592394e-01 2.861661283435520620e+00 5.308996149248092706e+02
1.137927232103780772e+00 1.211557293816162978e-02 3.470023299234271441e+00 2.845446357245109970e-02 1.187564826034889665e+00 1.492855018106705067e+00 2.636385530177096648e-01 1.460592937046384154e+00 4.530861629090387623e+02
9.323417795687707343e-01 1.209798902018927383e-02 2.879978861444760785e+00 7.616694399387560592e-03 1.155962034029167640e+00 1.138700423265535333e+00 2.371714936463212298e-01 3.292190354811879605e+00 6.555869748693741030e+02
1.433355696340136376e+00 1.076178111061851760e-02 2.691696292024195802e+00 1.519682162281222465e-02 9.413872450155146288e-01 1.805942531754480829e+00 1.170591793485249027e-01 6.261778247593238866e+00 1.935887383386818783e+02
1.449716497561438500e-01 7.285593628498497967e-03 3.016003901160712708e+00 1.672709880395964813e-02 1.184356206955763824e+00 1.246064785679277476e+00 2.020006342625340068e-01 2.627623272911050911e+00 6.131454098895562765e+02
1.425071930945171816e+00 2.716878088163076493e-02 3.625792841651906961e+00 1.493729469726596225e-02 1.103634592662868119e+00 1.136380626182811548e+00 2.180607985489825262e-01 2.810513963517643710e+00 4.551260658853328209e+02
1.275401407725426761e+00 2.505563259571911422e-02 3.549939415998651260e+00 1.232008781912114111e-02 1.186441498310439879e+00 1.333801008278081568e+00 3.106656445590011972e-01 3.352422098947040130e+00 6.654630656201845795e+02
9.514984615950996538e-01 1.273250808931653336e-02 3.192276255331235824e+00 1.317317173714632750e-02 1.173393978345092403e+00 1.669245031989669226e+00 2.404490029806450879e-01 2.688607498945831065e+00 5.626198323345081462e+02
8.480738918086653255e-01 4.801497547702806776e-03 2.833311824257394917e+00 2.642626471548406228e-02 1.176079427533486266e+00 1.069278131058423842e+00 3.283441904500036812e-01 3.750887138876397131e+00 7.159672857738655694e+02
6.327933319963585657e-01 3.973670999163689613e-03 2.881581701599646550e+00 3.604874879182033004e-02 9.923357390422623547e-01 1.514576375676902842e+00 4.134955692909512703e-01 4.533089047821970752e+00 2.861674778474070422e+02
8.356416487585122121e-01 7.690792755068020375e-03 2.796081744016451154e+00 1.478107772453598687e-02 9.985854221480265913e-01 1.426216303823403475e+00 4.120982641058733020e-01 3.556702289248402149e+00 6.993756503988711302e+02
1.427222953419056584e+00 7.227375702134775093e-03 2.731336902582830906e+00 2.177689724855361858e-02 1.003641332133193398e+00 7.087783799585943845e-01 1.819799160421259332e-01 2.914100068841956048e+00 4.796928740705583323e+02
1.386685806639940344e+00 1.979194115965262485e-02 3.261270798605456989e+00 1.620419709308418971e-02 1.099049021474737042e+00 1.671639447794862843e+00 4.067716025763009613e-01 3.668796851079226151e+00 6.990087599583218889e+02
1.093472130647369145e+00 7.915436558039152734e-03 3.025465855708898033e+00 2.124435448134013096e-02 1.136388987140271034e+00 1.205416113896468300e+00 1.917813643096766829e-01 2.263943344948395442e+00 5.130516132664462248e+02
1.110987071910723767e+00 1.290595277396708318e-02 3.224787914711870318e+00 1.602917258872392503e-02 1.160624154148968135e+00 1.436929431537740776e+00 1.725035001569123760e-01 2.788454216384705031e+00 2.772937380241704091e+02
8.321153873935765999e-01 1.034462333478429474e-02 2.980899801033656704e+00 1.214650403364170295e-02 9.759386440518369454e-01 1.156463667282915608e+00 4.070638171573842667e-01 3.675843528231826696e+00 7.211138392402598356e+02
1.299703078348761309e+00 1.087241250685151185e-02 2.726040301347163464e+00 1.399078846563592271e-02 1.031820092008281398e+00 9.271054684721792283e-01 2.187780103156044542e-01 3.566033361326465201e+00 2.883111505145075171e+02
1.075611236745976917e+00 1.165866116015479639e-02 3.539812740823426562e+00 3.044988010275151424e-02 1.110521779164749034e+00 7.016174871372299338e-01 3.600920841505680925e-01 2.804457974913021623e+00 7.240671900885396326e+02
7.676881643926535270e-01 1.420100033127893145e-02 3.594601257281216711e+00 1.200480452977214021e-02 1.372520154706274420e+00 1.087224856580166321e+00 2.773222263853222791e-01 3.273671517926660890e+00 6.810396762136424513e+02
1.409261478038621451e+00 1.354112550776149539e-02 3.116239950876340536e+00 2.134569399966466247e-02 1.230762219187331974e+00 1.158024609556946416e+00 1.066602983372330476e-01 6.172934772569119488e+00 3.451287801344748232e+02
1.177975704818307934e+00 8.042820095778925593e-03 2.778739760723375252e+00 1.915307756306145262e-02 1.115460188528449859e+00 9.915263946110784987e-01 1.083929618528532840e-01 2.656827147926704047e+00 1.636473570535484043e+02
5.006965252436890168e-01 2.027121405753606279e-03 2.592845384549539389e+00 3.182268786261512050e-02 1.077953267321550612e+00 1.203021785276753963e+00 4.910235926749780266e-01 3.103981617961933281e+00 7.270263860770292013e+02
1.391258510794299630e+00 1.818443998572491505e-02 3.416516485448798157e+00 2.188713703009722775e-02 1.340546156256133159e+00 9.738194644955213697e-01 2.599908617739922212e-01 2.963532712713850881e+00 4.994992072849992155e+02
5.741357777445708077e-01 4.124192917122652610e-04 2.462330028657054637e+00 3.667710753992103889e-02 1.131636681824869761e+00 2.727095157406554726e+00 2.877689431506026962e-01 3.429233615880713959e+00 3.026994815182014236e+02
8.342088954956063951e-01 8.531137086210300452e-03 2.920108191810973253e+00 1.682721028063041344e-02 9.524184715832240133e-01 1.019514718319063817e+00 1.422722858594939466e-01 5.027873812350017957e+00 3.797998639268116108e+02
8.776820638665897567e-01 4.662582248773680660e-03 2.690599888025953845e+00 2.354118556877274338e-02 1.007135483590291924e+00 1.420454143912815770e+00 4.119145876808864015e-01 2.709882160342711899e+00 5.054588546736725903e+02
1.299092186325113918e+00 1.422334285754054024e-02 3.131608087690138653e+00 1.594445050609823514e-02 1.203048876257777122e+00 1.534555152592288030e+00 1.629648990521374297e-01 3.238082027578118804e+00 1.646748996071966360e+02
1.093472130647369145e+00 7.915436558039152734e-03 3.025465855708898033e+00 2.124435448134013096e-02 1.136388987140271034e+00 1.205416113896468300e+00 1.917813643096766829e-01 2.263943344948395442e+00 5.130516132664462248e+02
9.809737926863781876e-01 3.050659093890618206e-03 2.779523092172611065e+00 2.789362011923841866e-02 1.201799519414320061e+00 1.543231709384185413e+00 1.393976925395764843e-01 6.144735805528796391e+00 5.325910686920497028e+02
7.978349450154410549e-01 2.920935328959806815e-03 3.050642060747839057e+00 6.555772961790790054e-02 1.150873217423154404e+00 1.368272894755003133e+00 2.734333442587829621e-01 1.887884120032495172e+00 5.545030426897621965e+02
1.323470894379569440e+00 6.628868446848379045e-03 2.854866568311168251e+00 2.401825216389431167e-02 1.060819069694401318e+00 9.867605900274760700e-01 2.846589865947322107e-01 3.650710086368116780e+00 5.371072061120607941e+02
6.115354861193513791e-01 1.096242782948743735e-02 3.361676116829472427e+00 1.733617556724442732e-02 1.289497597607414558e+00 1.353308214444467250e+00 1.082741981414508115e-01 3.418110982082141369e+00 2.825048939850727265e+02
4.143005681609451263e-01 4.148860000192607089e-03 2.717847956399947584e+00 2.161102650030369277e-02 1.215161904212042288e+00 1.125410104821195745e+00 3.957884718619508191e-01 3.395298693275841995e+00 6.944936254070353243e+02
9.452530839503372473e-01 6.741060137301183334e-04 2.434798254439459075e+00 3.249094562391301177e-02 1.027691481761344949e+00 1.407615592518901781e+00 2.852253779373031262e-01 3.394010023867933157e+00 2.993582354275554280e+02
8.584144689667061456e-03 2.827532602517639302e-03 2.595940937842111218e+00 2.428815104394578539e-02 1.166196546716323779e+00 1.180445414061173537e+00 1.280752637119602355e-01 4.188873672060386077e+00 7.170218178105750439e+02
1.238654060859808226e+00 2.034236656882158420e-02 3.418516984915608070e+00 1.665407063930038345e-02 1.233762082683808270e+00 1.842669932650608189e+00 1.636803915992885439e-01 3.315769931093884182e+00 3.149930908574629029e+02
6.565289917333180236e-01 5.509443356813479090e-03 2.999983979646399401e+00 2.861935051435929647e-02 1.291930091208656428e+00 1.156230840181706299e+00 1.702394024920438897e-01 6.907969969862254311e-01 2.194137802782223901e+02
2.938733817137034743e-01 4.990590508510876029e-04 2.614477655069167294e+00 6.096834581052124752e-02 1.070299708196117638e+00 2.042781546637905343e+00 2.076645595770690578e-01 1.989462342198481615e+00 6.775649687837451438e+02
1.143652690578925268e+00 6.867824764143212052e-03 3.002322205821665868e+00 2.754871038789829044e-02 1.212667769731278877e+00 1.535427412590611107e+00 2.335004738545463365e-01 2.567742439195689119e+00 5.675931750445400894e+02
8.556845824725756167e-02 3.153468166624495434e-03 2.784193287729761934e+00 4.385672560313612356e-02 9.570960539626580665e-01 1.069206213713468800e+00 2.219002363637820330e-01 1.338360095420596751e+00 6.675250090384816986e+02
1.498963755162914691e+00 7.544923683181840347e-03 2.991425510224054563e+00 2.474760898744374910e-02 1.048954952273671193e+00 2.155346793807447092e+00 1.189730001528498116e-01 1.917826439349607393e+00 4.208500194267309098e+02
8.174651404215720341e-01 4.198833216015574257e-03 2.752572239515346908e+00 2.568070163878555592e-02 1.093611746138806406e+00 1.063639544833193895e+00 3.091327304360448891e-01 2.782209508515054441e+00 6.812193863699543499e+02
6.263725252234233487e-01 5.354589371729987597e-04 2.495489522929341675e+00 4.069475228787767379e-02 1.257933766822945776e+00 6.788983420112255640e-01 1.391274745776253652e-01 5.020470532023934673e+00 3.484353366852901672e+02
1.135296932957152949e+00 1.346807664084675830e-02 3.790435334036999393e+00 2.868945386777404377e-02 1.230061776156487374e+00 6.077894787090808437e-01 1.881114879669761597e-01 1.798361656370653039e+00 3.822861109865370963e+02
1.373021377889055206e+00 2.949249843187595407e-04 2.556638383373753154e+00 3.978629770979015545e-02 1.076407117923598111e+00 1.890432638071227522e+00 2.676164342228901094e-01 1.389576020099733134e+00 5.008709715112090066e+02
1.102048062870852219e+00 5.879883992092724623e-03 2.612847663953691946e+00 1.774674356649944690e-02 1.023453152827987100e+00 1.309703283454622946e+00 8.242745047007721260e-02 2.951445698759493030e+00 6.182290234532341628e+02
9.514984615950996538e-01 1.273250808931653336e-02 3.192276255331235824e+00 1.317317173714632750e-02 1.173393978345092403e+00 1.669245031989669226e+00 2.404490029806450879e-01 2.688607498945831065e+00 5.626198323345081462e+02
1.408983512039464703e+00 4.314917271181137153e-03 2.885055025985922228e+00 4.150030333161336404e-02 1.078314841486899489e+00 1.500278971354245927e+00 2.609031147916165971e-01 4.389542742627424055e+00 5.037901400396968938e+02
1.186750214092156419e+00 1.692946175966418380e-03 2.905547284592885582e+00 1.014826322929564401e-01 1.098852127077117657e+00 1.661742870443903675e+00 8.069411926629973530e-01 3.836534555432354665e+00 5.323488404067385318e+02
1.263355276967788265e+00 6.078811143122968275e-04 2.512883400756988905e+00 3.340442002041982272e-02 1.100623038396123965e+00 1.692806025273607684e+00 1.907482892521445428e-01 4.132552794535530261e+00 6.016107383703598543e+02
1.173903374772701236e-01 4.024054933096919175e-03 2.952991156498604219e+00 3.859541096128007304e-02 1.219632598571301685e+00 1.458707436010134417e+00 2.584269036202166969e-01 2.241460734140966693e+00 4.709458576340702507e+02
1.309331970633816455e+00 2.417019599958997178e-02 3.747412038412287316e+00 1.428515873028363831e-02 1.313839140228910463e+00 1.225575178758267825e+00 1.425572832017202862e-01 2.663746522863814636e+00 2.654583008514972562e+02
1.203266479784432352e+00 1.178585873827273263e-02 2.971593013151792917e+00 1.461989876712897589e-02 1.091279636592582536e+00 6.632428025635993540e-01 1.355611922115771695e-01 2.786384992075437772e+00 5.614692078680914165e+02
1.217392870009235573e+00 3.393619214128602932e-03 2.745575099503429151e+00 3.808740827993118555e-02 1.011890573231745361e+00 9.453037766508880502e-01 1.145476603333690502e-01 5.413547473953804534e+00 6.529067796737488152e+02
1.414159900519533775e+00 2.192323439758071466e-02 3.366680596796198799e+00 1.577717898323589135e-02 1.012452785287446533e+00 1.542052895494338882e+00 1.707387614202774129e-01 2.419035328914909577e+00 2.487429399058219417e+02
1.419636339806501724e+00 1.979099665147336998e-02 3.461103751190818478e+00 1.586056236685352838e-02 1.343655232264286736e+00 1.714682037117520430e+00 2.278854601694423054e-01 1.927417148882598186e+00 6.957283674280928381e+02
1.174677529261670017e+00 6.977250385320315747e-04 2.283522863150517779e+00 2.170600297361838932e-02 1.055389956144780594e+00 1.562663249356846196e+00 2.884432141861498766e-01 2.081299538691529172e+00 6.054380606517104297e+02
6.533756969517418023e-01 1.070077583107239801e-03 2.540339069875639844e+00 4.167648933412905488e-02 9.350574704246764624e-01 1.298488477218330051e+00 2.131254068067803820e-01 1.909090758624492068e+00 5.783471331770958841e+02
3.873809314251983604e-01 3.318007461210225814e-03 2.657115319247287388e+00 2.658371143080550530e-02 1.071994165392042841e+00 1.431194154389433537e+00 2.044852071341635436e-01 2.600282253223851647e+00 5.062234228790337625e+02
9.313375198424689305e-01 9.485527078344966473e-03 2.967082287802670137e+00 1.418279844701266466e-02 1.175521101788926881e+00 1.435952060881410919e+00 2.307438516617880686e-01 2.815717111067424394e+00 2.552663353152667867e+02
1.482692814046895569e+00 1.763729199967245184e-02 3.121707153803225054e+00 1.959257772595634703e-02 1.169545112332674108e+00 1.632420283322361110e+00 2.475295044357840868e-01 3.988074050449460284e+00 6.782527248869108689e+02
1.254992340990104926e+00 1.502878899832000431e-02 3.178098482557140780e+00 1.624337700906142851e-02 1.078827673207023885e+00 1.370107897045874878e+00 1.205845254666670779e-01 3.331902532800697259e+00 2.906884623887394241e+02
1.277375471815801244e+00 3.066615477000021045e-02 3.730080354727253855e+00 9.064272506471226024e-03 1.152316093634145444e+00 1.166155131137183165e+00 1.473688453572575274e-01 3.097596915197716960e+00 6.425849908028100117e+02
1.299848476273725462e+00 1.549463035164817815e-02 3.320374736887157674e+00 2.070066746461359658e-02 1.201435079719973764e+00 1.583306242084497883e+00 1.090497730306467655e-01 2.760066663564507694e-01 1.392855699203279300e+02
1.352742366581014766e+00 2.063235064660585288e-02 3.405605512449015215e+00 2.029015064234347340e-02 1.026539412299646958e+00 7.074488614178893187e-01 3.441361492917363041e-01 3.504147485974209886e+00 7.258782954343366782e+02
5.888620899871274128e-01 2.977407852780329482e-03 2.925937861639698490e+00 5.140740362423188575e-02 1.140124671945160095e+00 1.493882184198922936e+00 4.153726163955476225e-01 3.206363146898302485e+00 4.774660529246989995e+02
1.324375190478729314e+00 7.917394980408559366e-03 3.039081352688913551e+00 3.008145952180966629e-02 1.045118303268588900e+00 8.759955693227406970e-01 3.346196351453588069e-01 2.335550058974210863e+00 5.032514218516397477e+02
1.119562190796653534e+00 1.193844738625090066e-02 3.228238537760982574e+00 2.289813485086927142e-02 9.975715197571467519e-01 9.297555686666818531e-01 1.562112175757164600e-01 1.659733707196062058e+00 5.965752504755358814e+02
1.145821474780319704e+00 1.702857880586357286e-02 3.648838274365875378e+00 1.421905758388485909e-02 1.247318868208706855e+00 1.126901130221544367e+00 3.265303462628785236e-01 3.452238486675532680e+00 6.226019304931713805e+02
4.310533101935406508e-01 6.381041667638496194e-03 2.851174395358916147e+00 1.501931690083796282e-02 1.130702756086047645e+00 1.266116896890676191e+00 1.557410166306805177e-01 4.129749688026758569e+00 7.131535535924900842e+02
1.030278961459290654e+00 6.421767275850727560e-04 2.430383222975572632e+00 2.959849796144233339e-02 1.095388305602884804e+00 1.793233587375838933e+00 1.964907076411029629e-01 3.146226513272991632e+00 5.187598960425515315e+02
6.480406007496748444e-01 4.892035892927842867e-04 2.461625439167324902e+00 3.140819747916040461e-02 1.087278577392081669e+00 1.404837730476876878e+00 1.495764447569772615e-01 3.319105830721357453e+00 6.959296922487536676e+02
3.607777524569752425e-01 9.566720390762748676e-04 2.653495077889384657e+00 5.105649725379810683e-02 9.790169825754992949e-01 2.651833016651901076e+00 3.857521651414734798e-01 3.222916774461984879e+00 6.112970574008327276e+02
1.349031086768368359e+00 1.075795385005518141e-02 3.256196560152686104e+00 2.394742313196259603e-02 1.195730113212264856e+00 2.497008729426537066e+00 5.012964219197841853e-01 2.493569609082877392e+00 5.290818288113954395e+02
1.431173379869056683e+00 3.657501807891131666e-03 2.820140458246688908e+00 3.863382518649996489e-02 1.300464433576760781e+00 1.743338087602593678e+00 2.751773962225945724e-01 2.536303676107500404e+00 6.768219870322675433e+02
7.809589793744086128e-01 4.492166900569349690e-03 2.854679401287882889e+00 2.716803088781814118e-02 1.252185820176835662e+00 1.412550292187185974e+00 2.341602724654236745e-01 3.842753889892232433e+00 7.264326436573687715e+02
1.214052511480223195e+00 6.086494563008892564e-03 2.935305949186583163e+00 2.782047943029934342e-02 1.170443864939089584e+00 1.033917032564725558e+00 2.559031885687522156e-01 3.825456214693573997e+00 2.999866718436089172e+02
1.193614614790071027e+00 1.263634655691014096e-02 2.951381854953171846e+00 1.753008822053145344e-02 1.159718866436258100e+00 1.673242359397160817e+00 2.201623894820585181e-01 3.921192812718778953e+00 7.210030959149063392e+02
1.459849429248310182e+00 2.728178843059402350e-02 3.360957837942375903e+00 1.188077370876581933e-02 1.256587861682194163e+00 1.816934202815638111e+00 3.554409221255304119e-01 3.566497737387848588e+00 6.346297285636321703e+02
1.426782450167465965e+00 8.067938369552753175e-03 2.787184738187971966e+00 2.120679809567569199e-02 1.046330222067445748e+00 8.898711632190782206e-01 3.462585919388667666e-01 3.151564444678332411e+00 7.055067544513456141e+02
4.425596729239953397e-01 1.117892150956280349e-03 2.646103757850232441e+00 4.868198163303589371e-02 1.272516476070662428e+00 1.813536883785493714e+00 8.061725082625995076e-02 1.378248120167574697e+00 4.322317421143609408e+02
1.083148925306416155e+00 3.283479153955420199e-03 2.548196198259099710e+00 2.064369949064701060e-02 9.846643952758037388e-01 1.258584465722795809e+00 4.529621372501763665e-01 2.750157269839843988e+00 7.110036127088420699e+02
1.321428578344690852e+00 8.469028224968258188e-04 2.481760439530559026e+00 2.821267177068553095e-02 9.365314303576264265e-01 1.067224983844752284e+00 4.997298358024415132e-01 2.706363506321917800e+00 5.689882150400509317e+02
9.629764420270870984e-01 4.289707174149226532e-03 2.777309271574186056e+00 2.750099551809406448e-02 1.104053315417049319e+00 1.198951227067384107e+00 2.970910809754663817e-01 3.372973312373894306e+00 4.822339118837044794e+02
1.458553427220028231e+00 3.377144894138529863e-02 3.978256789358329826e+00 1.105181077246290486e-02 1.262127483593109778e+00 5.435694723716957277e-01 1.359555189103392459e-01 2.130048460629585083e+00 2.634977511842523654e+02
1.101841638114176014e+00 8.746216717156272968e-03 3.202105737592771728e+00 3.521859904154874682e-02 1.329704049859921522e+00 8.149676228889723983e-01 6.540398705770240906e-02 2.102330967838975884e+00 4.609488241985785635e+02
1.438298039236956649e+00 2.132489367957874672e-03 2.512704463934050558e+00 2.407624223112884987e-02 1.008750042922462065e+00 1.545148607030109922e+00 5.885981925507807189e-01 3.788508259798076150e+00 7.217047658023847134e+02
1.379263472255370493e+00 1.835694453892026262e-02 3.678518578248316295e+00 2.582398320745398282e-02 1.123722169741319110e+00 7.391073112374664245e-01 2.429339072036654223e-01 1.274477086435026330e+00 4.452153149516107078e+02
1.080670235632064990e+00 8.630177839655580468e-03 2.864264382141491261e+00 1.674563523579582561e-02 1.100449254809745314e+00 5.147123929077996873e-01 4.294858384761421899e-01 2.488834888809450252e+00 6.730107388016898540e+02
8.687069826941293815e-01 5.485511054606956316e-03 2.712637491272822388e+00 2.212035181611413104e-02 9.016004345745255444e-01 1.650993854778712411e+00 4.312332961220359251e-01 3.238242062016446710e+00 6.064307978015821163e+02
9.474258445187555555e-01 1.560223759161088715e-03 2.723819041020649312e+00 4.480739476840316093e-02 1.109181747448729549e+00 1.525590965028532420e+00 1.950491506805335507e-01 3.700681244052847152e+00 5.609563007985539116e+02
1.292283667901829469e+00 3.042209682667416926e-02 3.908371130039113517e+00 1.006777897928070285e-02 1.184915905980174378e+00 1.314909284737448836e+00 1.135384468643868550e-01 3.415642574191205316e+00 6.768767203319231385e+02
1.398598661990359870e+00 1.320845166810375067e-02 3.516400985943828772e+00 3.307041423634741323e-02 1.060539053769382178e+00 2.292142362787926935e+00 3.704492724026973716e-01 2.821552205556729032e+00 5.200937757990510590e+02
1.473433844003757764e+00 3.268888544835468063e-02 3.722805250408429245e+00 1.401182167211547334e-02 1.288528054608075735e+00 1.155528038059989937e+00 7.826258450537580680e-02 1.573245287243513424e+00 1.523141667105642512e+02
1.437364381294325089e+00 3.981355955646936201e-02 3.839925562717287466e+00 8.241764707551167343e-03 1.242612219581774147e+00 1.409650356169501739e+00 4.125372273629738795e-01 3.267160571690920001e+00 7.279190355705358115e+02
1.419033378256526312e+00 2.512833977539219443e-02 3.219410413301520446e+00 1.469418385836266001e-02 1.093339138004237654e+00 1.724087906458219077e+00 1.978153155667645435e-01 3.140207985084635389e+00 5.127718819544089683e+02
4.104261282879695383e-01 5.242803568269582305e-03 2.845818057926761568e+00 1.751100846404668107e-02 1.212788270232342036e+00 1.258044185792554615e+00 4.272042023497714669e-01 3.397038803605206159e+00 6.946045027127710227e+02
1.290676011645123022e+00 1.489201273747819227e-03 2.556078670000744957e+00 3.041392146967648522e-02 1.048799388484435990e+00 1.217420071854224739e+00 2.584882714775726398e-01 3.532833268980193342e+00 6.908798706076580629e+02
1.494587802756478068e+00 1.092949105956822139e-02 3.317029875563896724e+00 3.561281519311876309e-02 1.189561878913482085e+00 4.795384034136881413e-01 2.296947534976381267e-01 3.677800773290691438e+00 6.464725198552173424e+02
2.926895526781593260e-01 9.928308909681164435e-04 2.482253964568875482e+00 3.258634526784448537e-02 1.017914349069549695e+00 1.906865417922315675e+00 4.249333536675840017e-01 2.658838289591957338e+00 5.928924921967166028e+02
1.489720230727969774e+00 2.812077462096130784e-02 3.157447908632438072e+00 1.100562388965403877e-02 1.029619911730561110e+00 1.129421637335437101e+00 1.819118219590653840e-01 2.938985870790135735e+00 2.772176927230582919e+02
1.001575087551425991e+00 8.112796095319379369e-03 3.095819137820240652e+00 2.340739862710526642e-02 1.262967885488499364e+00 1.251631698191124853e+00 2.136840387127488250e-01 2.976945655277887681e+00 6.980849313733675672e+02
1.124840851573015499e+00 8.133022699823817120e-03 3.202308768661753735e+00 3.490999992915962136e-02 1.256957558897882077e+00 1.986264041028060312e+00 2.115366932859144844e-01 2.866466335586494996e+00 3.241654841965292349e+02
1.399634332587720742e+00 8.204972555032668743e-03 2.865932979011660109e+00 2.362370590414926766e-02 1.182138456108549507e+00 1.837054581995182900e+00 3.374608035025378761e-01 3.351253241797979676e+00 6.851984995656845285e+02
9.874317223320527859e-01 8.618237889108398830e-03 2.967271835832582028e+00 2.928135918610902735e-02 9.220236323043390358e-01 1.308514995597853003e+00 2.865325013480858884e-01 2.082256746791601110e+00 5.487758807708231643e+02
1.418177675058097220e+00 1.841252358570376335e-02 3.434918452971498226e+00 1.916783695391662337e-02 1.174760219471936207e+00 1.134643734125046155e+00 2.264426213672924570e-01 2.497429646876097031e+00 5.300179860700067138e+02
1.310473381344110733e+00 1.362411652470095318e-03 2.823829975104120038e+00 8.406725572730780471e-02 1.074564110847981535e+00 1.226863901594745343e+00 1.621151303717745795e-01 6.166820623754535546e+00 3.779914127147226282e+02
1.082910540856072856e+00 1.219174531759725268e-02 3.062683937713359672e+00 1.583116729378513873e-02 1.044960415339036386e+00 1.610877357299693502e+00 2.638687732003196507e-01 3.706953534856296084e+00 3.231108326376810851e+02
5.001975566294383224e-01 6.453042177056775471e-03 3.258439785487915685e+00 4.628167212537725311e-02 1.157432875625322044e+00 9.333821613461397160e-01 3.280359576804137700e-01 1.424447951281128555e+00 2.305187203372077249e+02
1.204393700194721362e+00 3.555701785633233036e-03 2.675796085483025166e+00 2.945869757543759584e-02 1.161445880886134541e+00 1.193985367532317543e+00 1.575003846521232376e-01 2.766423799755784785e+00 6.182620418592084661e+02
1.214030706023544015e+00 1.152886981993649952e-02 2.852643214651598313e+00 1.229049002058643127e-02 1.251764458209697173e+00 1.229311007143536916e+00 3.339010997406812731e-01 3.229870029992363278e+00 6.816520572591991822e+02
9.887748196434495984e-01 1.195198053511001800e-02 3.549544975034649497e+00 3.276713837002003665e-02 1.216068572673471460e+00 1.138177668038235613e+00 5.559507419385222721e-02 2.191972751776350314e+00 2.981167946150972625e+02
3.078678522161727438e-01 1.434269634078346074e-02 3.705968875736997514e+00 1.247081063691278004e-02 1.189732484154463865e+00 1.195510802436064335e+00 3.492245095495288831e-01 3.102272373415698947e+00 6.596178316929725725e+02
1.143802412301732518e+00 2.404441609019693834e-03 2.955080971122403533e+00 6.371019037933595142e-02 1.048654491069570316e+00 1.156500877608044320e+00 2.064065217717468426e-01 1.952513716222402662e+00 4.018376153651619234e+02
