α₁ f₁ α₂ variance ν μ A ϕ T₀
1.478307482229566316e+00 3.916855521872200652e-02 3.995723166463346132e+00 1.101368479999261137e-02 1.001166726137846519e+00 8.482008159751731613e-01 1.269471576264735724e-01 2.772022146906395257e+00 1.570349733153175862e+02
1.124840851573015499e+00 8.133022699823817120e-03 3.202308768661753735e+00 3.490999992915962136e-02 1.256957558897882077e+00 1.986264041028060312e+00 2.115366932859144844e-01 2.866466335586494996e+00 3.241654841965292349e+02
7.524363663522406487e-01 3.691297895991618640e-03 2.673955796104361404e+00 1.769661274793017311e-02 1.152259037026147626e+00 1.455669964344357137e+00 2.328893519226716002e-01 3.197223772977048295e+00 7.287432346756012294e+02
1.370956278658725047e+00 1.121691888714150022e-02 3.253065408537715975e+00 2.120207557673909476e-02 1.266728319737708830e+00 1.831506870632201966e+00 3.426015799012285257e-01 3.168279248319411323e+00 5.445644108426552066e+02
1.268016410561020324e-01 2.747667396244849077e-03 2.662847705904081153e+00 2.441944573060255905e-02 1.278101226964462933e+00 1.335343083191707692e+00 7.731289693387599637e-02 2.756038172395581132e+00 7.044547648879230337e+02
1.268592397826044493e+00 6.554975773177136242e-03 3.031431968632889440e+00 3.428904137015218595e-02 1.080484734432385130e+00 1.379251978691173441e+00 1.961784637126828268e-01 6.956833760520952925e-01 2.112380785521388873e+02
8.060928857354472399e-01 4.824435233615528146e-03 2.973579369561191843e+00 2.800624732979122011e-02 1.199810930099979966e+00 6.400672461253715806e-01 2.577288824621354335e-01 2.164609114535452239e+00 2.814865030998246311e+02
1.449295951219292000e+00 1.885313884371195639e-02 3.474659163230308323e+00 1.894598444425409436e-02 1.034636554001490127e+00 1.287237935080709050e+00 1.361534543869587222e-01 3.760755781916638174e+00 5.505100524014634402e+02
8.916487259396338461e-01 1.300586353525432295e-02 3.407258664459976050e+00 1.636085312338078634e-02 1.155825204107526760e+00 1.548755825042753553e+00 3.615482102894271299e-01 4.028432279488987078e+00 6.118577091408200204e+02
1.549588257615968079e-01 1.614166517138113360e-03 2.962856665661464994e+00 9.746896829585711963e-02 1.226804239449805323e+00 6.476604033649653314e-01 1.378697061643676669e-01 2.487056272667954815e+00 5.823760880725911875e+02
1.080075701674661381e+00 7.322044911504273744e-04 2.503327920777493887e+00 3.916444255080668568e-02 9.939012177976238593e-01 1.191595952635940314e+00 4.579791604957264561e-01 1.968000261939371276e+00 6.382776340618419226e+02
8.797112290357526065e-01 5.979141978815080520e-03 2.981079372196109745e+00 2.201900644370705096e-02 1.185810216805795125e+00 1.118934193000516997e+00 7.343882974413194764e-02 3.436670184721431820e+00 6.653534534649331817e+02
1.465206998158617768e+00 2.625721990551612567e-02 3.309881915577014055e+00 1.363730607478288656e-02 9.343893544622738911e-01 1.326276318329159043e+00 1.661937284942016091e-01 2.427662963173358612e+00 2.688166530824981919e+02
1.452391125329989263e+00 2.578271260945874666e-02 3.637175597994795950e+00 1.679245900941334080e-02 1.089837302909223649e+00 1.947993632313568924e+00 1.503879420858965088e-01 3.427117681138511340e+00 2.963971105661279921e+02
1.049109152088955277e+00 9.719490191754671937e-03 3.167967891495452104e+00 2.219671294344697718e-02 1.267755866211093263e+00 1.224957758315113665e+00 1.906012006896373179e-01 2.471777775040849612e+00 2.871104413439479117e+02
4.174110938397130877e-01 6.652259716444882363e-03 2.911949728035920337e+00 2.106031355694556670e-02 1.243262592111394449e+00 9.562415047677550461e-01 1.297784135313503062e-01 1.451959903075770164e+00 6.328681999627078767e+02
1.438056249882365689e+00 2.402365461076282419e-02 3.630589547963742447e+00 1.701812675061646282e-02 1.143398748590802816e+00 9.893683540653421815e-01 1.357398935277067120e-01 2.347487677795683236e+00 2.530404519387237769e+02
5.042231758762361071e-01 4.316243164246810586e-03 2.744823712495946921e+00 2.563523560544314281e-02 1.068104818315306348e+00 1.217724578576182548e+00 3.138673693324614544e-01 2.346962967616299522e+00 2.639302418562012349e+02
9.025434924656164926e-01 6.072345741849552100e-03 2.995526166110412003e+00 3.066945720868922282e-02 1.099028573286927823e+00 8.138951236944308443e-01 3.055903858646762394e-01 2.381769039703546031e+00 5.550244268659236013e+02
1.421205800412723708e+00 1.304958516652544170e-02 3.300022808010893094e+00 2.910586439520058966e-02 1.064173488953020774e+00 1.834780414256435899e+00 3.106565615407404501e-01 3.375697627018002578e+00 6.399453951026292771e+02
1.411900375256373019e+00 1.546584499845063930e-02 3.244013541941680678e+00 2.210305171196374693e-02 1.095551788735486864e+00 2.486141267385851172e+00 3.563508214243530370e-01 3.603595455530633096e+00 5.269453027419450564e+02
1.085799902048556032e+00 1.566724996451381025e-02 3.241080893672150243e+00 1.378207085625137232e-02 1.207637771587714237e+00 1.103667771044031909e+00 4.156652342856577420e-02 2.237032608586972060e+00 2.655985659318346279e+02
1.310243051173428430e+00 1.181098141758295424e-02 3.115359219112313838e+00 2.263515943633394659e-02 1.302394301079664141e+00 1.860460808725108439e+00 3.304464012154582631e-01 2.014058638410379576e+00 2.820703823706629123e+02
2.950420564107775201e-01 4.244906745897372193e-03 3.024659169440212292e+00 4.372555787414707934e-02 1.213554640881954194e+00 1.102447960998837573e+00 1.440925508969687352e-01 4.822006111442109777e+00 7.032353373263944150e+02
1.207178598645866296e+00 1.754722105021005313e-02 3.480906819827870535e+00 1.513360782757583803e-02 1.098427398252479925e+00 9.430743903924887483e-01 2.386698020163623979e-01 2.737873116211213098e+00 5.216132072489859866e+02
1.158300639460793535e+00 1.538704903018057839e-02 3.217138429218498352e+00 1.134590826643945387e-02 1.269870954164954213e+00 1.542484313432856302e+00 1.518276653205713478e-01 3.001863309562071258e+00 2.780785810138458487e+02
1.034005191444704375e+00 4.465117053531131135e-03 2.747648032512952199e+00 3.238705087838419927e-02 1.174841680468015515e+00 9.892260012980473860e-01 2.637291252588154222e-01 3.543501340288710555e+00 3.457490577929689266e+02
1.275044026794295959e+00 1.773451612140541922e-02 3.033615149284309531e+00 1.167596832282499948e-02 1.123599651522250387e+00 1.226330007950197309e+00 2.913345580583509564e-01 3.803127082179101670e+00 7.271925912251001591e+02
1.300752095396289665e+00 2.133648634121864535e-02 3.889987029953964726e+00 2.272509395434748128e-02 1.076595038044770636e+00 1.413088662853409172e+00 1.616666379385475194e-01 1.457855160148364915e+00 1.467505209342823775e+02
1.411212390700414598e+00 7.495700470906159658e-03 2.891039777720914472e+00 2.185225120930159998e-02 1.057529893045873415e+00 1.085629419483345792e+00 2.121337068487659516e-01 2.476636624390782693e+00 4.135124815730094952e+02
1.388594289700831874e+00 2.607863349569634198e-02 3.637390117750283203e+00 1.549473284920950024e-02 1.075165287724049845e+00 1.444682810696025888e+00 3.168129515087449444e-01 3.568369775333593896e+00 5.866137199316240185e+02
1.339351512739947569e+00 6.994948604194426225e-03 2.830899737215293310e+00 2.783094098168487768e-02 1.112816081949690394e+00 2.245077997866909314e+00 2.455708562252768290e-01 3.562480816200364053e+00 4.833920251259539214e+02
1.204543531635739573e+00 4.734400195970958039e-04 2.854420921441561454e+00 9.773426427418391294e-02 1.173397318351587559e+00 1.280646741669795308e-01 2.902153226160067434e-01 1.746354664973267523e+00 4.244906217749532971e+02
1.476039592779055720e+00 4.535435642281119770e-03 2.983739226959007951e+00 5.856513377969816553e-02 1.200692911825434805e+00 1.721234127166305639e+00 1.611742225038434728e-01 1.892949325458766374e+00 1.462368511559897968e+02
5.196535250834507513e-01 5.064002876463245470e-03 2.526376408187243072e+00 1.341706697079295130e-02 8.751397400296909712e-01 1.322287707264172552e+00 2.004141437860454678e-01 2.954308922127619752e+00 6.527729459649741557e+02
4.795747281419340813e-01 4.062366717508358697e-03 2.588197501469802653e+00 1.593386179890618828e-02 9.395752531187128165e-01 1.611764762682041940e+00 1.743983574878012199e-01 2.079466361895192517e+00 4.480971461521039600e+02
1.061893265635314165e+00 3.396743296309759960e-03 2.620187185743681813e+00 2.802674630487484234e-02 9.283542462651822591e-01 5.234620526790539907e-01 4.774635361279998269e-02 2.366736424417377638e+00 4.149439238347662240e+02
1.123006467558525623e+00 1.309801765728811282e-02 3.527473879569012816e+00 2.640662806489222150e-02 1.223923993446664360e+00 5.526909739686007850e-01 1.414920641662721634e-01 1.399876614119764273e+00 4.797029265025913105e+02
1.872133708825328702e-01 3.678521290630085670e-03 2.855162176386405903e+00 3.645164761869568865e-02 1.026459847027931138e+00 1.478396540703129647e+00 2.370310411501088121e-01 2.858286606222264048e+00 5.486421714872648181e+02
6.424074856245052256e-01 1.895303779346933781e-02 3.790354213183352527e+00 1.393257762438976192e-02 1.247731759961394848e+00 1.167686565651416153e+00 2.450598911886465447e-01 3.300463759910272632e+00 6.538725972137326607e+02
1.305887204793839018e+00 1.015252854820608043e-02 2.967194159189859182e+00 2.371231946994974832e-02 1.078737672938016479e+00 7.095171393595038900e-01 1.450354708624330413e-01 1.957070911913333378e+00 6.625363314635651477e+02
3.256522294496355663e-01 1.101107606669180861e-03 2.581235717334688928e+00 4.178810440907830548e-02 1.009815786829218576e+00 7.903081697546237017e-01 4.469317898925012078e-01 4.090394659235436770e+00 5.428145736759461215e+02
9.579638414390299062e-01 2.459588997727002544e-03 2.558744432555925208e+00 3.150923496357629916e-02 1.102960030224142685e+00 1.040442009965119041e+00 3.024237147990175290e-01 2.497320753812192873e+00 6.714474234394707537e+02
1.189083990251317280e+00 1.823732086368709884e-02 3.310019759296434216e+00 1.329730945936470968e-02 1.181647191189553414e+00 1.229974838200965870e+00 3.368264093503161583e-01 3.626574284150531291e+00 7.274649503973712399e+02
1.349415755650148707e+00 6.322899965976647510e-03 2.828804463604488895e+00 2.584433493322944864e-02 9.856553173746530616e-01 1.559348488752859918e+00 2.063296066094013337e-01 3.907372079153852429e+00 5.767418639092292096e+02
8.767963319701828073e-01 1.421987266535390537e-03 2.797065952279991663e+00 7.107228550966626646e-02 1.125624680985087167e+00 1.171806981979223616e+00 1.469982156454368583e-01 2.516478981544851834e+00 2.080983411645215710e+02
9.908420293825690450e-01 3.063735777620413638e-04 2.770677850606124260e+00 1.044186505991822750e-01 1.100519114818544253e+00 8.623440677462642645e-01 8.944934554120611558e-01 3.086727583547145937e+00 6.105765035780103744e+02
1.487813543037002528e+00 3.247184978248271459e-02 3.808654646593533588e+00 1.208803304785333738e-02 1.344652173513044557e+00 8.848169592602848077e-01 2.938957701228349373e-02 2.775366901209078918e+00 6.668886304261053510e+02
1.419544269524072755e+00 1.316053598173794192e-02 3.089875572280772253e+00 2.276161393703593147e-02 1.002250998162887985e+00 7.938241770297134181e-01 3.069407086725567946e-01 3.209836789028636783e+00 6.586996830180795541e+02
1.395867170608363406e+00 9.994597838992159630e-03 2.768022078073036241e+00 2.222054518791457406e-02 1.148347278648733649e+00 7.125677478884954175e-01 2.559550356734203169e-01 2.818221430491066215e+00 6.351021165792756165e+02
2.759084253742217219e-01 4.338985520389241311e-03 2.971610732636142505e+00 3.171211649399318516e-02 1.241866861330646277e+00 1.191435209493562741e+00 1.342234107772891094e-01 3.387506958736785645e+00 6.626755899409587300e+02
1.040493742328657989e+00 7.359502979893922485e-03 2.873026216285223811e+00 2.043816963164330966e-02 9.948753113802395465e-01 1.408584270148484974e+00 1.695642054668212717e-01 2.789993399467725510e+00 5.316779362952805741e+02
1.383716154070073090e+00 7.818712948262890317e-03 2.991486538128350858e+00 2.860273458116222717e-02 1.155536923952207529e+00 1.863573835482397412e+00 4.435101979447793608e-01 3.978304659215101680e+00 7.218943126443371057e+02
1.372922134249858317e+00 1.852753282688663142e-02 3.256012462804781293e+00 1.370350461468242999e-02 1.081618514765911865e+00 1.716505959593439989e+00 1.546800339369465427e-01 2.455256122602723412e+00 1.576308819607346550e+02
1.282208816777321791e+00 1.834720987937157183e-02 3.278817880212765878e+00 1.887173242661616471e-02 1.081188579443643105e+00 1.417697736494396787e+00 1.642212821830310310e-01 2.128077084284111908e+00 2.516162140805363094e+02
1.350682183166203254e+00 1.615900133217219523e-02 2.996342990878490653e+00 1.237142937204918289e-02 1.092153286215023833e+00 6.193021939514014029e-01 2.398109433135851842e-01 4.259235470519906031e+00 6.744185687606313877e+02
1.302543878119487575e+00 6.576313540067341840e-03 3.117417658125300584e+00 3.799712355374849221e-02 1.260351498091019984e+00 1.617251841890743336e+00 1.747196025310982781e-01 5.332506123598383496e+00 6.061613752153040195e+02
1.195373752623676733e+00 1.616695459366494433e-02 3.286951020241678290e+00 1.706987094208934144e-02 1.176942112075406888e+00 1.393104382843494582e+00 1.815906363000964197e-01 3.142932815596405582e+00 5.145159613008926272e+02
5.802096370111848866e-01 4.665663167297939840e-03 2.815056953737537171e+00 2.483224109403136745e-02 1.028310118849764532e+00 1.320476058549164389e+00 8.716853639306121337e-02 5.007658648180203897e+00 3.235494326045614457e+02
7.073603047265086818e-01 3.970607916949852115e-03 2.753765454116502198e+00 2.315420639847952378e-02 1.145567921721015292e+00 1.248629048946743092e+00 1.476195750662474271e-01 3.798775131680270256e+00 3.139934864735659517e+02
1.427252244835226280e+00 1.477355183039149970e-02 3.334358991123410831e+00 1.950470423589888494e-02 1.237081732278713320e+00 1.630881731867053430e+00 2.630834055473869060e-01 2.932174036883155033e+00 2.840077599131778356e+02
6.325167177930093310e-01 1.706028576635751142e-03 2.856802394775546983e+00 6.791061646866379531e-02 1.175924840289492845e+00 2.114143330775938079e+00 2.396106584161313835e-01 1.383447438798804108e-01 4.439689828387202510e+02
7.159826270519265012e-01 7.633201828325407445e-03 3.191159944444143193e+00 3.839977322799571074e-02 1.116194096516149648e+00 1.342644141239590860e+00 3.939097155396887318e-01 2.933263172306568300e+00 5.484163178682506441e+02
4.283629689615178204e-01 4.075507507883167728e-03 2.552740115120563758e+00 1.703012525478598757e-02 1.022935192378892744e+00 1.171938203891897512e+00 1.952345760066767910e-01 3.044111706230355097e+00 5.973862029738404544e+02
1.477967098373128341e+00 4.589974491164770798e-02 3.992595028229474874e+00 1.068201111140434749e-02 1.147403630260417140e+00 9.959847598630537924e-01 1.260292234100967856e-01 7.950875388348616069e-01 1.446287857278690581e+02
1.165952390180620135e+00 1.908153361217584248e-02 3.310037344278600191e+00 1.297722538159563378e-02 1.094372973358097134e+00 6.669729571526488154e-01 2.364609167173002680e-01 2.204877749210148341e+00 2.561398550992318519e+02
4.074760109354271798e-01 5.139197335432039646e-03 2.797274837778913170e+00 1.923060510285964225e-02 1.261451736558389936e+00 1.431206261204733377e+00 1.816765080121335585e-01 3.406999019963351305e+00 6.637141474366935654e+02
7.096430373365369970e-02 1.191387694482268483e-03 2.823066928176243717e+00 8.011964650457022163e-02 1.284103644271253009e+00 1.359200046203102641e+00 1.845990834721845109e-01 4.218980712770483144e-01 7.247031008663450393e+02
1.416701674652633747e+00 8.492150312611919383e-03 2.931668604422258184e+00 2.871721525120826679e-02 1.196060325528981449e+00 1.527116894722512441e+00 1.177316950110701838e-01 2.434971573891699492e+00 2.727818385534182539e+02
8.631908159997110364e-01 6.799857963964222977e-03 2.903106242953469085e+00 1.785004228806448892e-02 1.124331571481423708e+00 1.393048477501698246e+00 1.252569245898567940e-01 2.337132997279084634e+00 5.322655902479707493e+02
7.495012741255249189e-01 3.569720865963196734e-03 2.760418698638588797e+00 2.907183675605317513e-02 1.148220047333055049e+00 1.306050210166046721e+00 1.104876616899134606e-01 2.322631309879446437e+00 2.573436585327732473e+02
1.402319737945764588e+00 1.322480302940277387e-02 2.907646559918884321e+00 1.580604982578544260e-02 1.212576208995325366e+00 1.416907870399347180e+00 2.025028407666029651e-01 2.991230295375610915e+00 5.834996815467748092e+02
6.402794884323292912e-01 3.969817516675783371e-03 2.867920365415220552e+00 3.357471005446885370e-02 1.000942385234725229e+00 1.049917577054209517e+00 1.483362355649913977e-01 2.813202651661023790e+00 6.325205742385927579e+02
1.401392130007195647e+00 1.619130018839490606e-02 3.341043585235651925e+00 2.030199258046289784e-02 1.011004910735979756e+00 1.831953891136722135e+00 2.089322511358114032e-01 2.685116632916971113e+00 5.987093980614179145e+02
1.464085084420188920e+00 1.220568011466153895e-02 3.178709037492006839e+00 2.503134499235624283e-02 1.251031557118627013e+00 1.725398781181218144e+00 1.118827914910481003e-01 2.500833853302228071e+00 2.935133202015584288e+02
8.070868103536033011e-02 2.087127794417863776e-03 2.711846381337926992e+00 4.466880963268143878e-02 1.058168494905284307e+00 1.219876410200482875e+00 2.378912991278910594e-01 3.992695847634938122e+00 3.130582590051916441e+02
1.204314958091103449e+00 1.396322048281595750e-02 3.272904355583199809e+00 2.602489918072726019e-02 1.073773014528190517e+00 1.280857399244586414e+00 1.213417184639296736e-01 2.303680388677545654e+00 5.691288869941354278e+02
1.162379711077293543e+00 1.168818012047053399e-02 2.976883516218248094e+00 1.535804347841900758e-02 1.114655346912166944e+00 1.219072220112350946e+00 1.243228180545239980e-01 2.121952958404657696e+00 2.695283801726627644e+02
7.516359010224993309e-02 3.368265591614454969e-03 2.879786371382264676e+00 2.606021862557926852e-02 1.070344790555814107e+00 1.479722973104989459e+00 4.981581386839379344e-01 3.732831829599341233e+00 5.462687004304926859e+02
1.149638368260166743e+00 8.706977658134771800e-03 3.248115455502832205e+00 3.088986290745448018e-02 1.480385008195750807e+00 9.318124774382046116e-01 2.644722205914004087e-01 2.389799733858389175e+00 2.655268263892045866e+02
5.242123208109701338e-01 4.089521368593393696e-04 2.680002161975040043e+00 5.821063369443131574e-02 1.104569643099682530e+00 2.361303756890319683e+00 2.392092216565001594e-01 3.093712901082255495e+00 5.520167982210317632e+02
2.330475416604035899e-01 3.918879460884849494e-03 3.048171571842590133e+00 4.746285114073673511e-02 1.269265937970964542e+00 1.383664243685455597e+00 2.109552578434904235e-01 2.035046434530018100e+00 2.506894605535403571e+02
1.697938044191066309e-02 3.876232444081647611e-03 3.067359519326366524e+00 5.419455506910734327e-02 1.256947563492993192e+00 1.230209107719861583e+00 8.652680910355581290e-02 2.039471457786282915e+00 4.520131517184166228e+02
1.126257608891375606e+00 1.099278974165634158e-02 3.040715018278207449e+00 2.085085166509392102e-02 1.059359676323186727e+00 7.990231822681411744e-01 1.022069455638079383e-01 5.006940437197827443e+00 1.331806615109088909e+02
1.391041282869377227e+00 3.206299697804199794e-02 3.675814815876845554e+00 1.276991752539177044e-02 1.029796508213436157e+00 1.301928999788995123e+00 2.012934862153508420e-01 4.223097900664605220e+00 6.652030459538034393e+02
2.101693836382743097e-01 5.182948453670998710e-04 2.749283269906738880e+00 6.905667445776374203e-02 1.262075778184451158e+00 2.798771466497726124e+00 1.803344814773220339e-01 3.087644033319101311e+00 3.186672825619614287e+02
1.255130139928562594e+00 7.478070411233095176e-03 2.683346661097506747e+00 1.988795146902610014e-02 9.524588999484409069e-01 1.283687153502091061e+00 2.734949914072657418e-01 3.152737263609541429e+00 7.012781768751823392e+02
9.323417795687707343e-01 1.209798902018927383e-02 2.879978861444760785e+00 7.616694399387560592e-03 1.155962034029167640e+00 1.138700423265535333e+00 2.371714936463212298e-01 3.292190354811879605e+00 6.555869748693741030e+02
1.399207952713674263e+00 8.558748675381030319e-03 2.577318162845314120e+00 1.658191891752017894e-02 1.104110941558262171e+00 1.706905011372279901e+00 2.100631485650819585e-01 3.118400863118383715e+00 6.037900498635260647e+02
1.160225256757574375e+00 6.020929144065785728e-03 3.106508083778626972e+00 3.334283786291158264e-02 1.250757312698516532e+00 9.963327468207555659e-01 1.225898238529378875e-01 3.498012967630621972e+00 5.283988420391469845e+02
1.349415755650148707e+00 6.322899965976647510e-03 2.828804463604488895e+00 2.584433493322944864e-02 9.856553173746530616e-01 1.559348488752859918e+00 2.063296066094013337e-01 3.907372079153852429e+00 5.767418639092292096e+02
1.237155887643659469e+00 1.198583683699791513e-02 2.939064101587468336e+00 1.397582632438420722e-02 1.020174960700916067e+00 1.042144076104860817e+00 1.433178103698885542e-01 5.819829349327766188e+00 3.396768975864682716e+02
1.392751997120757368e+00 1.797440211992928916e-02 3.286160051281714622e+00 1.877214918342062083e-02 1.193437621910821145e+00 7.006592517394666375e-01 4.073088836891352038e-01 2.689836526333392097e+00 6.219809626776652749e+02
8.096949588014172861e-01 5.949774227166842316e-03 2.653420853796768064e+00 1.721708543655974671e-02 1.172442569726903194e+00 1.019778879101840730e+00 1.044331237646758392e-01 2.871458277354781874e+00 6.203740406835773911e+02
1.098350173586988054e+00 1.284974107933202145e-02 3.647588517565020005e+00 2.862494862249121211e-02 1.143091657938879457e+00 1.439449095700298997e+00 2.088787430235266307e-01 2.717552159749151652e+00 6.085218663166266424e+02
1.006414088409470331e+00 3.677539895672441665e-03 2.824821346452331294e+00 3.179198054932302203e-02 1.046665880387685155e+00 1.818584410215426939e+00 1.657251499836598918e-01 3.024822068992977009e+00 3.016884320845966272e+02
8.532042181456787056e-01 4.572069379419043712e-03 2.661431776743402811e+00 1.869202300299323619e-02 1.085210210506363238e+00 1.038247540660853341e+00 2.078670654095930437e-01 3.058509794564001183e+00 2.975818372938219341e+02
1.333259334240112226e+00 7.100900406579012045e-03 2.713105350335292432e+00 2.058425150904670542e-02 1.035844652101946206e+00 1.106208818613685585e+00 2.129600447164587962e-01 3.165746540221072713e+00 4.768513738077926405e+02
1.423713105320240757e+00 2.894753706556157935e-02 3.649586350716897964e+00 1.246995409583462680e-02 1.260392927532155705e+00 1.770843422135427225e+00 4.251429907682041653e-02 1.400011056052411940e+00 2.594611422360312076e+02
1.408983512039464703e+00 4.314917271181137153e-03 2.885055025985922228e+00 4.150030333161336404e-02 1.078314841486899489e+00 1.500278971354245927e+00 2.609031147916165971e-01 4.389542742627424055e+00 5.037901400396968938e+02
1.065863036788841312e+00 5.440450542229618297e-03 2.757504956121120898e+00 2.212835192258813879e-02 1.263874312040073722e+00 9.629270713889821476e-01 2.328144574425555224e-01 2.420775916321237453e+00 6.337092959156088909e+02
1.233953597817455616e+00 3.501462183975049495e-03 2.912235747621796378e+00 4.631342071406256006e-02 1.261998391156022858e+00 1.178959506014094050e+00 1.177884631631090084e-01 2.835444769879777560e+00 6.154106297745751135e+02
9.246791701761769566e-01 2.174698561699682075e-03 2.666954164921623516e+00 2.551140977254879802e-02 1.186517090920556905e+00 1.675510467526709402e+00 1.495638856968622976e-01 2.377974645793299757e+00 4.369472607910353190e+02
1.219137717332996695e+00 2.069588310015305771e-02 3.261581866272874386e+00 9.283817066706218438e-03 1.258402016485860031e+00 1.094393972318050245e+00 2.046172610966319472e-01 2.664238334580488754e+00 2.638197430781281128e+02
2.634158904128723333e-01 2.740146658226484764e-03 2.624547245314248656e+00 2.517550539768253354e-02 9.304167599496157015e-01 1.306163296013097330e+00 2.580515101909989228e-01 2.151517087566825914e+00 2.645490113149409694e+02
1.146524289684153208e+00 7.241689044745781671e-03 2.974510794537582825e+00 2.416069264430036403e-02 1.202719459586292006e+00 1.688732090616543058e+00 1.422528925709087289e-01 3.988799416537383014e+00 7.023718333421413718e+02
4.775782250277194052e-02 7.118948170080235428e-03 2.841962248157050119e+00 1.440347570927822708e-02 1.064958344056641693e+00 1.267634732566653488e+00 3.000791861583700926e-01 3.050327980111479764e+00 7.122880410157216602e+02
1.249820719030798610e+00 2.648805022745884339e-03 2.769362039273855824e+00 3.929853520744644446e-02 1.121533415483179086e+00 1.600054421264167637e+00 1.895388439704441541e-01 3.056324363694999935e+00 3.020560653273338971e+02
1.135306615157429588e+00 2.544611306095773129e-02 3.918564654071062137e+00 1.803663486743086602e-02 1.146465672277777514e+00 1.054186406872313464e+00 1.899795881897361483e-01 3.320882769590658867e+00 6.847471380650190440e+02
6.820061299265387511e-01 6.971016197393269283e-03 2.948734507425362139e+00 2.058696527661599968e-02 1.155343224144245617e+00 1.113236523088475316e+00 6.715060341899575791e-02 2.138823451350204685e+00 2.743185079857383926e+02
1.492950333977505650e+00 2.531493698577345908e-02 3.387166639827219328e+00 1.421734040074158073e-02 1.172693949203398756e+00 2.179029311703306604e+00 2.134595731649906181e-01 2.925673882336865539e+00 2.783067692860220177e+02
1.462931999370470137e+00 2.343222436552944501e-02 3.501151505179579626e+00 1.497611065868864090e-02 1.026513152723410816e+00 1.270679469106692938e+00 7.415927730027151166e-02 3.599835949022236914e+00 7.046384851836947973e+02
8.642731823770187782e-01 2.367263896410305886e-03 2.932267109137797423e+00 6.952205936879513049e-02 1.135452458287477873e+00 1.340166428165840973e+00 4.765318209086100848e-02 7.409737243333384127e-01 5.423109010916599573e+02
9.083350599973645245e-01 1.598949376172736220e-02 3.336012830611564617e+00 1.305999718808197561e-02 1.139446069139764983e+00 1.468176603259413016e+00 2.413440183974218944e-01 3.903080210256077542e+00 5.600175492716792860e+02
1.380716344745196444e+00 1.072844424344712028e-02 2.865995045269476016e+00 1.920689706857590245e-02 1.071479985840780413e+00 5.834100706494111943e-01 1.162683006252686752e-01 3.333084062666100689e+00 3.346129862196308977e+02
1.078785469293751742e+00 2.131408072823818070e-02 3.481841408307092767e+00 1.158913644857823867e-02 1.071329724220660085e+00 1.435911255256294261e+00 1.446073841342593314e-01 3.270714439691492448e+00 6.681218358071572538e+02
1.205700438550254106e+00 7.211852218971898272e-03 2.925641645259710266e+00 2.534391296353058487e-02 1.140205163376911024e+00 1.149184457852339136e+00 1.716321726964694649e-01 3.146497134656479844e+00 5.361416411239993067e+02
1.435400360303396461e+00 2.657021619536609550e-02 3.978875637274059685e+00 1.513497275543314660e-02 1.351192457430459903e+00 1.872959679122942811e+00 2.355971831691698326e-01 4.164527757001815544e+00 6.518711747698621366e+02
1.160225256757574375e+00 6.020929144065785728e-03 3.106508083778626972e+00 3.334283786291158264e-02 1.250757312698516532e+00 9.963327468207555659e-01 1.225898238529378875e-01 3.498012967630621972e+00 5.283988420391469845e+02
1.354354237853346410e+00 1.951895809830477002e-02 3.139140278606457279e+00 1.069991657068274267e-02 1.132529717310308603e+00 1.335543231841854306e+00 1.610542680215912847e-01 2.298024492728660828e+00 2.936182774873919357e+02
9.631812569548016123e-01 4.658207800880157477e-03 2.854885154194267916e+00 2.961215796737897213e-02 1.023100931663911917e+00 1.559987556251926977e+00 1.508602651677485307e-01 2.639877107026124547e-01 5.189842301036286472e+02
1.743275019961219030e-01 3.032120734813430283e-03 2.926774502534408740e+00 4.237837226555957182e-02 1.168275465181055850e+00 1.351364594892951354e+00 9.646746182552795590e-02 1.682134365477999882e+00 3.251585990255939578e+02
4.892849351051756779e-01 9.161934467485973593e-03 2.984851296275922383e+00 1.474615675875534659e-02 1.001517641713113749e+00 1.277456464873580222e+00 1.812606186716963497e-01 3.043371421256923615e+00 5.954326281126720914e+02
1.174122992400071119e+00 1.826335570771072184e-02 3.381742023483415238e+00 1.409195004131975383e-02 1.162627902593567297e+00 1.383713602307223844e+00 2.038135712990595816e-01 1.765176268811283533e+00 4.706714981173050774e+02
1.400250313116476519e+00 1.565377974032231001e-02 3.038748254473475630e+00 1.596159773317112548e-02 1.182068980235246203e+00 9.948091433441945686e-01 2.388738761021423629e-01 3.391523653786950643e+00 5.073661672550366575e+02
5.983139843057498908e-01 9.116197463412471086e-03 2.910956919577678992e+00 1.310004453388232890e-02 1.035235968701148979e+00 1.222724611739356648e+00 2.542327495809216797e-01 2.700292878023912824e+00 7.112372817119645561e+02
8.509157594045545503e-01 6.920694408889270337e-03 2.958676897683361062e+00 2.768507877439629894e-02 1.187037067399864476e+00 1.851700577615039256e+00 5.484471356691525967e-01 3.587790274784594224e+00 7.067720016552353854e+02
6.325167177930093310e-01 1.706028576635751142e-03 2.856802394775546983e+00 6.791061646866379531e-02 1.175924840289492845e+00 2.114143330775938079e+00 2.396106584161313835e-01 1.383447438798804108e-01 4.439689828387202510e+02
1.358194421015686215e+00 2.130896065742726372e-02 3.354518014369514578e+00 1.376801190087724100e-02 1.116823257457434382e+00 1.513214802672198989e+00 2.248305828470849310e-01 3.430675654269531805e+00 2.917028730924846514e+02
