weight logl α₁ f₁ α₂ variance ν μ A ϕ T₀
8.262605921449301300e-237 3.782942979126205501e+02 4.715924852950499346e-01 4.860528864851650921e-01 7.644539880249359154e-01 9.136057048510297651e-01 2.230007954507849943e-01 9.238392784148444781e-01 2.037111927921644305e-01 2.063783060269384073e-01 7.755313868601997340e-01
4.925546000730989175e-236 3.800820781125507324e+02 4.892790259317554291e-01 1.254797357640941025e-01 4.811355909920889129e-01 9.831615887043264612e-01 1.424866693997139944e-02 3.559754724822373761e-01 7.072784763250518081e-01 2.422217741057482998e-01 8.174383216612701730e-02
1.270411573683458272e-235 3.810320689957095510e+02 7.070268945984127251e-01 7.901796862158096957e-01 9.647149146902651573e-01 3.757981384704073280e-01 6.232802387650299147e-01 3.079352665406052125e-01 9.731604220281020456e-02 1.858694346734331981e-01 9.793026219281466549e-01
5.008176204735511505e-235 3.824062998918035419e+02 4.426894326121380008e-01 5.274563953857279719e-01 9.198800876668387083e-01 8.656826777491318792e-01 7.321913653809334344e-01 7.149754297339891984e-01 2.837345154001201797e-01 5.621000979100199135e-01 1.685343549146133268e-01
2.560503862204979656e-234 3.840405172272656387e+02 7.235694074810499199e-01 6.553829344289293646e-01 2.569053172565054499e-01 1.545725353360788423e-01 9.680878611764470731e-01 3.961132072703340556e-01 5.330083093090464130e-01 1.630923426805797050e-01 4.914453482771798942e-01
7.975271911029761752e-234 3.851791589104836930e+02 2.937860585442533257e-01 2.492523603790059994e-01 2.804881551324690525e-01 2.265996859156437226e-01 2.356936786571730558e-01 1.810604348217370596e-01 4.711235749272413287e-01 8.737191707783218408e-01 5.815307166555145901e-01
8.907872003952100496e-234 3.852922485475962731e+02 7.278792165197971453e-01 3.780305937575796360e-01 9.122993115774080675e-01 5.279067182334761243e-01 4.135543261349428068e-02 5.576167664033423454e-01 2.893621117548965671e-01 2.560764419856882412e-01 3.156474085905999205e-01
9.293261790029074687e-233 3.876396878588088271e+02 1.054838192622520321e-01 3.114640304240281488e-01 4.664479324353826284e-01 6.997488230578822188e-01 7.985749767172700686e-03 1.269460813852507641e-01 5.818371503334405226e-01 9.638287686008961686e-01 4.983867647486893704e-01
1.025268234061944770e-232 3.877404376230780372e+02 8.037530788009014104e-01 7.144271395428519744e-01 5.725499449210469383e-01 4.832808793874366904e-01 1.177612901447268046e-01 9.121355223783877975e-03 2.287573391139894330e-01 8.318712051789040052e-01 1.600418107563655878e-01
1.985519083031170295e-231 3.907064488286889627e+02 6.444826435323177671e-01 1.445222911801180565e-01 3.837074400888641490e-01 8.880656731337754906e-01 5.282723335587368174e-01 9.049092942167336062e-01 8.179415857433904868e-01 8.969703666021755506e-02 1.484482493520891122e-01
5.957645368736986614e-231 3.918077437766052071e+02 9.051828575762517204e-01 8.211844503046294985e-01 9.785759728132016333e-01 5.600028187726051598e-01 4.198857447533255183e-02 5.450907428817475253e-01 4.500883223881422257e-01 9.272200299234218956e-01 6.324370749824594906e-01
7.887311286899308567e-231 3.920908237479391119e+02 6.276955552751219969e-01 6.587947911780598353e-01 9.471248301866045383e-01 3.483766613431082959e-02 1.083893241791509254e-01 7.560114013346183048e-01 5.088227027838051475e-01 5.856313847878964474e-01 9.791062920526856228e-01
5.937776390666951547e-230 3.941119882572276651e+02 7.757957707148581683e-01 5.932071582831958123e-01 6.122945675284013900e-01 7.585267475615312671e-01 3.892348981444501144e-01 3.540534429871049493e-01 2.372174584700856848e-01 6.642508581159695114e-01 7.558666303877203951e-01
1.336112942743699994e-229 3.949255032414604329e+02 5.012678850127566532e-01 4.157831437729991864e-01 6.180980191789964273e-01 5.373948504848791163e-02 8.191120354168301976e-01 9.032227698795052273e-01 3.016656756805214945e-01 5.219148534812585449e-01 9.853676429056804631e-01
6.627664545669412720e-229 3.965294911185233673e+02 7.492038569546565219e-01 4.360969477984053544e-01 8.485358537481113572e-02 1.363967633946847613e-01 9.100511616741580045e-01 9.796920361757290863e-01 3.606562579168359761e-02 7.401156957521857205e-01 3.279834841531591438e-01
1.430828880122913236e-228 3.973015776377284851e+02 7.128454490038584890e-01 6.694400800916342487e-01 8.119386498525665852e-01 3.746093578429319226e-01 3.839462047916112342e-01 7.916727754395789241e-01 6.611785317412645080e-01 4.819217378108840988e-01 6.052361168072761810e-01
2.166350815902988901e-227 4.000214529182567276e+02 6.757138826541518872e-01 5.599349315546670036e-01 3.346921842601370267e-01 5.214189004136678962e-01 6.606392760698219790e-01 2.866290837268206104e-01 4.008569986579366695e-01 6.573282827659913119e-01 7.970509173108031309e-01
3.415660981264791275e-227 4.004792798445662356e+02 7.486993364072572765e-01 2.436950881994387474e-01 8.886718006520026858e-01 3.516866574248574961e-01 1.778863996999536790e-01 4.330002491638892392e-01 5.911855149415142785e-01 2.247262628237385318e-01 6.789679390696164996e-01
1.782239725974859252e-225 4.044364498502749825e+02 4.282882293554288733e-01 5.555605284308575698e-01 8.783912946469735195e-01 6.422943092802306797e-01 5.919274500958128238e-01 8.146903571918494569e-01 4.729725055698952296e-01 3.175261043581065756e-01 5.950139700801846399e-01
2.988356860023355607e-224 4.072583877881122589e+02 3.739217852359935090e-01 1.391863192459776855e-01 5.332283483212645336e-01 7.766820925189243940e-02 7.198389297810143805e-01 5.047361989860366105e-02 4.156300924948701514e-01 7.992099092362161539e-01 2.401716099113100356e-01
4.810514205359424830e-224 4.077369680787126072e+02 2.543959717413092347e-01 1.065533537738900804e-01 9.620665067412742522e-01 7.910640599909585235e-01 2.193906535266639812e-01 6.345937326521472466e-01 1.995355572245527398e-02 7.404388922114584215e-01 6.660418271193795370e-01
6.196277439567580290e-224 4.079926127956655932e+02 9.577221762111062242e-01 7.622364377677265379e-01 4.941543103241670121e-01 5.765175691693767979e-01 7.144130806725201843e-01 9.840297105955398971e-01 7.522782051281671212e-01 1.736659778514474395e-01 5.571279907264868880e-01
2.710314076446025043e-223 4.094708137134454091e+02 8.976734495193429142e-01 8.634467313817526524e-01 2.166882927114928137e-01 5.194747491477337276e-01 6.637688710861054942e-01 2.072323680198429052e-01 4.132547374078032743e-02 4.242686587525931197e-01 1.779579425726817155e-01
5.504947698560875712e-223 4.101818964593155670e+02 8.440320821956256436e-01 3.268460350711066553e-01 6.793702337278121339e-01 4.394088788927486000e-01 4.745800801101872635e-01 9.466636669023733575e-01 5.319653122975327442e-01 6.008436840144386615e-01 1.043377536957631468e-01
8.828106423046660693e-223 4.106566897333941029e+02 7.797902757892088976e-01 8.757937877166177554e-01 7.423037239518068819e-01 2.115054764930983655e-01 9.855843026820797492e-01 6.117636204968912583e-02 3.646938110537073507e-01 1.994121808710213051e-01 6.120990800388669273e-01
1.151626586854836491e-222 4.109250096492683610e+02 2.951634353571627178e-01 4.723520036888317897e-01 6.533025211200095272e-01 1.434026513729562691e-01 8.083574597222057401e-01 7.495025990980848096e-01 1.310869349088528146e-02 9.864446402280232506e-01 6.275880893742702415e-01
2.290454357855476592e-222 4.116150844903251027e+02 5.653773352155212484e-01 4.431215458648307681e-01 5.426775809979681453e-01 2.042508758625042331e-01 1.398889272237102688e-02 7.835667580064539228e-01 6.312532726367346969e-01 3.411994253454608828e-01 3.146388619206501591e-01
2.320131594717152986e-222 4.116304581888260827e+02 4.847938720932376544e-02 3.666157252776880426e-02 8.048006257305905242e-01 3.981899753434728906e-01 4.348829765025366001e-01 3.783920224171266611e-02 9.134120311845238538e-01 8.274254696859861813e-02 5.911434666191570653e-01
6.914294029088728084e-222 4.127249251501163485e+02 8.800316954347399134e-01 8.154853096479529606e-01 2.317204049958392353e-01 4.528063570979876662e-01 4.380692460937789523e-01 3.547631811626160703e-01 5.987460162678235331e-01 8.371965146898342480e-01 6.424755287753050048e-01
1.730783600518956618e-221 4.136449936301261232e+02 7.176909040360386349e-01 8.956222153058139845e-01 2.017019640439428052e-01 2.087395855707241399e-01 5.345413484362182555e-02 5.735971610193256742e-01 3.234825318719836140e-01 2.107295124734560599e-01 8.997434188620780926e-01
2.987310840242566085e-220 4.164958780670631313e+02 7.225216084533330196e-01 3.895384824391162626e-01 4.800200951882269695e-01 5.164739845798970164e-01 8.071686123476081720e-01 3.625597524585866260e-02 7.620382957593728745e-01 5.159082244720482047e-01 1.782235680809174383e-01
6.318267711906145241e-220 4.172474495432538788e+02 9.221056895744859094e-01 8.147816539382346512e-01 3.301937493987647798e-01 5.056897006649858639e-01 5.110908297376915987e-01 9.438971606233945710e-01 7.745629362991848232e-01 5.261071671884908207e-01 8.395727230401701657e-01
1.385265002309849314e-219 4.180349810206222401e+02 2.518035485175601496e-01 3.332116044032243929e-01 2.566210470686399736e-01 2.002398446165207790e-01 2.036783251968118380e-01 5.273194232914939494e-01 1.561975623126536927e-01 6.551270395808995728e-01 7.377681918663436811e-01
1.621651083862991696e-218 4.204976194726668268e+02 9.015441245602885401e-01 7.141120824061284456e-01 9.810586139760379965e-02 5.289674516356522860e-01 2.103627574468353023e-01 2.741401675357779677e-01 1.668760944123520717e-01 2.994555733940444942e-01 9.862736141693118075e-01
2.128486335708786562e-218 4.207720857414561806e+02 1.851768292037984098e-01 3.767245200893453161e-01 8.876725397155643682e-01 1.663650737776760646e-01 1.767247171342114509e-01 1.730130843256248996e-01 2.692495277194585368e-01 6.419174374227100133e-01 4.362873787352836707e-01
4.477345337137106452e-218 4.215182049669916751e+02 3.714228535285040156e-01 5.197936487499124070e-01 5.004934326153869240e-01 4.231662337805930374e-01 6.875997696247844182e-01 6.666555466524222151e-01 1.831746932444034970e-01 2.963097559147110927e-01 7.289945937747415172e-01
4.485131513260357289e-218 4.215224424728646682e+02 8.344534632154709808e-02 3.319781784786547396e-01 6.916912591298939317e-01 4.903587015558776852e-01 2.990604858369737551e-01 2.322265061922157425e-02 5.455382226121595624e-01 4.028176172922671716e-01 8.886770855186220119e-01
2.107278479114794855e-217 4.230721570424948936e+02 4.780616063898291968e-01 4.188048105368354923e-01 4.158418159106476164e-01 6.398373692107068855e-01 2.050642441520852399e-01 7.741953091375022300e-01 6.543416816678356840e-01 7.698116849176022125e-01 8.829224725708114674e-01
2.688267634039170767e-217 4.233181567318051748e+02 6.980598667036457261e-01 5.572652340137774774e-01 7.530439270365759663e-01 7.435488385799536859e-01 7.359278984544972424e-01 7.464887015830344863e-01 6.025824441574979540e-01 9.427269524458736782e-02 2.526174342951266194e-01
3.165421008909482804e-217 4.234840458148081552e+02 8.958290080337316663e-01 8.845722540574737502e-01 9.420806329861529660e-01 4.630996419709983991e-01 3.878200854950357712e-01 5.824080310125242521e-01 3.374878739667639405e-01 8.975234721021450035e-01 7.755074540778170711e-01
7.450141528052724860e-217 4.243424927771309285e+02 8.000447320448758060e-01 8.343084709550896427e-01 1.214771610130126467e-01 1.271633289116412824e-01 5.964810503960842336e-01 5.195985233609711207e-01 3.667313836304270103e-01 4.421898499625069867e-01 2.772909089507457070e-01
8.586727601813156060e-217 4.244869774568931575e+02 7.975765898091788930e-01 7.013473079172656277e-01 1.006641759033682915e-01 5.254662859372716266e-02 8.309508393092482903e-01 4.742033680949031549e-02 3.253460319037297932e-01 6.784195968858729442e-01 5.444066098861074510e-01
1.536294966746189375e-216 4.250712184927909334e+02 9.393206741372427393e-01 5.176632778810184021e-01 3.361786461326460307e-01 5.767247984075646317e-01 8.193893477155391736e-01 6.399635066230535685e-02 8.370074858870142354e-01 3.583536968336675788e-01 3.451855111234615192e-01
1.625648019430944973e-216 4.251302513583377731e+02 1.833259220352934094e-01 5.611435148387211580e-02 8.778034172675447389e-01 4.671327415519924697e-01 3.488042024568229760e-01 7.254812505870558148e-01 5.858157217534013528e-01 1.333878709147693353e-01 4.982883813965727215e-01
1.948371519783908112e-216 4.253138387464706511e+02 7.917893093907821811e-01 9.730582192712031731e-01 4.256717148062838518e-02 2.396785742041627199e-01 9.193204539113820628e-01 1.116858680067824849e-01 2.258986768003875545e-01 1.500379170407463159e-01 8.641122855935130520e-01
2.789144414605486512e-216 4.256750797282312533e+02 9.245981540678752664e-01 6.479265849752829931e-01 1.607014587103838821e-01 3.212173837861916903e-01 7.961889848489420718e-01 9.516395598900849739e-01 4.758420645653679282e-01 5.659196521456359985e-01 1.930976704352951323e-01
6.223118328089762908e-215 4.287827010538978811e+02 8.935740921625049404e-01 1.433334923738244226e-01 3.685479934256798984e-01 3.428913402738675842e-02 7.124958105050970270e-01 4.029696114945076069e-01 6.106309180242011081e-01 9.112974326365287370e-01 5.540798375004202247e-01
3.043115589315469898e-214 4.303723968823570658e+02 6.948989061864740968e-01 9.888422436356288925e-01 9.366283472947773969e-01 1.103771691992658788e-01 5.581642669327266937e-01 7.034869168437318798e-01 5.548633296505034451e-02 3.666932259472394096e-01 1.535977028854548232e-01
3.847537990490818048e-213 4.329120335805959030e+02 9.730812919450511078e-01 9.363531765858552625e-01 2.063144214856663661e-01 5.373956266218250510e-01 9.426221388859276074e-01 4.288710958062936784e-01 6.976027572536845911e-01 5.693483906427669883e-01 7.461479039620153575e-01
4.093507946543087958e-213 4.329765024109333922e+02 7.702055749425630315e-01 4.542413891714257579e-01 5.393443627935438078e-01 9.194001279184408348e-01 6.258009852220888236e-01 5.472084212270038606e-01 4.468297024515521798e-02 3.007250965184455893e-01 5.066246057496019972e-01
5.026712527944652397e-213 4.331843663173085588e+02 4.257279494068506587e-01 2.061003534453932362e-01 9.402715967847906642e-01 7.564621383835981039e-01 1.264221359560728786e-01 8.893773398408736375e-01 3.312900379335081968e-02 9.402055272270600783e-01 4.620864934584876238e-01
7.414104079722830722e-213 4.335754842627405878e+02 3.074413746315191043e-01 4.490405200059159885e-01 5.189569025843661088e-01 5.442312294534433770e-01 4.003411874809431614e-01 2.069935135890677014e-01 4.123023180110051422e-01 2.142538935093555308e-01 3.952988640961589972e-01
1.231737875901489745e-212 4.340856112922431862e+02 5.192910315737101490e-01 5.589132236822303978e-01 2.617241691320940644e-01 2.612119284645115780e-01 4.922279246657458307e-01 3.974643572427496441e-01 5.627511374524896137e-02 4.078102748613190442e-01 3.089057497366229921e-01
2.559831903876720794e-211 4.371222118996175823e+02 5.834542596658376379e-01 3.280482244177026496e-01 1.214637952759173301e-01 1.513488817923200891e-01 1.703681278011529576e-01 2.100480348893585258e-01 7.068895661184593227e-02 1.625575294945276195e-01 3.762996116924993695e-01
3.208587042418308158e-211 4.373506009723657257e+02 5.395433068981030367e-01 4.604220405009495920e-01 8.436424978331485969e-01 5.782938879759977890e-01 4.011610556957145857e-01 2.340741236262460223e-01 9.001138697234203345e-01 1.716747341726594378e-01 6.558902740106039575e-01
2.258529134828563106e-210 4.393045691749325670e+02 7.637721981825704720e-01 4.035558344884095927e-01 6.058522768192508012e-01 9.791081980706649590e-01 6.277843038387929120e-01 7.074531713493408258e-01 3.771505488803312822e-01 2.632793826592703113e-01 5.807299220458205236e-01
7.562761389159243492e-210 4.405155917854395966e+02 6.653005463795962360e-01 6.382104096095904122e-01 9.229857184532701542e-01 3.352985779759979357e-01 7.113671195127206914e-01 3.226491336820103140e-01 5.195621869366090495e-01 8.017787229342149269e-01 3.848176659785990106e-01
2.116561876980683925e-209 4.415472335078909509e+02 7.729791377463713919e-01 2.342067962676837034e-01 1.200886026574257137e-01 1.478603768010700037e-02 7.871187821034345555e-01 9.256607622538937097e-01 6.133976725323453394e-02 1.156052760364223442e-01 2.162489295638416742e-01
1.367171745784317772e-207 4.457178548646603531e+02 5.134419821321272170e-01 2.423092107561565234e-01 9.279092466106275694e-01 5.277054460354907439e-01 4.453076373102269336e-01 8.626979203540371399e-01 9.721967730200301583e-01 1.955317198326156358e-02 9.192771721119603612e-01
2.823594401225842119e-207 4.464456213614939202e+02 9.025345358018669328e-01 8.165592383076211158e-01 8.453058172179036545e-01 3.816515949214396297e-01 7.643393466922345780e-01 6.579953293955765892e-01 6.393822941505299395e-01 8.968354104732778609e-01 6.039450484872576075e-01
4.088488533436212020e-207 4.468182860278328690e+02 5.620729503366845847e-01 4.807090051990167145e-01 5.118535731607759542e-01 4.699792240807920685e-01 8.063920996472857539e-01 4.280196539077744111e-01 7.578918519239871143e-01 8.119976042024976692e-01 7.087117473621900032e-01
2.681162604314551906e-206 4.487014462788358742e+02 9.156481090528928446e-01 7.531963459709042352e-01 3.547605905734882992e-01 5.716166490627259122e-01 3.306366196519127110e-01 6.075863291208106753e-01 9.176000972331754824e-02 1.780170762354580383e-01 9.127115877187955695e-01
1.520160434115130853e-205 4.504390967418426612e+02 2.702435177973170344e-01 1.438228729953264784e-01 2.809922111756325558e-01 4.831185180246744260e-02 8.188998021601693322e-01 6.343204842611448457e-01 2.682415159245002956e-01 1.606793222773599261e-01 2.156576476180566138e-01
2.078990154678428663e-205 4.507546631370546493e+02 9.146120232920236237e-01 8.150434903697822975e-02 6.624863839300298984e-02 2.785220297651929133e-01 4.686462384928202773e-03 8.862290466293051283e-01 7.820271815037043162e-01 1.128318945004369578e-01 6.808459677280116473e-01
5.233442856076140789e-205 4.516803502151742009e+02 9.030679230641159849e-01 6.763156853810528002e-01 8.663952719960658078e-01 6.389237929746014455e-01 8.939948462827037590e-01 6.260682963384397448e-01 6.441668411904697411e-01 3.230203875298204297e-01 6.521339549230014132e-01
5.286024285370377979e-205 4.516928472742471286e+02 6.650782404024957462e-01 7.461982495752828015e-02 9.629710372048083666e-02 2.051621058105342899e-01 2.238801497708694521e-01 4.214163184270592888e-01 4.278113057373256201e-01 1.954227960433638778e-01 7.880646309219370149e-01
7.192068038397346539e-205 4.520032596212078033e+02 8.225163057024650337e-01 6.090045503536387628e-01 3.484522949353122678e-01 5.888230271867211929e-01 2.969645271976933953e-01 5.311379967849744199e-01 3.372233534573600977e-01 2.553433881637879876e-01 9.038142592842289824e-01
1.776310117520462020e-204 4.529099042018358432e+02 9.210923735650966560e-01 4.098623285743974165e-01 1.700120444433580458e-01 5.206900376461695013e-01 1.436379759025513403e-01 8.042582452552404781e-01 8.913576598709457288e-01 4.751516245820354145e-01 6.978969017227566463e-01
1.888212559918926161e-203 4.552760816958714258e+02 9.793544610087959734e-01 4.436113424485323975e-01 5.009476448787326675e-01 4.922216610085333732e-01 6.444003343789364013e-01 2.269008873520109715e-01 9.682632233333334781e-01 3.619656680374228053e-02 9.363953660117170230e-01
2.168877959341493977e-203 4.554171610141804649e+02 2.512136521807106782e-01 2.780963461254103430e-01 5.957931631169947062e-01 1.028250607269649564e-01 5.173829550636799279e-02 4.604385925525906753e-01 5.930350312033774163e-01 6.218282732568212179e-01 8.370278116127631840e-01
3.296496545023784655e-201 4.604434814872672064e+02 1.180992263458692237e-01 8.766756078007742481e-02 3.564323001076696862e-01 5.546240624193199409e-01 3.238854126505252840e-02 4.666034706290776990e-01 9.388124772296657650e-02 5.382211072817050246e-01 4.810168265414891398e-01
8.141288916370148612e-201 4.613500697467844702e+02 6.855381588737520238e-01 5.790317415907930698e-01 4.481145642183494981e-01 5.154746202090136897e-01 1.670309275263055504e-01 8.460854186210771122e-01 4.738601360252459038e-02 1.061675769940464420e-01 8.947794690454295985e-01
3.779174857683739111e-200 4.628877120229490174e+02 2.340526183317669373e-01 4.157283379038199111e-01 5.377192720255272729e-01 6.005263537123328721e-01 3.212928744322884889e-03 7.989850155620633609e-01 9.532990166697818957e-02 1.892752795156467105e-01 1.352304664007811796e-01
6.925806347808675501e-200 4.634959608141762146e+02 4.628938547697630801e-01 5.454444047741244805e-01 3.446242654713026488e-01 2.385524909081154776e-01 5.241574902105307077e-01 5.723745766091612452e-01 1.285458188406144453e-01 6.979147950553807878e-01 6.042420148734931606e-01
4.194648788576959682e-199 4.652996010367372719e+02 6.766788875794066405e-01 6.602123369963874833e-02 3.354972498748173271e-01 9.169464981949566607e-01 7.012955294539894302e-01 9.080365869221352915e-01 2.790182039867656894e-01 6.567603404920610011e-01 1.853006407182413717e-01
5.461793278734358395e-199 4.655660685969197630e+02 9.345223807721457776e-01 5.970116290187776897e-01 2.468284378440916971e-01 6.639758915397717676e-01 1.466261990888266808e-01 8.242231061301088513e-01 4.230513466880246876e-01 7.369859402344627330e-01 6.740860961200393353e-01
1.108971330593610978e-198 4.662768093712030577e+02 9.831667823533654094e-01 2.036785245813327316e-01 1.003756384025208392e-01 1.865000957901318257e-01 6.812179470673610515e-01 9.944770649206902124e-02 6.979381952927282695e-01 1.794268782201355883e-01 4.330279058623924815e-01
2.264567523141125864e-198 4.669932603164460261e+02 7.067956639585810663e-01 5.208351992079680581e-01 9.480837578917351571e-01 7.183744586933979992e-01 1.622438312325130694e-01 9.960624580944377193e-03 7.762138860389929951e-01 3.999189323566243459e-01 2.791188578572224577e-01
5.434577558286871482e-198 4.678711583061389092e+02 8.949889620499432707e-01 4.261956170532166244e-01 3.188503001607668752e-01 8.000463516715256018e-01 5.960571010156612282e-01 6.275376002373709294e-01 3.550524261840806162e-01 3.157320950255015912e-01 1.013301178681096371e-01
1.788870930482089639e-197 4.690650462634896485e+02 9.507036446867515034e-01 7.791167305977431123e-01 9.888070892074221074e-01 5.491982103641701585e-01 1.095455751119345233e-01 1.852462970270177811e-01 6.489502628242526105e-01 7.865065943844715690e-01 9.086449188941542188e-01
8.572596351357043869e-197 4.706345322526252630e+02 2.930562245712079461e-01 1.471379326104448326e-01 9.628253409609630609e-01 2.560986118421961777e-01 8.645951534550389006e-01 6.888544471164957939e-01 4.883679688961261034e-01 6.822674138811390954e-02 7.415557680645576966e-01
1.366890001213683801e-195 4.734061698809483687e+02 8.275460299047218138e-01 2.717446905073660490e-01 8.322317125983469399e-01 2.364192652896406344e-01 1.710282196165493485e-01 7.256388104357036628e-02 7.736969332758802942e-03 1.181100959182826982e-01 4.926429308727101608e-01
5.537510257591137488e-195 4.748076767814910681e+02 6.942083858721803669e-01 4.749234021134899342e-01 2.915323867753248921e-01 4.448585141966600043e-01 4.658439152150806173e-02 9.534784666361998395e-01 4.282173377828981664e-01 1.601450329715838894e-01 9.368972481862303248e-01
2.353045426243488880e-194 4.762569273019586262e+02 8.026760712513509866e-01 6.181656772868143745e-01 3.578946893962126063e-01 4.958597397817513519e-01 8.373240524468307244e-01 2.548147337372572707e-01 3.286981921827830666e-01 4.274273876762317848e-01 5.506796686249050277e-01
4.565114952555960721e-194 4.769221605817415934e+02 9.735514347860906303e-01 8.526219824323364449e-01 8.034200073604096382e-01 5.289505203068370909e-01 7.608663298506912476e-02 5.953497307300722463e-01 1.842869730208412937e-01 5.565822208442749996e-01 2.098016606110642002e-01
8.932847534794829528e-194 4.775959521036655246e+02 9.703219119339373533e-01 4.608137626096644457e-01 3.644787097658741537e-02 4.698880943368307639e-01 5.694818319666921091e-01 7.955656857781097102e-01 3.117549156258143661e-01 6.517225833002409097e-01 3.230311866980765112e-01
3.344302555535239727e-193 4.789185601479863408e+02 4.551541171430019128e-01 6.610665997975662123e-03 5.711470162878430346e-01 8.840423995397629353e-01 1.163372914849358786e-03 5.024782567598193861e-01 9.974799028429459646e-03 4.621540839959367153e-01 5.007387244912935298e-01
2.912892499730953922e-192 4.810855336463851017e+02 5.863659019030594832e-01 5.201517989907356032e-02 2.795387261915153188e-01 5.781731481806359207e-01 3.526733966759494354e-01 8.836422495829490131e-01 8.550972594005779026e-01 5.508943990405820168e-01 5.499781467105411270e-01
8.871411638259700951e-192 4.822017210038684993e+02 3.829606588181957427e-01 4.841389329405325626e-01 7.562207675970055165e-01 7.766492620904744681e-01 7.369509705510884912e-01 6.285815003631807230e-01 3.083132743218921501e-01 7.113774721712202709e-01 2.162552986881565165e-01
9.338281200262302209e-192 4.822555092823550922e+02 4.897490617923234701e-01 6.164575651022100589e-01 8.931611917972198667e-01 2.651450914165508488e-01 8.356774750224862380e-01 5.715809135620046888e-01 4.039512611124913555e-01 4.177437840007686143e-01 5.984747009131234918e-01
1.587797854984976575e-191 4.827888202250837253e+02 7.051351740249653943e-01 6.745587162710239282e-01 6.904845705768056785e-01 3.291900934489567776e-01 1.903530879589001579e-01 6.351796565003652306e-01 4.888522129616427181e-01 6.315510045640617687e-01 4.685668825459525788e-01
6.799022212548926044e-189 4.888509211612698664e+02 8.958522548269876040e-01 4.793070375257348914e-01 1.856966414761048734e-01 4.620875490294995558e-01 7.779756728216865591e-01 7.060687086287558145e-01 5.324920937189782100e-01 2.067008127757853364e-01 2.588875391808532767e-01
1.694737338116764176e-188 4.897667552107546385e+02 9.811929344229851635e-01 3.580946619792186869e-01 3.187105510142936859e-01 8.950108688712180571e-01 8.378041750460902826e-01 4.468403142782736426e-01 5.745361252916597605e-01 9.389230006467714773e-01 1.893758226359291141e-01
2.074090134071665362e-188 4.899712500126071291e+02 9.599344461513853455e-01 7.272821367454193053e-01 7.480818603357909380e-01 5.962623727530435014e-01 8.094936356053141768e-01 6.427668266332376978e-01 3.511203542834068214e-01 9.146958717495035085e-02 5.896003745400599794e-01
8.544964988117903219e-188 4.913895696638992376e+02 6.695537361346127758e-01 4.582164859699855430e-02 1.236098268135320533e-01 1.617145295712623110e-01 5.510210476135357638e-01 3.302721488040817333e-01 6.751702526477142419e-01 5.453677390616933351e-01 9.025323941485327017e-01
1.000058831172307795e-187 4.915493713671290834e+02 8.946823822218885613e-01 8.685193824927702755e-01 7.443468725267907704e-01 3.958686190108130498e-01 3.712349201116397213e-01 1.525420683478294626e-01 1.043129313752878540e-01 3.683709771770081742e-01 3.192566373993950268e-01
4.829587699711174188e-186 4.954291587323235717e+02 8.168339677896675477e-01 6.763911116711190941e-01 7.406753688616123377e-01 5.008606910521891109e-01 5.772280315927060812e-01 7.219870577939316858e-01 4.847367789768824986e-01 6.266732139572128713e-01 8.617796649641316087e-01
9.792554435190808904e-186 4.961385199760892419e+02 6.310517050728738919e-01 3.229135339667004168e-01 5.844406454789163874e-01 4.991941067491709738e-01 1.787984047216272243e-01 2.537324439201030790e-01 7.013687554480694253e-01 6.163640013935939299e-01 1.500223257261450449e-01
3.537404141263496342e-185 4.974253758884015042e+02 8.272968671877133362e-01 2.746571947011267056e-01 6.634848979749973230e-01 7.562559686217933397e-01 4.989213333923980809e-02 6.199124878611690370e-01 5.940798467490405743e-01 2.902020775183882240e-01 1.745897895371784081e-01
8.142719240027032914e-185 4.982616069068758975e+02 8.068264951551094022e-01 7.422790753425785315e-01 2.451814320861459562e-01 2.970447949192209780e-01 8.902253440320160305e-01 8.191968880381406137e-01 1.920284784752374074e-01 2.022270409239215194e-01 9.215330406297856936e-01
8.987030456524123147e-185 4.983627652012992257e+02 7.118859953625393810e-01 1.825061291357149562e-01 8.895635638349836949e-01 2.218203606535708028e-01 6.505321885022903317e-01 1.427096111521167776e-01 3.927374587921999005e-01 7.122752530758168499e-01 6.988879900985061067e-01
2.203491495458899365e-184 4.992621109624015503e+02 7.133976829038254364e-01 2.020509657227144151e-01 1.101450069630922624e-01 1.124641139046694827e-01 4.703086779151171015e-01 6.709916134434248391e-01 5.170872440272010762e-01 1.729367914149075869e-01 8.129419094696197501e-01
3.875470321699562853e-184 4.998292348454513672e+02 1.665691903994653833e-01 2.283276664747669882e-01 5.327532775208010385e-01 9.408963942986694473e-01 6.359792562995240095e-01 4.872110549288282133e-01 4.231442170372863298e-01 3.607307418275385036e-01 8.092699910498281080e-01
7.151506639153761268e-184 5.004443908699399799e+02 5.771869781158549539e-01 5.823578053901844465e-01 8.913632326460390054e-01 5.721204338568246506e-01 6.102467127116231183e-01 4.825792928557822714e-01 4.512438326521654997e-01 3.337252973659889932e-01 7.635843776366816327e-01
6.260855883998893351e-183 5.026164698081132656e+02 9.555819034889130315e-01 5.426258836725831314e-01 4.549762323308322864e-01 8.245024485868417408e-01 2.258647429673350526e-01 9.918689887781806380e-02 1.687614479861450079e-01 1.058529727960904054e-01 7.670132021680610146e-01
