"α₁_mean","α₁_stdev","α₁_median","α₁_errlo","α₁_errup","f₁_mean","f₁_stdev","f₁_median","f₁_errlo","f₁_errup","α₂_mean","α₂_stdev","α₂_median","α₂_errlo","α₂_errup","variance_mean","variance_stdev","variance_median","variance_errlo","variance_errup","ν_mean","ν_stdev","ν_median","ν_errlo","ν_errup","μ_mean","μ_stdev","μ_median","μ_errlo","μ_errup","A_mean","A_stdev","A_median","A_errlo","A_errup","ϕ_mean","ϕ_stdev","ϕ_median","ϕ_errlo","ϕ_errup","T₀_mean","T₀_stdev","T₀_median","T₀_errlo","T₀_errup"
1.038220112815362084e+00,3.854942250543054727e-01,1.150138191354491912e+00,6.026079956563844542e-01,1.412575945145800205e+00,1.039635740930731564e-02,8.009622149377426323e-03,8.429146404623954342e-03,2.767644392762675341e-03,1.863272928878444493e-02,3.025682076944534948e+00,3.352087363920205343e-01,2.979913332247288604e+00,2.693461766140544000e+00,3.384537344006071535e+00,2.558965356059201418e-02,1.475887520095564218e-02,2.139163661965386154e-02,1.405185243203096318e-02,3.688835518827079246e-02,1.136458230580369655e+00,1.008511645905859483e-01,1.131432557780598147e+00,1.035175173445668895e+00,1.237043852325591775e+00,1.306335152331271399e+00,4.432908638404883805e-01,1.280323264314337628e+00,9.566332570201800944e-01,1.666030073084009855e+00,2.330662601725760619e-01,1.194940876062082769e-01,2.152738402589959299e-01,1.192513937159161430e-01,3.436786995973122871e-01,3.016176524078352017e+00,1.010410958716704277e+00,3.045112244497270915e+00,2.081525195715080656e+00,3.903874331570178047e+00,4.962645317770327438e+02,1.758737044223375676e+02,5.448700589701240915e+02,2.745592097134597793e+02,6.822569312719982690e+02
