"α₁_mean","α₁_stdev","α₁_median","α₁_errlo","α₁_errup","f₁_mean","f₁_stdev","f₁_median","f₁_errlo","f₁_errup","α₂_mean","α₂_stdev","α₂_median","α₂_errlo","α₂_errup","f₂_mean","f₂_stdev","f₂_median","f₂_errlo","f₂_errup","α₃_mean","α₃_stdev","α₃_median","α₃_errlo","α₃_errup","variance_mean","variance_stdev","variance_median","variance_errlo","variance_errup","ν_mean","ν_stdev","ν_median","ν_errlo","ν_errup","μ_mean","μ_stdev","μ_median","μ_errlo","μ_errup"
7.551569961349692273e-01,3.532783903282205595e-01,8.254516941317675549e-01,3.206971184544286091e-01,1.132813476870261127e+00,3.892564635689850418e-03,3.874821121936556853e-03,2.617962754664248781e-03,7.584062079456901700e-04,7.171948892009788988e-03,2.416662959620207385e+00,4.885620966536995402e-01,2.505350195373014621e+00,1.936705600842605790e+00,2.845246336841967150e+00,8.287204722388327172e-01,1.811042960730076423e+00,7.871395037767028868e-02,1.034534176118280524e-02,1.407412402007918839e+00,3.286466874463759513e+00,3.905262943874800996e-01,3.278220265522561405e+00,2.857890800742609372e+00,3.743949068477363973e+00,1.949842209623282169e-02,9.323255424665017471e-03,1.712718206450696001e-02,1.181014830088259610e-02,2.712128241651322672e-02,1.134714962439680175e+00,1.009600961174817874e-01,1.126883441498672811e+00,1.034800206961486557e+00,1.237598528575305279e+00,2.510804876065239610e-01,3.535851630344575836e-01,2.354924197939893826e-01,-2.823655994967189109e-02,5.288437194391791829e-01
