α₁ f₁ α₂ variance ν μ c
1.095288317110909126e+00 1.313789383759831741e-03 2.515162275044896312e+00 1.928502371749580072e-02 1.172958957894397081e+00 -2.050073614794483134e-01 3.633875311809027813e-06
4.900409966525292038e-01 4.375514852772327198e-03 2.769407159741627211e+00 1.524821787569008782e-02 1.115846681291587927e+00 2.288021337548361012e-01 1.001272402132900207e-06
1.228889461045071352e+00 1.097090129565957833e-02 3.094593046242762657e+00 1.189351241570101025e-02 1.096358628391311596e+00 7.814550236501488500e-01 2.621228543929659312e-04
6.593601184821600292e-01 4.210599035157552850e-03 2.924807684288547538e+00 2.165390150380537213e-02 1.116879641017460401e+00 1.700827448528278163e-01 1.307967136575540653e-05
1.279195103992147864e-01 5.618425640961464268e-03 2.877907158462130077e+00 1.682434956631598602e-02 1.119116226484135224e+00 1.049819154844261193e-01 6.463442237328243173e-05
1.214655781321216432e+00 6.022374326292168241e-03 2.954635721774759194e+00 2.395585564231514711e-02 1.116780651550645098e+00 6.139980980391404053e-01 7.950258782191725268e-05
2.434349282800840619e-01 2.428540912711597138e-03 2.640213822782609299e+00 1.516793945963491874e-02 1.037570392636662175e+00 3.470641285892779315e-01 1.602076723923240747e-06
1.001524466591858564e+00 5.220743688622750747e-03 2.936546930638192165e+00 2.039169814427300303e-02 1.322191621006732376e+00 2.402778318730385276e-01 2.805544033871192308e-05
5.781856668120346487e-01 2.836772841523373546e-03 2.707543872980745725e+00 1.916359794158411720e-02 1.097528204666555318e+00 4.602876071332026031e-01 5.326991789498494727e-06
8.440309902063347636e-01 2.001943601415727501e-03 2.408589492010212663e+00 1.065349910725867447e-02 9.906910565851361206e-01 2.168981521184367156e-01 2.672242224628679155e-06
3.327142399893137648e-01 1.847404810938174441e-03 2.558124554100650538e+00 1.665006170298362342e-02 1.113265126850469411e+00 2.324698424975101818e-01 5.750977998597194327e-05
3.010141586413162540e-01 1.879638783306065942e-03 2.713269775561620190e+00 2.889723523113274517e-02 1.097697333244959106e+00 1.948153156376228601e-01 2.252682308607032336e-05
3.533541695756735601e-01 1.837205059376960121e-03 2.487879791303545751e+00 2.005655881960939982e-02 1.047683171667789903e+00 9.717788568618454526e-02 1.695955460652974174e-03
1.061024328020401475e+00 1.113392706834586722e-02 3.230913041769357896e+00 1.532706874675499042e-02 1.182078984196074156e+00 1.876025714571035452e-01 2.295661827741838669e-06
7.182591878904341920e-01 3.156713041547897728e-03 2.765085679880258773e+00 1.559892748036516980e-02 1.020036026991598899e+00 4.633137741900223983e-01 1.621924640066800516e-04
1.076840997068591321e-01 5.659662196902548285e-03 3.123858780068349272e+00 2.406828012836752587e-02 1.184397991057158706e+00 2.828940741759756183e-01 9.625169290418184362e-06
1.384918182990992896e-01 2.374776760511882519e-03 2.408669675512425279e+00 1.455199790331732079e-02 9.751780059935705181e-01 3.351322149879928380e-01 1.168114074840946278e-06
2.349752703149236843e-01 7.085115726518821785e-04 2.621361063168573757e+00 3.696928177159206075e-02 1.012926197356039060e+00 1.167058118217388030e+00 3.519985519942826855e-03
5.287866202993392051e-01 7.170811565008571422e-04 2.544874530797267997e+00 2.673491591190827951e-02 1.122007619359474129e+00 -1.207008287173053085e-01 3.947118299897183512e-06
8.504426832981757389e-01 6.172267888848469164e-03 2.792382010524698366e+00 1.215039409106145017e-02 1.048832699960402293e+00 7.972529405964945415e-02 3.317005158613223941e-04
6.215022501345759398e-01 3.201489733710831311e-03 2.515837221395444523e+00 1.329999025065079811e-02 1.174930324265128556e+00 4.595073733944223804e-01 6.338760078063040114e-04
1.331108950854578699e-01 2.224856990519178280e-03 2.484845389557782447e+00 1.755138212036301895e-02 9.382535150426699611e-01 3.007972602033776588e-01 1.035928266720528238e-03
1.164896359835918771e+00 8.793399720802093714e-03 3.068723164567478623e+00 1.113237128932538338e-02 1.098285290693203242e+00 1.127933804105179794e-01 1.369352612972658096e-04
2.420783122626588568e-01 7.594404588851915707e-04 2.398057031470881562e+00 1.770789196968356599e-02 1.043462735868811553e+00 1.748455612541165993e-01 5.479512959837281672e-04
2.340692064296969743e-01 1.405019643010484241e-03 2.655925591601859814e+00 3.539551971202304498e-02 1.104689336282307144e+00 1.760947782286587660e-01 3.555349270525510596e-04
9.514202608239499259e-01 2.495070993848533258e-03 2.685348744809507249e+00 1.914217471962740419e-02 1.164889288350468233e+00 4.767586413212743235e-02 1.410632521119364012e-03
7.659912857810635689e-01 1.133013758691127706e-03 2.664450290229715357e+00 3.391847118264081085e-02 1.135869340800390148e+00 4.222196535372886306e-01 6.576138862891829477e-05
4.830244961565771655e-01 1.659767749356100969e-03 2.992575231766375410e+00 6.187229330560754803e-02 1.250177172502691336e+00 1.040672900344478791e+00 3.795640277268915700e-05
4.775329965879764327e-01 1.786332304120335319e-03 2.762242788056372689e+00 2.595495559599303795e-02 1.056233477241626417e+00 5.471964646779198249e-01 2.349430913141765064e-04
3.088283213237968394e-01 1.071173815035193332e-03 2.585546180163719843e+00 3.110675269485852629e-02 1.024229333465013214e+00 4.166733912920290717e-01 1.221914979188904815e-03
8.519176379892317019e-01 6.418214557843100266e-04 2.616218933140966652e+00 3.144044421256671218e-02 1.228062661229899488e+00 -1.431125323452490772e+00 4.465186359085398924e-05
7.952544684685012299e-01 5.900534190479390755e-03 3.198299473642097546e+00 2.716897949524203770e-02 1.206957224562396513e+00 7.341005700696756620e-02 4.567453803209736669e-05
3.199382757280117007e-01 7.462941543457758458e-04 2.674363217916964075e+00 4.936459732581754967e-02 1.050280341151685226e+00 1.185457157791908411e+00 1.543872542717618254e-06
8.580912514966732019e-02 1.151377573624745880e-03 2.598337997276418232e+00 2.926044166215770528e-02 1.152328314415379973e+00 1.064316224107242359e-02 2.779603201398982626e-04
5.293855212630749207e-01 1.953283489686774305e-03 2.712422321524071478e+00 2.888669713792288776e-02 1.048950358279879591e+00 3.432185602744456387e-01 8.727707878526010641e-05
8.798554666483598963e-01 1.566938607956001005e-03 2.346747651400446610e+00 1.276557057766311738e-02 1.140549320239689690e+00 5.888308605749118518e-01 2.990015199612611327e-04
6.445113622057850877e-01 3.965894080659151423e-03 2.907263834616832465e+00 2.344868135875117013e-02 1.208212859403448913e+00 2.086632596455201272e-02 1.954599190422303647e-06
9.684097937395697020e-01 2.082809561195798301e-03 2.639916608130738584e+00 2.360757396021119156e-02 1.219729679111832832e+00 -3.181250160434666574e-01 1.039775121354578240e-03
1.119005033335430888e+00 5.531702981488841042e-03 3.029665995450468774e+00 2.871324816388645673e-02 1.114578909949845542e+00 1.566322239874875510e-01 4.432366050798643560e-05
1.223423748765309904e+00 7.101512062273378223e-03 2.773960001886105253e+00 1.359501285400350513e-02 1.016633103829757800e+00 6.386914566682491690e-02 1.353028481377242093e-06
6.182957820318923936e-01 4.349432684591954387e-04 2.670320576670250023e+00 4.828168214023637744e-02 1.177974657220482335e+00 5.443882689479027093e-01 1.271823717792173840e-03
4.201453322906303911e-01 9.829255365438359978e-04 2.683580848321473589e+00 2.626670388745345336e-02 1.256920014843710520e+00 8.485059673992375595e-01 5.980651300738668800e-04
9.420165573274263959e-01 3.611770020180046694e-03 2.704865382310797983e+00 1.841147904533523352e-02 1.068917735308169359e+00 1.081471692311270771e-01 8.250323536716974628e-04
1.240425369190063076e+00 1.019504675373839042e-02 2.902476528577622172e+00 1.121466222532854946e-02 9.944439467713064307e-01 1.712052953736465932e-01 6.588285726272131721e-05
5.580311830625970249e-01 2.717878912335012619e-03 2.550624547754900107e+00 1.517966066566113666e-02 1.157378358252162176e+00 4.693673310009298105e-01 2.197708636394533899e-03
6.814248399860154404e-01 2.151713245998981144e-03 2.775134482085891641e+00 2.998262446286889191e-02 1.213047443568374462e+00 4.622660091713069463e-01 1.071243091438638111e-05
2.283061155897560257e-01 1.553161183054456527e-03 2.743547076299320153e+00 2.774870873746554042e-02 1.129487483509845402e+00 3.396751587378197823e-01 9.537429209455096759e-04
1.157585792001351699e+00 5.467987936492633115e-03 2.814550287044363941e+00 1.524397213849863937e-02 1.061948190777441070e+00 1.440342324499408466e-01 2.057091012607106101e-04
7.259295152488525193e-01 3.103545663235455793e-03 2.922405753885078283e+00 3.492811917346325123e-02 1.100501557036598577e+00 2.113122889951570826e-01 3.252250733298221753e-06
1.026167250274034215e+00 2.860494360298568208e-03 2.561208061153155136e+00 1.195908227555239275e-02 1.224222847275821202e+00 4.352118812750904731e-01 4.895961991353026482e-06
6.808037866282721229e-01 3.464186819056341154e-03 2.912984902554486055e+00 2.583111530288909052e-02 1.127704690724651959e+00 2.887528545793477397e-02 6.013616370915253863e-05
1.187107292040677775e+00 5.460007377884543329e-03 2.795787506247968679e+00 1.131758070003421879e-02 1.126026017238559218e+00 2.898102296801800537e-01 5.846209812734162519e-04
7.252991977454491535e-01 9.348048001585238746e-04 2.506575230944673383e+00 2.303685656554357516e-02 1.120863049623121110e+00 3.923208579646995098e-01 8.999029342951759246e-05
7.761215482244725461e-01 4.632258983405416336e-03 2.854903981816034886e+00 2.234118541552950962e-02 1.094285360728879164e+00 3.630925471648251968e-01 3.881849136005680230e-05
4.755541501805206073e-01 1.741113775491642769e-03 2.687809322783074606e+00 3.156949095423458584e-02 1.156459529962116317e+00 4.936310885927585046e-01 9.843732402684491278e-05
8.373307609748198432e-01 2.798381177633878919e-03 2.560555957960389151e+00 1.566911072244589129e-02 1.196783667522324679e+00 3.490454104942977143e-01 1.747881679753134006e-06
2.740234388150439848e-01 1.926869995747460072e-03 2.533816899262073541e+00 1.610670825052910524e-02 1.267361772767636063e+00 2.102255676418220420e-01 1.319368775878391951e-06
1.205583986352623427e+00 1.198047252135335181e-02 2.814423698689430431e+00 8.451820396613851649e-03 1.093555376502867382e+00 3.030227714440583142e-01 1.044602342690837890e-03
9.617296805067152565e-01 5.794871503546649739e-03 3.038345836691978441e+00 2.428791322651464857e-02 1.187973244161956821e+00 2.214326698066865218e-01 3.957542324318731657e-05
9.801980033710653295e-01 4.438384840403168143e-03 2.901695598950998267e+00 2.028365023930516278e-02 1.253848646958944935e+00 2.554403664533042018e-01 1.539693112697440633e-06
1.104750319507445677e-01 7.057715974671674311e-04 2.615488446425333180e+00 3.353705927647693957e-02 9.879281193883588941e-01 -1.177726686690750979e-01 7.479584717115631042e-04
8.514721950725576693e-01 1.056429621000346333e-02 3.088899489406464305e+00 1.043346514745890907e-02 1.061761439323569478e+00 1.095469437093081200e-01 3.984344127086928236e-06
3.952687569897451736e-01 1.053609896143335809e-03 2.486528299683953946e+00 2.084066305378479492e-02 1.032522242740814944e+00 -1.310374005425209432e-01 1.858996053373681526e-04
9.111137965379817460e-01 5.164155723158367524e-03 3.038735891061409067e+00 1.959741256318089583e-02 1.370921464812095758e+00 2.629030864241764798e-01 1.689609417380693847e-05
9.480601804087031015e-01 3.533165829299670605e-03 2.901916570418504371e+00 2.088818108137647372e-02 1.287829001588277178e+00 4.969236582008652592e-01 4.297149855228724325e-06
1.081431359287810423e+00 2.853635909237967668e-03 2.903943053743160085e+00 5.129100620078141937e-02 1.079358161128421978e+00 5.564725682314071165e-01 1.129626110134025905e-05
8.679134021256623699e-01 7.094891460721117378e-03 2.839005351944415612e+00 1.196685845596577417e-02 9.503032068602201843e-01 8.349472391052115139e-02 4.227470002457944124e-06
1.014594215076827677e+00 5.185061429438276963e-03 2.720088810053590933e+00 1.334995755494657044e-02 1.188101911741033634e+00 3.110591942565002488e-01 8.186635557953183772e-06
1.352793717932854189e-01 7.222682052191995751e-04 2.477644653831312382e+00 2.132596369564664779e-02 1.115478803699360588e+00 5.237170015101364484e-01 1.648136447819522286e-06
6.323990020359369080e-01 1.909285493912726188e-03 2.623144434621057730e+00 2.077188864021995568e-02 1.057616790570085952e+00 -3.214070721581641088e-03 1.282501959513236787e-03
5.287866202993392051e-01 7.170811565008571422e-04 2.544874530797267997e+00 2.673491591190827951e-02 1.122007619359474129e+00 -1.207008287173053085e-01 3.947118299897183512e-06
1.523581824440145560e-01 2.045280798841088345e-03 2.607692792214767685e+00 2.099949810629941210e-02 1.076482075290915441e+00 3.853461432556852806e-01 6.986064629521676487e-05
2.697339326370701840e-01 3.095853885460316153e-03 2.850733539377472869e+00 2.418373706899788061e-02 1.109393908112530358e+00 2.566095373938265811e-01 1.332033009014582589e-05
7.456622499906208068e-01 6.691676650941030813e-03 2.808039610201691350e+00 1.036918823752869256e-02 1.121344561294690401e+00 2.026399079491958966e-01 1.246470763120699421e-06
2.468328206275516301e-01 2.618605628689591684e-03 2.623038939936132685e+00 1.732974325886841444e-02 1.082673186094280648e+00 2.159627503771288093e-01 1.196547047273999474e-06
5.161421078166367193e-01 3.830971611625592042e-03 2.553155887612529096e+00 1.073692906670952255e-02 1.082956338646373640e+00 3.130632188542433192e-01 3.541137084603929535e-06
1.148889397305386195e+00 7.248099225078472388e-03 2.912926185872102280e+00 1.344567280535833263e-02 1.261427852356250767e+00 3.140780139119451198e-01 1.682784129102472703e-06
1.177998262939139895e+00 5.198031627849724126e-03 2.624149190875819215e+00 1.165125732211235235e-02 1.129606541735361125e+00 4.931630649170211100e-01 2.548457278952065695e-05
9.871477472448497714e-01 1.001189322033803515e-02 3.263966347676625190e+00 1.680891037484474188e-02 1.122505455366244576e+00 2.226034243275820113e-01 2.294581433101962763e-06
3.990021030097961052e-01 2.828334482561460032e-03 2.702722638735997940e+00 1.682206440172666351e-02 1.215985121570091199e+00 1.283407399785461700e-01 1.621720807320690547e-06
1.112054592025236988e-01 8.174667657969600073e-04 2.462157556338557818e+00 2.011402407533554107e-02 1.022377999239089785e+00 6.807298044839134032e-01 3.544737975375582717e-05
3.238794782966692987e-01 3.548048501725686431e-03 2.852352930123528640e+00 1.885536974783524541e-02 1.261990003677112560e+00 2.345336078645086086e-01 1.244430547318457130e-06
1.043299385457901352e+00 1.357126172377656412e-02 3.384775035622539008e+00 1.401584870552305753e-02 1.097250839759125851e+00 -2.124038032076447369e-02 2.573641429075701933e-06
3.834745912290543624e-01 4.490182047456286844e-03 2.908666607596434694e+00 1.781219214480046081e-02 1.287433186698941023e+00 3.408539908690022546e-02 5.370002361959478932e-05
1.249540707450872201e+00 1.180311886368284012e-02 3.182251582492431119e+00 1.433124178737372675e-02 1.204471265483903375e+00 -2.435000794206401142e-01 1.793163357858010705e-06
1.101965903852266448e+00 5.619262285953802172e-03 2.857353503015887863e+00 1.911468634801177444e-02 1.057853138202782484e+00 4.184302008142030127e-01 3.414281605007280299e-03
6.074203157786529639e-01 3.128497305115537268e-04 2.373440303499609882e+00 1.585199197524208431e-02 9.744197123985369746e-01 4.385013492091341947e-01 2.566932145643621363e-03
1.154418339891308598e+00 6.492332228965364861e-03 2.821658813421543677e+00 1.389458143629241152e-02 1.085613437405590131e+00 1.902163128609140330e-01 9.279042311443464050e-05
1.027183502153070416e+00 9.872741445069272651e-04 2.764575010657275733e+00 3.744072682894808435e-02 1.294533707336778194e+00 -2.470478375184211872e-01 9.834664482099078880e-04
3.002341648420655540e-01 3.097358770482403281e-03 2.629921274593876923e+00 1.448448419457976609e-02 1.151711070824483985e+00 2.529273502874068713e-02 1.458032062304248947e-04
2.368221881565210629e-01 2.053569814330868677e-03 2.871825541826342754e+00 4.079485603192999771e-02 1.138301495013743336e+00 2.844649046512838786e-01 2.528460327058130805e-06
7.202379418985282999e-01 3.534449296571445624e-03 2.849685214036973058e+00 2.158766799340331582e-02 1.323731161742152551e+00 2.099533522832071619e-01 4.562183085077629982e-04
7.242696265678363332e-01 1.951416562024238218e-03 2.661569358286513864e+00 1.824769206492176526e-02 1.165142350684913009e+00 3.546461549645827382e-01 2.267044444662609049e-04
1.246168814651051671e+00 4.310508509018756186e-03 2.867238434948032655e+00 2.233717763030373948e-02 1.075847372832487991e+00 9.851230573664101486e-01 6.835578042373212718e-05
6.328362569028734841e-01 8.192926925906173462e-04 2.482428694488560517e+00 2.103058891490220891e-02 1.098297203803406452e+00 -7.076192202328229763e-02 4.574169091156062407e-04
9.859337777222490495e-02 3.782559280719229120e-03 2.625219872408774524e+00 1.304605652264696942e-02 1.005866988096961956e+00 1.820660501440075352e-01 3.434852345925233945e-04
4.427606280763027868e-01 5.131551188887195636e-03 2.781110950727229802e+00 1.153054465521006350e-02 1.266725129777904524e+00 2.771822482157287881e-01 1.382333571225600450e-06
9.861781943248184579e-01 6.946091601582781577e-03 2.838480681296609465e+00 1.111383210718471133e-02 1.013101727915145522e+00 3.538760257028116807e-01 3.721942963803518008e-04
7.659912857810635689e-01 1.133013758691127706e-03 2.664450290229715357e+00 3.391847118264081085e-02 1.135869340800390148e+00 4.222196535372886306e-01 6.576138862891829477e-05
7.138692437431731763e-02 3.329223809063122565e-03 2.857023326839807087e+00 2.895389086401749246e-02 1.234056910150373110e+00 1.268622532603779773e-01 3.005589190228336147e-05
1.062332092985752485e+00 1.014271746806222167e-02 2.899145969617355156e+00 9.275125550795187621e-03 1.151399460654299212e+00 1.431610345112692695e-01 3.873495753108362367e-04
1.082419511997266603e+00 6.876384871136382790e-03 2.812147600087959276e+00 1.388475136763782890e-02 1.188033683101258786e+00 -3.093615690640255655e-02 3.351574244250314053e-05
1.240471358545902847e+00 7.786555365160418955e-03 2.864397030498116337e+00 1.299758750799026585e-02 1.233562662071476801e+00 -1.927079332278444079e-01 3.907852941117521441e-03
6.591400958063263760e-01 5.732719858710389957e-03 2.959823628410290564e+00 1.864618636137453309e-02 1.007086067181738098e+00 2.060234336519840004e-01 2.173925796752537427e-04
1.088870322187908357e+00 8.561093163911964385e-03 2.986669961581690735e+00 1.356017314862009021e-02 1.201288967119265916e+00 3.283571562702471414e-01 3.351163993632672635e-05
1.070866518801670164e+00 5.987623415224397477e-03 2.987593652683983692e+00 2.148891826254533191e-02 1.133636727744900208e+00 -7.290321640136432357e-03 2.811559318902331125e-04
9.250459676678732812e-01 3.832480926321976352e-04 2.662514503744634276e+00 3.471200845585308004e-02 1.214936584019641996e+00 -2.163319047453183819e-01 6.280321816592240880e-05
1.172832011861209667e+00 1.640707257419933562e-02 3.244115373995647644e+00 9.964696682438742986e-03 1.164335047353175945e+00 -2.536012000123661903e-01 4.438435451468981490e-06
3.330464702646107611e-01 3.069938081188040586e-04 2.669686077122501722e+00 4.305440419200418090e-02 1.071130140224143323e+00 -4.910922732224547449e-01 7.820598034859046425e-04
5.393516901619219706e-01 2.538584752906117639e-03 2.972456491598777895e+00 4.387982679848824452e-02 1.140048967330649088e+00 -1.307928861774767526e-01 3.765652044587466290e-04
7.076946695876301652e-01 2.296043503174650165e-03 2.694578071466164904e+00 2.843061073362027069e-02 1.041509396349316940e+00 2.790229055672548419e-01 1.709153152259214926e-06
1.026266213625174561e+00 1.266307857481914836e-02 3.461697918760058723e+00 1.118739064363889757e-02 1.272217054781827450e+00 -6.150554370372329771e-02 4.589473845105816003e-05
8.030587614278583697e-01 2.722174718095320134e-03 2.817436861103702839e+00 2.703533844062564959e-02 1.126241044051896179e+00 9.307042627915165789e-02 2.233411034669889605e-03
7.330468016428587363e-01 4.806637089974554605e-03 2.689728640452901942e+00 1.119805778928907071e-02 9.976213604382330180e-01 1.342006976430586418e-01 2.943000609954163978e-04
5.287866202993392051e-01 7.170811565008571422e-04 2.544874530797267997e+00 2.673491591190827951e-02 1.122007619359474129e+00 -1.207008287173053085e-01 3.947118299897183512e-06
9.723284040506975368e-01 1.077421613966339856e-02 3.240445465593879693e+00 1.631941528546852413e-02 1.174397068752377260e+00 -2.376939942956662888e-02 2.265988414813535547e-03
1.182849119100847668e+00 5.831764377396941521e-03 2.913273014380200809e+00 1.574826698724238541e-02 1.190507827589062595e+00 4.062418344829759609e-01 3.050628736197528881e-05
1.063776965117519069e+00 3.281668109158572978e-03 2.552426789872044743e+00 1.494565686898567496e-02 1.148479143964578508e+00 6.701405498101474789e-01 1.557449743992706935e-04
2.891687078944507050e-01 2.635011993437390548e-03 2.825738072458952477e+00 3.390959555810414694e-02 1.224677893747498691e+00 2.379950523830878795e-01 4.850908196591762855e-04
9.348050218291698021e-01 3.593402803558273621e-03 2.673918703282049947e+00 1.419791817904278788e-02 1.054733385544502466e+00 1.288922239605475584e-01 1.236303102929947563e-04
1.275151635958783614e-01 2.751232844359346595e-04 2.458799816696754625e+00 2.136413569717626401e-02 1.228581921954965406e+00 1.813662788679575755e+00 1.246854958663669541e-06
3.018796449724471254e-01 2.700089594056447832e-03 2.765484936105831792e+00 2.680881553882575805e-02 1.147855434942659070e+00 2.082202745274243649e-01 1.093515494315935958e-05
3.402466169133917528e-01 4.331117222916193096e-03 2.849624972428085101e+00 1.532564893849311036e-02 1.120524160679335246e+00 3.229602746280768599e-01 3.928710909867566894e-04
5.663981397656894234e-01 3.496465280062428359e-03 2.661412897345108775e+00 1.635011961344523188e-02 1.097283540231476673e+00 2.953781179378132116e-01 2.325494812421985695e-04
9.378346199332832089e-01 1.648852967067497392e-03 2.480504343760427943e+00 1.723458991034154675e-02 1.103160381838227622e+00 -3.865750623294574861e-01 8.419882064240503819e-04
1.088977776391643504e+00 6.304838447886183979e-03 2.967683881148628355e+00 1.627574850817653865e-02 1.108253315583965559e+00 -8.400443967520143662e-02 2.862564901076171948e-06
8.323974318092884905e-01 5.263067334553500967e-03 2.949624088929745813e+00 1.753590324894111624e-02 1.235704813525453805e+00 3.054530498305360053e-01 1.006706345858525142e-06
8.442288080982123244e-01 6.027920393860190101e-03 2.793625935010866534e+00 1.353140809344129114e-02 1.001928630915441598e+00 3.050559449658490907e-01 5.096808148377326465e-06
5.364231356089744773e-01 3.911034668639964441e-03 2.709824247109544171e+00 1.606589953755458919e-02 1.193409977139717082e+00 9.751430261386584419e-03 8.111428925321136196e-06
8.408968378058452320e-01 2.535507492041532730e-03 2.596311372250350136e+00 1.924382347072345692e-02 9.030549305116964964e-01 5.321109910003972709e-01 2.192775169623086353e-06
1.177239443745514258e+00 1.619469979217673860e-03 2.845248352054768670e+00 6.087009312501309721e-02 1.147911066671473135e+00 1.880981325737962062e-01 2.260661449137601979e-05
1.021646825166521388e+00 2.703346088298152778e-03 2.730608871153378026e+00 2.806779182776790102e-02 1.206316358983664960e+00 3.159079766381104326e-01 1.668069805609259150e-04
6.128654941295398340e-01 2.969051330137120227e-03 2.685605487057898255e+00 1.747051987043521382e-02 1.008079993233824689e+00 3.876984115380749940e-01 4.390739213361226855e-05
9.862055615396092545e-01 2.830697529931297269e-03 2.765000378894272082e+00 2.386888997978948643e-02 1.286267156576768489e+00 1.463090584543906003e-01 5.292908103109784820e-05
1.560150837915103561e-01 1.610406614775302487e-03 2.630374767048734963e+00 2.472944490259302089e-02 9.764412498164275478e-01 1.967036610630124027e-01 2.063343477633982246e-05
9.975966173598331821e-01 4.533988658525508510e-03 2.688883459157570321e+00 1.463349643574415188e-02 1.076431338524813652e+00 3.229212073672553251e-01 1.762057733938141306e-04
4.715721665600385304e-01 1.561697307020849194e-03 2.611661888847890189e+00 2.641403483848958622e-02 1.029468599838406329e+00 2.204895980812021927e-01 5.256035873607539628e-06
8.189757008270319716e-01 5.141315194975184903e-03 2.784836465993796306e+00 1.170971845581535338e-02 1.058390422691098509e+00 1.423741981484335228e-01 1.644796725099509751e-03
1.748179419979234428e-01 1.935369953454585618e-03 2.674797857746257890e+00 2.606704574471904734e-02 1.059187203375424824e+00 1.942011499506119399e-01 2.902666608306780634e-04
6.635791236068072640e-01 3.136079832037512189e-03 2.740289184290667812e+00 1.759473427265056608e-02 1.049821771496312728e+00 4.955434084774548165e-01 1.232749139412365113e-03
1.107880979642841046e+00 4.698851231103393783e-03 2.932839727085498005e+00 3.167114931634720798e-02 1.124278314187439065e+00 5.187687681309470777e-01 2.236739293409292494e-05
1.075852023413528924e+00 1.331380545790222759e-03 2.599996603773782056e+00 2.210905568351924366e-02 1.237972249788954038e+00 -5.033467766039879665e-01 3.510772580732305695e-06
8.580912514966732019e-02 1.151377573624745880e-03 2.598337997276418232e+00 2.926044166215770528e-02 1.152328314415379973e+00 1.064316224107242359e-02 2.779603201398982626e-04
1.100617060147918380e+00 1.708125313858267769e-02 3.137981721084225128e+00 7.027259372865466910e-03 1.189218077537566476e+00 8.376114031137579796e-02 1.927298135780251983e-04
1.231574124379240631e+00 4.587142975986380038e-03 2.767122152127518220e+00 1.738631477009931758e-02 1.095952264091611061e+00 -1.176485423800057162e-01 2.930614002049207814e-03
1.010146449005649316e+00 1.275623261531067454e-03 2.590084945725317667e+00 2.181985293807446255e-02 1.124633765959078380e+00 7.087221026318226702e-01 1.856365572745361647e-05
1.137336569110202422e+00 1.182880326916246113e-03 2.709305006602213073e+00 3.689431955100228727e-02 1.056275572890367220e+00 1.061185606070591092e+00 1.880910883216999009e-05
1.192019309816632733e+00 9.414588639916716614e-03 3.158840242880181393e+00 1.872059758103537114e-02 1.138193465076409838e+00 1.967222962945206766e-01 1.810235057057269014e-06
3.764584979933821574e-01 3.919854504338074301e-03 2.997913661050013001e+00 2.993735577917283619e-02 1.109685605211777171e+00 3.105895907779326892e-01 1.559628775659136635e-05
1.195831641152716784e+00 1.132446572679252431e-02 2.919717247649025182e+00 1.096504246080569692e-02 1.039718669398415063e+00 2.389070440261218398e-01 1.972448768236675912e-05
1.181434770208360518e+00 5.990608449087064975e-03 2.880626556661837867e+00 1.888514289335104651e-02 1.253613454773646163e+00 6.591044392046008227e-02 3.147833363800740652e-06
8.687308709281671426e-01 7.475998134836407856e-03 2.943321383897563592e+00 1.367765453117491398e-02 1.089964967883276792e+00 1.216372221511785312e-01 3.874833930950690925e-06
6.177528515869069592e-01 4.963302635892189764e-03 2.873695578764845937e+00 1.753124653424623786e-02 1.261685697534974393e+00 2.607141009316040203e-01 2.160061273033039254e-06
4.833249251924368606e-01 2.270643112543010642e-03 2.748342257678777933e+00 2.405005418848631810e-02 1.064035637208289309e+00 1.999829950480818130e-01 3.808400093341016790e-06
9.529105056938279583e-01 7.462784153218007810e-03 2.940801775912439187e+00 1.586769647021622071e-02 1.036576086933588714e+00 5.397803393585113296e-01 5.564316311864485860e-06
8.345530916136277844e-01 2.225149334671590404e-03 2.753982147746950382e+00 2.847259492736939346e-02 1.143973587318993568e+00 1.397303823940795053e-01 8.285517208397391725e-06
5.842341712959171485e-01 6.600063071771068886e-03 3.151719670986159905e+00 1.664314295692236045e-02 1.306372419452432876e+00 1.617037703330453380e-01 2.311337216271363636e-06
1.505826310026237014e-01 3.179905716744915278e-04 2.713121608518875405e+00 4.378139187439195057e-02 1.075144879257570407e+00 8.514091827901610898e-01 3.347622891205888365e-06
1.232822323614352733e+00 6.175403999468710367e-03 2.933762185364112263e+00 2.065098881992215307e-02 1.267881284578538992e+00 4.974783630980392224e-01 9.561014351343774770e-05
1.092323979036294634e+00 1.253692147168825131e-03 2.716718495794395061e+00 3.096420685244170856e-02 1.160006505556784306e+00 4.288392268055679080e-01 7.798411996596793907e-04
5.508048424372049556e-01 4.121586318240379361e-03 2.766912906486588497e+00 1.670898434763918097e-02 1.114500040028651773e+00 5.952783638697911606e-02 4.402279919850023181e-05
8.345382076373599745e-01 2.634172651513418898e-03 2.661917363694799032e+00 2.029658952372075456e-02 1.128594184764653008e+00 -2.245595308146458580e-01 5.231530418224215537e-05
3.217079970657404919e-01 4.642381934983555317e-04 2.586177505037992486e+00 3.309182346143660358e-02 1.087908480828553515e+00 1.114771657197480392e+00 5.397335513245815597e-05
1.217628253821107620e+00 5.216948032544751514e-03 2.751408721115884859e+00 1.448186754749522173e-02 1.098449452645089641e+00 7.110917008369112002e-01 4.986117293622943125e-06
1.007447251081140749e+00 5.259915623051426847e-03 2.896176286424652524e+00 1.776837484950114648e-02 1.155208959919708400e+00 2.903337244800180406e-01 2.265964370423925716e-06
1.237970826541864300e+00 6.955571697791187481e-03 2.822236348647346738e+00 1.645077254413262330e-02 1.042828436227759115e+00 1.049785742699806290e+00 5.471910367879906221e-05
