α₁ f₁ α₂ variance ν μ c
1.155844969042537640e+00 3.044192543319560601e-03 2.734241879393438879e+00 2.345474877734264954e-02 1.057688526536233020e+00 7.977969745539706947e-01 6.435477964264389210e-06
4.755541501805206073e-01 1.741113775491642769e-03 2.687809322783074606e+00 3.156949095423458584e-02 1.156459529962116317e+00 4.936310885927585046e-01 9.843732402684491278e-05
6.808037866282721229e-01 3.464186819056341154e-03 2.912984902554486055e+00 2.583111530288909052e-02 1.127704690724651959e+00 2.887528545793477397e-02 6.013616370915253863e-05
1.152482243962320796e+00 5.815051378090926523e-03 2.721714753694294053e+00 1.249253224401897580e-02 1.190270887763788421e+00 -6.697844402803299069e-03 1.396850384597674846e-06
1.225785819733989257e+00 9.438392560966771608e-03 3.022105334975471624e+00 1.569790929714982852e-02 1.210321544415602135e+00 8.406629154407451177e-01 3.531430577346065277e-04
1.195666077496499335e+00 1.278690458759654779e-02 3.154410250268393057e+00 1.151978359679536879e-02 1.252638975678486810e+00 2.997090950196438230e-01 1.182592155303063646e-04
8.638024750936279528e-02 1.280528478192259623e-03 2.623424967002187191e+00 2.543180149950112490e-02 1.067757187154052323e+00 -1.424321640628828378e-01 2.634109416756933384e-06
3.326897557588701093e-01 1.815175407080707286e-03 2.641188976135235400e+00 2.617639955340728825e-02 1.133867826910194943e+00 3.003525243516501630e-01 1.780059979186259759e-04
1.193959042909460699e-01 1.912734833365228740e-03 2.780968868499234414e+00 4.439535671161246033e-02 1.162430461704246687e+00 2.010798127704430116e-01 1.656671123701412653e-06
5.741971090510797904e-01 8.509501719041153919e-03 3.231054862675813766e+00 1.776279665817273243e-02 1.150003479211496593e+00 1.971983619539435240e-01 6.143823587089512555e-05
3.191880759010566893e-01 3.488121535318564493e-03 2.584920482372700778e+00 1.293656814868776768e-02 1.019702454812717374e+00 1.261308569757794706e-01 9.710626847164907486e-05
1.074063216954619149e+00 6.607834006624919293e-03 3.020063377265180371e+00 2.410600755228324565e-02 1.160502432751606250e+00 8.322085766977200816e-01 1.301540414230469462e-05
4.790159085007600348e-01 5.110074161199049808e-03 2.820123803363121961e+00 1.251453333767340616e-02 1.211998222256324587e+00 3.657773579785594253e-01 4.740967927698676380e-05
8.472135075067638299e-01 4.283898131732273920e-03 2.858768196462214028e+00 1.904302529896435142e-02 9.898990566858074658e-01 1.507103559015505467e-01 1.263526142769652984e-04
2.186462055492431611e-01 5.377251852788663246e-04 2.671840498081025306e+00 4.767268366660492446e-02 1.016358941518480608e+00 5.105879454566188969e-01 1.131729558336629412e-05
4.284548977877286613e-01 2.454466686432965790e-03 2.728756476407005138e+00 3.224515478304184474e-02 9.447654091399293463e-01 3.048093826973118370e-01 1.677968641768316617e-06
3.258491690359463511e-01 3.768281186489100374e-04 2.524528693359561871e+00 2.760661828582801694e-02 9.737475147388306995e-01 3.842620956800145704e-01 1.143082284487767887e-03
1.027183502153070416e+00 9.872741445069272651e-04 2.764575010657275733e+00 3.744072682894808435e-02 1.294533707336778194e+00 -2.470478375184211872e-01 9.834664482099078880e-04
1.162316344845097049e+00 5.068675653221152433e-03 2.800355592286106976e+00 1.785231571521812832e-02 1.110546869267210024e+00 4.728055561455145606e-01 3.531179092644627280e-04
8.781146699307103010e-01 4.306532635157257587e-03 2.901372380709822174e+00 2.134988526952781226e-02 1.107439944806147381e+00 -1.805282788985049236e-01 2.054769859434987822e-04
1.026456294502087641e+00 8.440421076831081245e-04 2.415011064949711184e+00 1.928924866675557626e-02 1.057618788836329093e+00 1.611982855640866408e+00 1.150859514168378373e-04
9.525319326805042897e-01 5.877471664859124784e-03 2.844874988345330369e+00 1.479680956885259455e-02 1.185446628919901491e+00 3.937853898316755474e-01 5.493394172010171415e-06
3.718952963552591418e-01 2.551009029640599352e-03 2.762578170243934927e+00 2.459342844588459018e-02 1.143534685861821387e+00 -2.694184453833659010e-02 2.930036493421134312e-05
3.289606170919858741e-01 2.876444765544585759e-03 2.603558695071194418e+00 1.802326100527027603e-02 1.123077574640154674e+00 4.139247274425564838e-01 9.483783238645278801e-05
3.051903240088602587e-01 1.395793548496594488e-03 2.766060060115793195e+00 3.721573783707834981e-02 1.074098256913222471e+00 -2.938838590746183366e-01 2.944106982585521293e-05
1.690399170778464910e-01 1.023986583004836415e-03 2.546294871236182367e+00 2.479397124729793359e-02 1.098984332599227010e+00 1.906464988828243112e-01 1.474034839970849483e-05
1.203314673313528038e+00 3.788699089401565984e-03 2.702110300362912554e+00 1.592819958944892075e-02 1.313840848404508099e+00 -1.730962170834956515e-01 2.761791066896452620e-06
6.473966681244526233e-01 9.130745606625970817e-03 3.205558689700906960e+00 1.368599678408303176e-02 1.189379784667269790e+00 1.801696607960337759e-01 3.497245737124127543e-06
1.245411660701284395e+00 9.241588415080657579e-03 3.157305422736125244e+00 1.945994945044051197e-02 1.148750649944841662e+00 -7.153195352036206822e-02 4.091911241152246009e-04
1.144683425738574734e+00 5.864694941511690816e-03 2.668584196873941661e+00 1.092900510953702387e-02 1.039982794887259310e+00 -3.327514704599039419e-01 2.044228549675192283e-04
6.445113622057850877e-01 3.965894080659151423e-03 2.907263834616832465e+00 2.344868135875117013e-02 1.208212859403448913e+00 2.086632596455201272e-02 1.954599190422303647e-06
4.288337167575363429e-01 4.330147663228662430e-03 2.689284777986942654e+00 1.104389606581252653e-02 1.116202475099441038e+00 3.870622741731887251e-01 1.164288225457414162e-04
1.166420817026380119e+00 2.972356568744251564e-03 2.929719450098830169e+00 3.970201053374317751e-02 1.154227015398225920e+00 4.574905704811289553e-01 7.486042425117779124e-06
1.002421562118948284e+00 6.450465566475438450e-03 2.750709059101380305e+00 1.042114879164328205e-02 1.016209923435147156e+00 1.626487950977539565e-01 5.985606629683351120e-04
1.052649459254021869e+00 5.469074620932505050e-03 2.745900546877664272e+00 1.380358468361944126e-02 1.036316212603244580e+00 4.803946805063519232e-02 2.055493230263278019e-06
9.055999732814757897e-01 1.333393899096309331e-03 2.572147006991075457e+00 2.062683293468969142e-02 1.018740022787249844e+00 1.078410121755704609e-01 8.832232441101049161e-05
1.146408959194104904e+00 1.891342024604055838e-03 2.777954565656727937e+00 3.002437521092331252e-02 1.049813513880394344e+00 9.615441743427861621e-01 1.488667395785346489e-05
1.210243772666938611e+00 8.202707601702570418e-04 2.675780879662055689e+00 3.767881775972112268e-02 1.222136531817537897e+00 1.108993903099113887e-01 2.982320777455518246e-05
9.936714096327514678e-02 3.749824468419362886e-03 2.798382632477872001e+00 1.888914258899079476e-02 1.030558209615927368e+00 9.496679498262200481e-02 1.872712702841440073e-05
1.160349871760255835e+00 1.353994534309161182e-02 3.413213669609299394e+00 1.490389980083594440e-02 1.281413539590705142e+00 -5.454939840307720944e-02 4.503778791003941657e-04
7.394400420588892464e-02 1.250142767800905847e-03 2.624923319306878167e+00 3.045161023829231345e-02 9.976162879588506005e-01 4.025264505701504070e-01 1.045146288824192127e-04
5.452383618064176041e-01 4.377048255733707351e-03 3.052408606207471120e+00 3.085015303220346033e-02 1.107568077816691865e+00 1.983144348265226675e-01 3.977314921361834073e-03
1.724110688047179873e-01 1.128462243761288930e-03 2.508156673794387892e+00 2.382298277442158885e-02 1.244063590913360162e+00 2.589640079722691501e-01 3.248943033750643244e-04
1.342970810405270110e-01 1.863778218645653845e-03 2.597465495140741432e+00 2.305746166186818311e-02 1.006799343373476985e+00 4.396366360883582347e-01 2.250155105984247468e-04
6.323990020359369080e-01 1.909285493912726188e-03 2.623144434621057730e+00 2.077188864021995568e-02 1.057616790570085952e+00 -3.214070721581641088e-03 1.282501959513236787e-03
8.881553953341933538e-02 2.629798893334829319e-03 2.633016078765682444e+00 1.814856881746075568e-02 9.896178501990537946e-01 1.238310626785954216e-01 1.692283881876628274e-05
2.706183124342400603e-01 1.690276010051739494e-03 2.727568138524774977e+00 2.703310338462830767e-02 1.068797931844614357e+00 1.284580328602531740e-01 4.398512773469864387e-06
9.158097239918949750e-01 2.568811264782543385e-03 2.658165245573933966e+00 1.644955344328200703e-02 1.260191921641705903e+00 6.802213024507370864e-01 4.516528922683088585e-05
9.483615830820248949e-01 8.137389875440881326e-03 3.060373796225650977e+00 1.609910027413702371e-02 9.783998548554141417e-01 4.925178560810162809e-01 5.949766700303136928e-05
2.382136039706184150e-01 1.780948685665360073e-03 2.597629313238638993e+00 2.282866511400163598e-02 1.177039931834383601e+00 -1.775141280594499937e-02 5.709384443535276885e-06
1.196079219126372717e+00 1.677186065016786354e-02 3.052709171420694645e+00 8.756322572784882435e-03 1.138968621586897711e+00 1.447266161962244557e-01 1.279859992922505012e-03
4.239171453610815488e-01 3.716720300031243519e-03 2.643934643400663642e+00 1.373079446232491896e-02 9.771769235642687734e-01 2.396405715937708347e-01 9.914758721147165065e-04
1.926573902819063433e-01 2.224579192962460213e-03 2.713780779258996745e+00 2.499468124892758117e-02 1.194797157043864244e+00 4.052872984289813130e-01 1.872709572966866717e-05
1.063546425838344467e+00 5.842233309973271504e-03 2.804963038158387434e+00 1.435963032945399009e-02 1.148152152019245698e+00 4.207061429774396899e-01 1.656005463740008795e-04
1.088509257826610677e+00 3.196101108770089093e-03 2.657410733959012727e+00 1.803584653703723881e-02 9.715510124771404854e-01 3.691017661279295536e-01 1.802920907963548650e-04
9.455417605107487855e-01 5.149890764094534890e-03 2.780953458512778642e+00 1.710220779234230756e-02 1.120056137841933808e+00 3.647411776834412755e-01 1.534772122123313201e-04
1.112054592025236988e-01 8.174667657969600073e-04 2.462157556338557818e+00 2.011402407533554107e-02 1.022377999239089785e+00 6.807298044839134032e-01 3.544737975375582717e-05
4.947336828258980246e-01 3.453207090602607903e-04 2.460717794040728101e+00 2.810911160227652292e-02 1.025740769145686127e+00 5.454838062360494177e-01 1.032117220308272640e-03
1.026993797650386897e+00 8.506605044575931904e-03 3.057777155672680713e+00 1.497759797194961676e-02 1.146718494264594712e+00 3.196216174425891565e-01 2.642233959363006483e-06
7.512957429663230657e-01 2.620276482124896372e-03 2.713488909623727796e+00 2.343033945126504064e-02 1.025794988909562999e+00 -5.674247956530209525e-02 4.912867541530235572e-05
8.004599835467043345e-01 4.263223308891165263e-03 2.955929745592494662e+00 2.691795062284112541e-02 1.143474469543868999e+00 2.033884436834258735e-01 1.089754685232558970e-04
9.786058649238710272e-01 3.251149075849240570e-03 2.649148409763014467e+00 1.826804138241338790e-02 1.105643426568819088e+00 1.304155899765885029e-01 8.912556479998518877e-04
4.110980265483620277e-01 3.031303412267761978e-03 2.790471157154581938e+00 2.347680921252905811e-02 1.017881337833874911e+00 4.469294693419085807e-01 7.456424769564743977e-05
1.013801027705515612e+00 3.435774097575949870e-03 2.889897533562228116e+00 2.348584175529265863e-02 1.088501059231418822e+00 -1.755194948355516260e-01 1.838859208960966348e-03
1.039691598225620517e+00 1.240585274677755839e-02 3.167220682997447412e+00 1.212552678646494630e-02 1.139708026664680629e+00 1.616960681519389598e-01 4.175832874579769698e-03
1.129012606209365055e+00 1.135540951276160955e-02 3.314181916285576790e+00 1.420390566809927139e-02 1.135641797457714874e+00 3.455478263992647903e-01 3.054065732252499914e-05
7.312588154746941793e-01 2.841366561569929998e-03 2.585909266418870533e+00 1.641697351661564747e-02 1.198265513785321534e+00 2.357534882576355351e-01 3.827864910360000866e-04
1.173853676609630803e+00 1.019177965466736696e-02 2.896726238410453291e+00 1.141415731454443680e-02 1.338332429606199803e+00 1.631363384323868126e-01 1.005910012955268636e-04
2.509296315184149639e-01 1.603232512654015167e-03 2.540355899995810685e+00 2.169662841141572693e-02 1.238384887086469321e+00 2.352522872642573704e-01 1.594052855834465150e-05
3.258734829269046562e-01 3.295400573954550966e-03 2.618090756671290986e+00 1.344178902837791893e-02 1.062989243014487828e+00 1.337675986280114637e-01 1.105974051964485665e-05
8.482513274755092425e-01 4.783315366961121001e-03 2.673523689265426384e+00 1.352909759646514151e-02 1.001999124589117995e+00 2.288113516305145534e-01 5.555637964586333017e-06
1.109964542765120799e+00 3.838385320430036819e-03 3.028606612464351588e+00 3.697667074002641829e-02 1.321091991231102103e+00 6.864378577568575057e-01 1.481153649442435675e-05
1.206431980477290944e+00 8.996287038171851477e-03 3.616626930495547398e+00 3.263331224208742415e-02 1.255466909817326782e+00 4.901567760821193831e-01 9.543710773081804540e-06
8.373307609748198432e-01 2.798381177633878919e-03 2.560555957960389151e+00 1.566911072244589129e-02 1.196783667522324679e+00 3.490454104942977143e-01 1.747881679753134006e-06
8.472135075067638299e-01 4.283898131732273920e-03 2.858768196462214028e+00 1.904302529896435142e-02 9.898990566858074658e-01 1.507103559015505467e-01 1.263526142769652984e-04
2.423641154101202622e-01 2.381534630118163198e-03 2.853227926290089034e+00 3.346255811568552702e-02 1.142552555468153486e+00 6.449397746240718154e-01 5.337703857558240603e-05
2.426127654732891659e-01 2.143330348699394594e-03 2.668051814305522740e+00 2.689583988969141554e-02 1.172486763305108592e+00 5.570012989545625182e-03 1.340606757161137057e-04
8.902447028951251951e-02 3.057804805313663749e-03 2.689979956767899250e+00 1.972017114784567482e-02 9.678051297864482816e-01 1.854787962021072489e-01 2.575911225055828510e-06
7.340896578915745430e-01 1.174917899926575899e-03 2.686167895333548827e+00 3.200876950189593395e-02 9.293036241159314814e-01 -4.828441947789080535e-02 8.926041611065263070e-06
1.227192300702522054e+00 1.165372585711091369e-02 3.068579235732445731e+00 1.302665858671748535e-02 1.075599237980348732e+00 -1.298948718672436331e-01 7.075877314096174622e-06
1.079409352343593920e+00 6.643552919777942663e-03 2.972274833002413352e+00 1.406418716347479329e-02 1.179181317293731324e+00 3.617110691953963064e-01 9.223044182873526555e-04
8.294193886071069000e-02 9.055716460484779327e-04 2.513178671517983354e+00 2.438849015218230026e-02 1.174846676504540666e+00 1.060139036813591840e-01 4.695035850709193761e-06
2.911079509879926364e-01 2.815002091999124507e-03 2.658858972199943604e+00 1.782479584259292690e-02 1.152710574880840610e+00 4.285800264666358439e-01 1.361245179039126266e-05
5.271879972682941284e-03 3.091892149930632744e-03 2.525338991555929891e+00 1.752507045448341294e-02 1.007411048130185449e+00 1.935810818201870454e-01 1.677475927053328087e-03
1.164636718297631601e+00 2.752071957458484923e-03 2.562621491812598684e+00 1.541093911705207140e-02 1.187084414080146644e+00 3.181782905090080327e-01 1.021881173744163028e-03
2.775727898075494027e-01 5.761570222995417634e-04 2.692175903958018868e+00 3.968945668688498435e-02 1.168388402799751535e+00 4.966004287078925605e-01 2.471137077155427148e-05
9.059992122947311266e-01 1.506126063910980450e-03 2.614458202481364957e+00 3.036071027501096795e-02 1.106220537867766529e+00 -2.251432213502720936e-01 1.612970425333796021e-06
1.161469309729254107e+00 3.526248409287283808e-03 2.908804609819556575e+00 3.040854394588981061e-02 1.024503695986787255e+00 -5.223202997250276924e-01 3.422400910619339837e-04
1.246784436216493264e+00 8.269379624596886677e-03 3.067246292943588859e+00 1.318954283100404190e-02 1.427581507854350340e+00 4.434465274503662791e-01 4.323251729188745505e-06
1.217154900162386699e+00 4.297170332489040102e-03 2.830345866368987551e+00 1.829590981801782618e-02 1.217420005108107439e+00 5.297764813615045698e-01 3.744764447292728248e-06
5.387463069599848775e-02 2.443152124103661459e-03 2.578171644234925175e+00 1.632339612839770263e-02 9.858348823641831515e-01 2.251385128815170389e-01 6.434018004779025754e-06
4.058866788934345493e-01 3.859473797514130673e-03 2.642460379057410158e+00 1.328416117465168467e-02 1.071341319546352810e+00 3.397703911968104062e-01 1.024055711316836006e-03
8.781146699307103010e-01 4.306532635157257587e-03 2.901372380709822174e+00 2.134988526952781226e-02 1.107439944806147381e+00 -1.805282788985049236e-01 2.054769859434987822e-04
5.057416013613549310e-01 2.374990685917235771e-03 2.640691713694594434e+00 2.311342096156408440e-02 1.047129872645429671e+00 3.234551055505091588e-01 5.781220360303464771e-06
1.274871814029756578e-01 8.949046403525100267e-04 2.579082092920772062e+00 2.803063640580870375e-02 1.064969395032743460e+00 -1.928631644533916889e-01 1.248659023148758354e-03
9.766842978272443077e-01 3.195385242453110779e-03 2.558073799863375797e+00 1.343668081543378766e-02 1.134794172037465021e+00 -1.576729672451331332e-01 9.128389734672679129e-05
9.854600878179285983e-01 4.803720702821794725e-03 3.063699250158003373e+00 3.175869204565876652e-02 1.063879473731560221e+00 -5.183765136830627007e-01 1.270141009736218255e-05
5.776363095400257608e-01 3.538383109301510530e-03 2.781753040878773398e+00 1.827432081573382092e-02 1.079373360041617769e+00 2.889735477586874435e-01 3.349813647087534151e-05
1.238574369114707086e+00 4.095889622243937059e-03 2.527838527945703184e+00 1.185744553204206436e-02 9.581590553024103007e-01 7.378092795915051072e-01 1.771920352477157775e-05
2.439618241881338911e-02 2.534044835916628071e-03 2.986765161386683243e+00 3.323890534177895151e-02 1.339133062822772890e+00 -6.667020783129806727e-03 4.259832746474961288e-06
4.660653419219945581e-01 1.207729913937386108e-03 2.815711642406744097e+00 5.286876601726737956e-02 1.227635314749464746e+00 -1.541367886406049270e-01 1.604237475573351522e-05
4.000170098865468704e-02 2.493525776632763216e-03 2.755355854022947693e+00 2.919361105459357397e-02 1.018596444731037165e+00 2.967009393208038248e-01 2.273725065706697340e-03
1.123057883898915588e+00 4.091847996443680191e-03 2.760633895131489712e+00 1.649304713256482396e-02 1.314693849430855321e+00 -5.624248143693760804e-01 1.196924494073712533e-04
9.411084939707698993e-01 2.479186725919817723e-03 2.980988530797266556e+00 3.969710419755041048e-02 1.202782423173467174e+00 6.644897693705624775e-01 5.146566431239216037e-05
1.204708498674663453e+00 3.163642698835700609e-03 2.426848346268236867e+00 1.081659898227688502e-02 9.945331887338298982e-01 1.349763650386688052e-01 1.417813383569770970e-04
7.126369237428263892e-01 7.442234992579743920e-03 3.034696399317562410e+00 1.395006741778311021e-02 1.450330458745066720e+00 2.029683119110760048e-01 3.300652899473300938e-05
7.645686291242836941e-01 9.200128276532782909e-03 3.116603724603707271e+00 1.362307905878983039e-02 1.106975385784514820e+00 2.263243322763716647e-01 2.469065790586349489e-05
4.919513737917334817e-01 1.913051930215396278e-03 2.513394879918311453e+00 1.815319213467861403e-02 9.604928790784763581e-01 2.627591094534750260e-01 6.875384005401241794e-06
1.075730927152090288e+00 3.084305715812036240e-03 2.682994872459500968e+00 2.325284357715889233e-02 1.199198311913496129e+00 -5.137153856543312802e-01 1.639699847824098141e-03
6.502515282112014683e-01 2.062169856000507437e-03 2.746545941248233369e+00 2.561677248379566271e-02 1.157979022858701690e+00 7.350623128878902568e-01 1.257518951071624742e-06
9.664989768157467021e-02 3.460885708460263895e-03 2.854607342971558381e+00 1.919443312650755823e-02 1.195130691770964981e+00 7.280928309547282651e-02 3.684389526602278701e-05
8.034313603446002761e-01 2.812339918884157312e-04 2.307887481918965644e+00 1.601465504315384772e-02 1.029355087932459334e+00 7.093565111583800542e-01 2.453229304133931060e-04
1.035659609581053964e+00 8.951597787826308036e-03 3.189264999953835833e+00 1.858139727606932315e-02 1.060983157616473882e+00 4.519438595698371253e-01 2.956030203176238103e-03
1.249540707450872201e+00 1.180311886368284012e-02 3.182251582492431119e+00 1.433124178737372675e-02 1.204471265483903375e+00 -2.435000794206401142e-01 1.793163357858010705e-06
6.132285850065265498e-01 2.589791528485176336e-03 2.655080992990593192e+00 1.518922605382020362e-02 9.991471341361336522e-01 6.911604499587095662e-02 3.230341399360614271e-06
9.053224333362164256e-01 1.167578161567011177e-02 3.290822250320490028e+00 8.655746134544733614e-03 1.228582059088020983e+00 5.921829445257287272e-02 1.399813212105022208e-04
1.128786170024601132e+00 8.637682048042931438e-03 2.926699831012289366e+00 1.114013298369615629e-02 1.191656999136742057e+00 3.847243271087963934e-01 5.826823407792799702e-06
1.956320729057269836e-01 3.560142345815242408e-03 2.808904562320245990e+00 2.445342031652773460e-02 1.110651175978040639e+00 1.154417156296012603e-01 5.637638489647459486e-06
4.399679179511346572e-01 4.217724182159469752e-03 2.696710897758030967e+00 1.325627474356006960e-02 1.046337656341013833e+00 2.450807264572570920e-01 1.696621192228362233e-04
1.079846226286985456e+00 8.394526035775350808e-03 3.062150299868381165e+00 1.319351303429343487e-02 1.239859142636513534e+00 -3.128010066581193849e-02 3.079454154198827884e-03
1.547293042212391501e-02 3.034489354198076708e-03 2.708234392279488922e+00 1.555639944718999017e-02 1.212778528784392851e+00 2.371517222848754658e-01 5.333667725855256812e-04
7.010195457684620379e-01 5.381589050216970763e-04 2.592668434235433139e+00 3.146886405390909858e-02 9.899231547466103009e-01 7.589799549216129648e-01 3.284943288624312405e-06
5.433852477853208240e-01 2.353830517630200320e-03 2.685189491121387828e+00 2.428624824276762878e-02 1.034762240472013151e+00 2.192196295849015153e-01 3.057894694665739099e-06
1.039297167525878030e-01 2.016343976355172360e-03 2.619898114202535044e+00 2.340402664966831012e-02 1.104630342298763335e+00 2.175839183890386497e-01 2.343480805479220563e-06
9.126054491206900821e-01 5.236554498667741683e-03 3.035213844143922479e+00 2.427740041870630333e-02 1.027268660731773142e+00 6.892809045175507521e-02 3.155351054129803320e-03
5.462957327797393070e-01 3.867280621281433701e-03 2.658676127184404159e+00 1.419581877169308511e-02 9.822451550885963334e-01 2.915165489628130380e-01 2.519109433386633066e-04
4.629660282594902365e-01 3.819371653911308138e-03 2.690570806141861837e+00 1.742354205184182270e-02 8.956983961742445155e-01 1.745686555529122608e-01 2.545492048033426437e-06
1.045101905022168820e+00 1.025582832501915377e-02 2.971002482460005645e+00 1.002918049800771878e-02 1.263819923867346207e+00 3.002801696630053030e-02 9.978377408940973558e-05
7.018635504506784972e-01 7.254839657254041896e-03 2.975279614150533547e+00 1.152686909060953238e-02 1.119929909380754207e+00 2.300019244483735292e-01 1.058859061609204494e-05
1.639537752479107435e-01 2.680881866489697243e-03 2.523931495765411537e+00 1.099833644013487564e-02 1.308531360292928269e+00 1.684688808472649402e-01 4.966895807342003397e-04
6.654466498621293136e-01 2.500332521009069296e-03 2.691765309037707610e+00 2.243046069632054912e-02 1.082050418796951297e+00 3.631680856088010945e-01 1.234872463524195214e-05
5.742074641335266350e-01 1.777075160644459029e-03 2.799551489077915178e+00 3.662877837048988255e-02 1.093327163110261457e+00 9.841868561873966526e-01 2.057415519014559133e-03
1.064260771659000238e+00 1.148330308825127807e-02 3.149456134557135023e+00 1.369641786880492450e-02 1.092044622915572916e+00 1.128468124479028445e-01 1.217311969314648052e-04
7.114119431522337722e-01 7.593418249201590135e-03 2.961190477483286898e+00 1.432931463831343261e-02 1.051225807012518221e+00 1.155528170050722780e-01 4.172407405635919866e-06
8.142533146538408761e-01 5.278511788969264540e-03 3.147505173484298702e+00 2.772047960454991633e-02 1.249427161705634504e+00 8.913876424425510869e-01 1.995732001820847926e-06
5.329917395353664933e-01 3.556447254201259775e-03 2.740449414546215934e+00 1.318154276098418114e-02 1.236159094301132022e+00 -3.480597801293439097e-02 8.831407462558350585e-06
9.084952265989552078e-01 5.816663250268353479e-03 2.902006989420987892e+00 1.485335213027614426e-02 1.017796996438481649e+00 3.956450841024222731e-01 2.894553032197715969e-04
5.366761814398405273e-01 3.921268436940190082e-03 2.920250196945405996e+00 2.326333984142138836e-02 1.108468253738092768e+00 4.628792921066525179e-01 1.260589036433000580e-06
8.997939694726980742e-01 7.458359524885158250e-03 2.738288453071012984e+00 9.274622329591017400e-03 1.125949038699921578e+00 1.321718622183616632e-01 4.219850359347165664e-04
7.433586278054322705e-01 4.293195598098033423e-03 2.902040041268191040e+00 2.448983714933196387e-02 1.071860877467375905e+00 2.520394310423516582e-01 7.556760291822452093e-04
7.411222435336500824e-01 2.950485651028360214e-03 2.700352323358531592e+00 2.025719394263920947e-02 1.039362918278602166e+00 2.820455801401380858e-01 9.380795038141971230e-06
1.166544150385539158e+00 1.505350532624578908e-02 3.398082408022270240e+00 1.317962387899877623e-02 1.218071415541361446e+00 9.756211631674829854e-02 1.195288702581101773e-06
5.116741837464894305e-01 3.467748417243124263e-03 2.964995388299479284e+00 2.645493982840823113e-02 1.271662241352982559e+00 5.472374708116900521e-02 2.095288752778430141e-03
2.804328876726064346e-01 1.701518208404951670e-03 2.713476107101319368e+00 2.848045311458199946e-02 1.167719685037452715e+00 -1.164482325746662439e-01 1.034482878412214115e-05
1.995902270170808734e-01 1.246735353936447976e-03 2.550955105088581476e+00 1.937669028304167193e-02 9.532077096013086281e-01 5.900196094610903330e-01 1.378121591784219375e-06
6.781338543421699949e-01 6.711619885993155843e-03 3.123002149078622836e+00 2.194031720111001144e-02 1.147165757803384478e+00 7.976937688516372305e-02 4.925082772130746573e-06
5.612756290924562075e-01 4.698194537742449682e-03 2.722979990409874596e+00 1.309796222898639874e-02 1.243980416914660880e+00 2.276007765306664044e-01 2.395324754699680272e-05
1.064953615015621358e+00 9.542514911583959997e-04 2.744524180150081705e+00 4.368924023598730333e-02 1.067975789792626751e+00 4.345827327402816409e-01 7.590349897359638371e-06
4.279715950732038698e-01 2.330800315293584269e-03 2.496819043847401165e+00 1.326664623612946493e-02 9.374571079056798206e-01 2.864362967883028466e-01 2.367586478442642087e-04
1.136800640244014726e+00 4.463954790780618950e-03 2.646289874020821387e+00 1.449640935866227352e-02 1.067313893751077769e+00 2.312829139286367297e-01 6.860427116484662190e-05
2.647153580695221220e-01 1.642556965824492092e-03 2.735882266061816726e+00 3.431700031589923761e-02 1.129363684745255503e+00 1.483199177475721386e-01 1.857430026331626811e-06
5.700343584983155187e-01 2.076815437579311412e-03 2.588864900142153314e+00 1.892174661684842968e-02 1.039712789831654494e+00 7.761476555003254951e-02 4.594301079208764394e-06
1.068189720928485187e+00 5.494762935321367489e-03 3.035656333337501067e+00 2.817040181378881528e-02 1.095267160463231804e+00 9.097789096489450333e-02 2.036051660069645357e-04
7.868960653972909558e-01 1.986486424336996511e-03 2.680886899602450857e+00 2.675733331708308321e-02 1.184481109055505632e+00 2.766442760659776345e-01 8.198674194495163755e-06
5.680345209825297115e-01 2.186063040056626661e-03 2.744321795434635725e+00 3.147439996596958223e-02 1.049213765725956593e+00 4.158310809621226789e-01 9.885739137117606002e-05
1.169594145963085641e+00 1.883650282363244499e-02 3.250385748972391298e+00 9.169426503632251840e-03 1.147705087505674237e+00 -5.584507134022193009e-02 7.371963780403763035e-06
7.120820988474051427e-01 2.075306094760821438e-03 2.845404573388056857e+00 4.357823586780825570e-02 1.123395399533020589e+00 6.214148905651628585e-01 6.770110053367627565e-04
9.187744733342750880e-01 6.488545333867491889e-03 2.822216287562180792e+00 1.245403172728542368e-02 1.183145149727988565e+00 1.191865622884560605e-01 5.081727590325766657e-06
7.922779511432045396e-01 2.854805151029987751e-03 2.835573960331730259e+00 3.316388006179367409e-02 1.019742681415502839e+00 3.097826906082087883e-01 7.449389015446266607e-05
9.317718798790287638e-01 4.113222058281167473e-04 2.517861480118443129e+00 2.545541038567981570e-02 9.255112896840198555e-01 1.003627213486233405e+00 2.932092577916938324e-05
9.413138934694793569e-01 6.593062943366788560e-03 3.064975912918927126e+00 1.729930070994377053e-02 1.088295368356916315e+00 -1.142089618679393848e-01 3.352350437017353980e-04
5.741971090510797904e-01 8.509501719041153919e-03 3.231054862675813766e+00 1.776279665817273243e-02 1.150003479211496593e+00 1.971983619539435240e-01 6.143823587089512555e-05
1.078705808953136724e+00 9.968226341195911971e-03 2.931257981161944581e+00 1.087128883754130172e-02 1.277783003914154003e+00 4.302042582549159278e-01 6.412015258595372188e-05
1.138452146229673723e+00 8.586752598645150392e-03 2.918941058744846107e+00 1.036029182407605977e-02 1.313046011755516940e+00 1.835874483538496582e-02 2.214797852933256028e-06
8.507766843282006386e-01 7.723626437466891634e-03 3.061885938069366819e+00 1.536181729045306248e-02 1.184731377460384261e+00 1.070393532218229249e-01 1.365654042102045916e-04
7.428573311196777773e-01 5.910104582590225419e-03 2.882042334076972079e+00 1.710340649595341184e-02 1.018496985067232297e+00 -1.580450604813574134e-01 7.666880471771089894e-06
