"α₁_mean","α₁_stdev","α₁_median","α₁_errlo","α₁_errup","f₁_mean","f₁_stdev","f₁_median","f₁_errlo","f₁_errup","α₂_mean","α₂_stdev","α₂_median","α₂_errlo","α₂_errup","variance_mean","variance_stdev","variance_median","variance_errlo","variance_errup","ν_mean","ν_stdev","ν_median","ν_errlo","ν_errup","μ_mean","μ_stdev","μ_median","μ_errlo","μ_errup"
7.609584997234043469e-01,3.459278819004504846e-01,8.234392291926939667e-01,3.442956969536467016e-01,1.136895021022555241e+00,4.138619176474928052e-03,3.452555924332113401e-03,3.203822779058928313e-03,1.132242607610774512e-03,7.251551193084169490e-03,2.777360415192865251e+00,2.289933153001234012e-01,2.747348515256799129e+00,2.564452525267709504e+00,2.993734843211206531e+00,2.233742330427326492e-02,1.092542457298571051e-02,1.973319750880052695e-02,1.265088309452777095e-02,3.173706407101674343e-02,1.113105269485699766e+00,1.046777919170593929e-01,1.109494697959086063e+00,1.006613549932581897e+00,1.217305513628418323e+00,2.473798276844194621e-01,3.803196418873058815e-01,2.268638188836062108e-01,-4.215755080594951049e-02,5.453326192949008444e-01
