α₁ f₁ α₂ variance ν μ c
4.381719417871876021e-01 3.109725469562135518e-03 2.603179501013334729e+00 6.462466354688832515e-02 8.143624575653529707e-01 5.606447351931309608e-02 4.775892434194036092e-03
4.278729836785220009e-01 6.827521600126883541e-03 3.162118829388447239e+00 5.003183604342452406e-02 1.036025819095718115e+00 2.120039665494227177e-01 3.200612892693559974e-06
8.566748630140784693e-01 6.462279203273997054e-03 3.270841917884206307e+00 1.349886035388369043e-01 1.078766302041763936e+00 2.269992264966644580e-01 6.684701131562636238e-06
5.328140606119134981e-01 4.479902333720370798e-03 2.757257617898658975e+00 5.424975890676988349e-02 8.112875731837744242e-01 2.370661054800286827e-01 2.280035979434887837e-06
6.416985767476169888e-01 7.231201582276225968e-03 3.444750979067227714e+00 9.241836152672831817e-02 1.325697462821854078e+00 3.520405498156631285e-03 4.195270285864162712e-04
1.219597312931211208e+00 7.948473299826485858e-03 2.848074130188404052e+00 1.206327726820557861e-01 1.173462287559714490e+00 1.812004525028784174e-01 1.286950425369921391e-03
9.377615712079978572e-01 7.748898523455009964e-03 2.819912840206262317e+00 7.231979951822820052e-02 1.005761037953841752e+00 5.174940907125519240e-01 1.210992403739656911e-06
5.442526030587397923e-01 1.801790160402549261e-03 2.749634909384846893e+00 2.079978751597407194e-01 1.199214742031971870e+00 2.858648663313482219e-01 3.397213365744499128e-06
1.041891116215341473e+00 4.274802933374908902e-03 2.738187313489288677e+00 2.155779473959862913e-01 1.034029383384737155e+00 -4.318458978771994028e-02 1.107410770266459452e-05
1.208709524493477794e+00 4.817259443530213375e-03 2.554976778404189908e+00 1.588293543982150502e-01 1.139697410810898814e+00 6.759456743084509833e-01 3.800436051421661471e-05
9.728316487768445819e-01 7.195225390183570754e-03 2.707811247483469685e+00 7.471857612468718601e-02 9.031578332098649797e-01 2.711075507337568080e-01 5.233441180443258560e-05
5.863163845568785115e-01 1.046697157215057458e-03 2.550480388218928862e+00 2.953486208085782105e-01 9.215454014708832631e-01 1.740189012757749620e-01 1.140770680226027946e-04
4.630536596555059892e-02 1.831795958697458870e-03 2.794929618412378414e+00 1.352587777037823347e-01 1.394929139094013948e+00 6.282358181766783956e-01 1.562064850956756176e-03
6.381365482283041235e-01 3.951212106190592731e-03 2.991634840071990986e+00 1.296828363021894082e-01 1.085616994878808583e+00 -2.780039993180649649e-02 7.832502968830570757e-05
1.190014940187993808e+00 1.901341614510356631e-02 3.378152788677746265e+00 6.485567928701989338e-02 1.359929793805544795e+00 1.852649667296385472e-01 3.402201199770935104e-06
7.033955016226235424e-01 4.198516800685974347e-03 2.886021889480113067e+00 1.107367824570699155e-01 1.081140890328531778e+00 1.695589850380397889e-01 6.277649897260883492e-06
1.120965496643434811e+00 1.209306774717875364e-02 3.285342138803648560e+00 9.001846504013001626e-02 1.292260348582578100e+00 1.988884833670109820e-01 2.773664487149164661e-03
8.009626797346351967e-01 1.129932999486296490e-02 2.902792962710206481e+00 3.160027300501635356e-02 1.183896062152370643e+00 9.577710570225883568e-02 3.807066220187028907e-06
1.004958332810464317e+00 1.135867457928399840e-02 3.416909380373415850e+00 9.354871786103702291e-02 9.519997614416625398e-01 6.508994312798624393e-02 1.205909588227356950e-04
8.142842282186907310e-01 1.219731839563993137e-03 2.540894418503049756e+00 3.118771337493078666e-01 1.188842064209139071e+00 1.823267952005563630e-01 3.986600586364403194e-06
9.694924473610395665e-01 7.759791622476190642e-03 3.058750644157007592e+00 9.313952613506702727e-02 9.921558996780203143e-01 -7.808754584910515550e-02 1.018793332489571941e-03
1.246520872562304483e+00 1.209491832484280681e-02 3.427294795284075768e+00 2.113493128681997735e-01 1.133020128437894236e+00 6.357036694308921820e-01 5.458486650364386609e-05
3.857080578055752107e-01 4.615196547438180086e-03 3.039314005434989863e+00 7.551599889019805500e-02 1.220888207849607277e+00 6.049690970641713461e-02 4.942417080723046399e-06
1.033873320406783147e+00 1.044965981240930826e-02 3.291634394995294866e+00 1.193335059258046893e-01 9.849103416320761362e-01 1.372461605699817899e-01 5.710150107365617907e-03
1.160072334537697536e+00 9.759311513337354943e-03 3.623449805197622275e+00 2.080298439654967024e-01 1.158385849259753408e+00 1.556194696385645171e-01 1.596247855302669136e-05
7.451724884424726358e-01 1.972469103197416456e-03 2.822906714304521003e+00 2.791789229117476734e-01 1.128916966264162713e+00 3.274832306733447274e-01 4.599841246897813304e-03
9.702511513064935311e-01 6.763577621604216668e-03 3.171850510289194958e+00 9.962843369805453320e-02 1.504236169360603448e+00 1.219858920743799313e-02 3.331212903932302119e-04
1.476059839357504733e-01 3.053981157057111123e-03 2.803351477191388330e+00 9.858879299663814155e-02 7.668731198236241609e-01 2.286985376641070822e-02 3.506780328990550139e-05
9.925261643000248268e-01 9.803107561411446985e-03 3.299270293408333554e+00 9.072230705252637417e-02 1.100973623725322703e+00 1.095742298000508264e-01 7.805035349606594206e-04
1.108078334760312700e+00 1.676474786037126033e-02 3.749430825229525421e+00 6.692101593844176910e-02 1.020471603991576881e+00 3.252653662956755953e-02 6.918801618487108618e-05
8.101466652015858472e-01 3.504157342544159202e-03 2.728195879398572998e+00 1.531138235433761874e-01 8.926804043024180180e-01 4.019277929164818963e-02 8.030863470649759626e-05
2.769380676164510113e-01 3.155221808518143215e-03 2.857810566587698275e+00 9.385133550018857906e-02 9.923795616723596336e-01 4.880543787286509838e-01 3.060245244485944142e-03
7.004258942406247357e-01 4.564918426626676969e-03 2.728571961272386215e+00 9.412805725365012977e-02 7.945778415808412154e-01 4.469343056531422942e-01 1.759079517619413459e-03
8.624654455626880045e-01 5.277309836645075261e-03 3.135296496760781260e+00 2.521228637810722373e-01 1.159650231773649898e+00 9.734725256823125727e-01 9.827288536591897986e-06
4.538531243993475517e-01 7.731412301598342010e-04 2.546650872513027686e+00 4.366366784700622117e-01 9.766053864110021410e-01 6.126783318236892484e-01 6.429173243801918942e-06
2.631883648507779561e-01 2.645278934937150307e-03 2.826768904482991118e+00 1.398285267600365978e-01 1.124609195446092835e+00 2.971765551170992836e-01 9.182792801688499065e-05
1.060019387399621094e+00 1.478760936786028060e-02 3.229804825085591524e+00 5.149671747121215698e-02 9.897328664547074828e-01 2.367095635884643723e-01 6.650806066165028472e-05
9.409968886021795598e-01 5.845574381037288610e-03 2.995058207799955241e+00 1.502858339570962987e-01 1.041510772171333254e+00 -1.759427423442950222e-01 1.898732043999539561e-04
4.318381671697008040e-01 2.441844459789956848e-03 2.722865512460913795e+00 1.439935588025685054e-01 1.022972029628504531e+00 -2.932383459595233610e-02 4.302471603448835457e-05
2.663104409049472654e-01 1.836005296486113367e-03 2.551678648517675896e+00 1.035302336967084819e-01 1.040984652962064327e+00 3.485969077627393276e-01 3.156447132647285899e-06
2.624272318073270771e-01 4.965008819048931030e-03 2.988819181949216919e+00 6.128522333653749904e-02 8.811466763916602218e-01 3.530770036935025336e-01 6.624150667149190366e-05
6.311653487309626387e-01 4.775114833428404856e-03 2.801132646335871001e+00 7.726300128757584984e-02 1.084974889527413389e+00 1.204883742007043235e-01 1.159853717177849003e-06
8.870116191670105454e-01 9.222768804759435418e-03 2.654711042274321642e+00 4.755950074121625959e-02 7.871720015842603724e-01 3.037597375459361593e-01 1.375853654600870610e-06
9.186054145991195963e-01 7.544988491589735800e-03 3.012308549727355178e+00 7.435688045338477437e-02 1.187950848959323347e+00 1.851797838079075331e-01 2.436284159046252595e-05
1.211274484183711753e+00 2.141166031554440560e-02 3.934899697964479692e+00 9.924397112985852698e-02 1.205019418815900245e+00 5.372408912717088203e-01 7.354428281437764246e-05
6.046629824481077886e-01 9.467695025653685703e-03 3.435539670438542359e+00 4.769268238610670924e-02 9.575591106814754783e-01 1.475119798469703980e-01 1.748891494011730385e-05
1.175306504561109966e+00 1.377741872271348068e-02 3.454036631406585123e+00 1.295851534492354074e-01 1.154733432152606376e+00 2.441309952384352888e-01 1.006735144790119404e-05
1.285864324625060617e-01 5.299589579742516529e-03 2.932408361321932944e+00 5.094786517944881882e-02 8.568234149688997991e-01 1.773892050770135009e-01 6.003226801897338756e-06
1.132750169008820196e+00 1.707854357315130925e-02 3.448819228930667613e+00 7.519674741640862414e-02 1.020287871219994980e+00 8.346585916590493204e-02 1.684111567385311765e-03
1.213509025457331303e+00 1.367555381073061287e-02 2.935906972652361446e+00 1.190399906480671538e-01 1.153503469749815880e+00 4.023166665722999191e-03 6.609565120514376878e-04
1.170478371868062251e+00 4.536749806236690767e-03 2.498855913730632317e+00 1.634104416877079080e-01 8.784362452731183657e-01 2.722644514792380566e-01 1.300981192067522034e-05
9.541769901902374951e-01 2.516458888131819886e-03 2.596099314929761537e+00 2.304934972297249529e-01 1.051837311172033607e+00 -3.568060953101673816e-01 9.293772527914907051e-05
8.791176841676073828e-01 8.833689447704405270e-03 3.160914044933684330e+00 6.591266730560656206e-02 1.321534904999081883e+00 1.153315257680976869e-01 2.310674638173062059e-04
1.080129611371997589e+00 1.174341408778045714e-02 3.269403792711205625e+00 6.322659507582681360e-02 1.013611118912982612e+00 3.192683791065453192e-01 4.694597537940769952e-05
8.040972947359037448e-01 1.341535403259276268e-02 3.238162259979755042e+00 3.342757122422034682e-02 1.102649757065063518e+00 2.160617799859790300e-01 1.830938219534133086e-05
5.442526030587397923e-01 1.801790160402549261e-03 2.749634909384846893e+00 2.079978751597407194e-01 1.199214742031971870e+00 2.858648663313482219e-01 3.397213365744499128e-06
1.709542454298133840e-01 2.725701488883082099e-03 2.810754386824918072e+00 1.028101469212161362e-01 1.102958190366094993e+00 -3.394166710917545515e-02 3.167634475343484331e-06
3.444013285081741760e-01 2.413872875172684822e-03 2.727441711800890012e+00 1.185350007070450906e-01 1.088587498727556779e+00 4.538955304645586608e-01 3.188255782371640537e-04
1.212160396812059782e+00 9.993876457378390865e-03 3.134053515188925054e+00 1.716890095666998017e-01 1.097122391233389616e+00 -1.700210002188443092e-01 3.174194895570963228e-05
9.850790054346204583e-01 5.107487111576089478e-03 2.992061963589396800e+00 1.953246667798994030e-01 1.061749268001061619e+00 6.488076608377435495e-01 4.303490290093557179e-05
1.166450766355721314e+00 1.112445908406399508e-02 2.938190273098880922e+00 6.935472556653693443e-02 9.302387435261934012e-01 6.850524711140454359e-01 2.642026825779447504e-05
8.422149613740950169e-01 7.443766883251364506e-03 2.994298181667190306e+00 7.542717085662815901e-02 9.718481018477128641e-01 2.524322221884964246e-01 4.949398788677315331e-04
7.359285131216407594e-01 1.066767851155609945e-02 3.355559483297518852e+00 4.241543833470158564e-02 1.155879896658999151e+00 1.481350524623150644e-01 3.468848197100428930e-05
3.666691658805893428e-01 1.774801991638570199e-03 2.706903216259041400e+00 1.689831451116515226e-01 8.432499006192711866e-01 -7.186316337059789339e-02 2.521769988177037362e-04
1.231077618503891413e+00 3.268777655409890043e-03 2.535300416491500286e+00 2.792111533227472631e-01 8.359943070111330865e-01 3.721119271857622479e-01 2.818957428404625282e-06
1.248236778233524635e-01 3.172550314882858612e-03 3.037186428569152774e+00 1.318474277133411254e-01 9.772670001014918117e-01 4.097498814021023894e-01 3.481241562531092498e-04
1.032556268655266063e+00 1.026896766009868615e-02 3.188162505138181224e+00 7.606192330443037330e-02 9.931858853194550640e-01 -1.898899215022579190e-01 2.128992038964096396e-03
8.831279563363889640e-01 2.710716903574416844e-03 2.713795981343038122e+00 1.819724409498628404e-01 1.160675144041397377e+00 6.167624671098672628e-01 4.610464600378454299e-03
7.129447689051595649e-01 5.089436548547103707e-03 2.692285857104812496e+00 5.402521535774297556e-02 1.005188960335459791e+00 3.554744258393960354e-01 3.682533258747790108e-04
6.353676615429861840e-01 9.629538844421315844e-03 3.328715350405801576e+00 4.374320834095862809e-02 1.326425161012692699e+00 2.110550682256007171e-02 1.914665916554729593e-04
1.094850827630480694e+00 1.755515260568708477e-02 3.331572823921006066e+00 5.335032732562498825e-02 1.283744447724031179e+00 3.616052392729052767e-01 5.873103067794848038e-06
1.161609956346374650e+00 2.013432042840363964e-02 3.568605412060191107e+00 6.090111287581452537e-02 1.292770425171703375e+00 5.149741113512992241e-01 6.038447685820456506e-05
2.087759493616955786e-01 3.376726799552136771e-03 2.705090723050516566e+00 5.910004660528643539e-02 1.000337866408988363e+00 1.867707949771230669e-01 1.154491687058788445e-03
5.319323043528542683e-02 2.476841298298614134e-03 2.979664591511949290e+00 1.727754635266574856e-01 1.066532157887782661e+00 3.325443399464236283e-01 7.594580566330601311e-06
1.133994467037804377e+00 6.280275145591851169e-03 3.409879351055685959e+00 2.999699185588626804e-01 1.240843068828464624e+00 6.402401779207819166e-01 1.122399601946094178e-04
8.159063567306301668e-01 8.673443986544460138e-03 3.148300567201356870e+00 4.340177882446791258e-02 1.216538838596935568e+00 9.416391589084507907e-02 1.485954063616019621e-03
1.034556763139008684e+00 1.810245704723694934e-02 3.739915780760220354e+00 5.645567780563975901e-02 1.157727524681538833e+00 -6.513581770796816883e-02 6.598344096416930658e-06
7.846165116432280984e-01 2.958142441363920214e-03 2.895660344066630643e+00 2.590736654280063611e-01 9.984756761528790214e-01 1.279835544149958981e-01 1.776927186814753819e-06
7.439388771795780730e-01 1.192229076813271747e-02 3.096218856474404646e+00 3.264862601737233971e-02 1.125187740133105407e+00 2.450297891888491564e-01 2.039485411372659847e-04
7.535109458546186412e-01 7.908762013928193405e-03 3.249571841069063272e+00 6.602208946605374329e-02 1.021946388409290529e+00 2.174541344343065286e-01 7.164973153741427769e-06
4.956177556370285897e-01 4.929477340555800391e-03 2.944944611434473281e+00 7.660677838807518347e-02 1.195166793463417365e+00 2.491145160871621189e-01 9.477090343152981371e-04
9.331433784356434336e-01 5.588093215783403005e-03 3.078410842586665641e+00 1.522615482106017548e-01 1.066568914506570653e+00 2.322256201432008060e-01 1.611207881660599046e-03
7.845400813589509248e-01 2.785411410743337569e-03 2.624525315131335468e+00 1.381596574755498685e-01 1.219412899363042646e+00 2.237136630230442680e-01 5.923732367011924446e-06
1.033864526092522995e+00 1.898423086923753736e-02 3.176026504111571391e+00 5.230223500018930244e-02 9.258259761420902789e-01 2.213887425592703240e-02 1.275833996606512953e-04
1.216226196315106867e+00 1.283555181916151526e-02 3.452933262065866593e+00 2.087949225536221143e-01 1.119935188855458508e+00 -3.954357591708368425e-04 1.103594146368549935e-05
7.396600079412689599e-01 7.057264048348817730e-03 2.990873872590671390e+00 7.765637043327287825e-02 9.656931496404910220e-01 -9.376592438961828258e-03 2.703526385672645662e-03
8.635830774435521162e-01 6.268004945585537585e-03 2.892341099612101729e+00 9.409266044267818041e-02 1.066838719037549010e+00 3.371916105676053266e-01 3.865474950274452209e-05
1.170957501262344991e+00 8.344765110068472214e-03 2.994782396220101894e+00 1.410682968460025277e-01 9.866232857300339942e-01 -9.437293643451194480e-02 1.147398253828754200e-05
1.007182752023494388e+00 2.519356288477325734e-03 2.766643797036153707e+00 2.343426138225581379e-01 1.288832961938306765e+00 7.179758045424258217e-01 7.467629053077675164e-06
1.185753727708873217e+00 9.043169904666907566e-03 3.178243048411367955e+00 1.633927204665470978e-01 1.372840062631398128e+00 5.503930073239570175e-01 8.278750071937407721e-05
1.171406394660968742e+00 4.364616700942698831e-03 2.606618864944886926e+00 1.963367382625095525e-01 9.644397881595418998e-01 6.299723579144828056e-01 2.896040159155108737e-05
6.576039856294934038e-01 4.258359451468802202e-03 2.848273569708566821e+00 9.233182585898569439e-02 1.161481425268529044e+00 2.799924580689320264e-01 4.306821876928703546e-04
6.222969027371170192e-01 5.166338780525914220e-03 2.849666580079140754e+00 6.759495379898942946e-02 1.191812814559992217e+00 2.025197348071399728e-01 1.977946663132026679e-03
1.124943940273785081e+00 4.854097070520186838e-03 2.784932223105548665e+00 1.498890559131931810e-01 1.049678656799594600e+00 4.755756021107593323e-01 3.091454752534778213e-06
1.131069434635553206e+00 1.748181427707195743e-02 3.436116502095630132e+00 6.194012905974225630e-02 1.000267213802690014e+00 2.238250033960180185e-01 3.806062818612707815e-04
3.333374710101321137e-01 5.083757071493502470e-03 2.975701549589082617e+00 6.133076536207879292e-02 9.881718326914481487e-01 1.761680543117395137e-01 3.774984085642372859e-03
9.107388843383156241e-01 9.398036411507989379e-03 3.278519386681872039e+00 6.676041313469904814e-02 1.295958814545332682e+00 2.379277890076264557e-01 3.722975615776474520e-05
1.027224176761796448e+00 6.469144279907255816e-03 2.813665721000710995e+00 9.549937673682724892e-02 9.622035546205695011e-01 3.555524022392483330e-01 1.897149628581381491e-03
6.169813600177006530e-01 2.383739874824407530e-03 2.886414678429520375e+00 2.865851609138677092e-01 1.069425979896294177e+00 8.634898300726037146e-01 9.558319536386073595e-03
6.011558053288292847e-01 1.774335705866475878e-03 2.674390000585206817e+00 2.038849488117027153e-01 9.508325030513937737e-01 2.391330507990589160e-01 4.792043983374065725e-04
1.145610107553673540e+00 1.432298779641849595e-02 3.214246304042986946e+00 8.392055330920321354e-02 1.003965078995920468e+00 2.919706662603408498e-01 2.534143550470128928e-06
8.093308334615485489e-01 4.312870822206184979e-03 2.830900447390539476e+00 1.078889527544229232e-01 1.245111655177877363e+00 4.874084155851210465e-01 1.783161515209586920e-03
1.039021220103961252e+00 1.823700707091563183e-03 2.434995243713331092e+00 2.180330794150103779e-01 1.213289900412354294e+00 3.213504926810401008e-02 5.033420018956263287e-06
1.087934831983095263e+00 1.027166047964344839e-02 2.857355974288211531e+00 7.727112135612279609e-02 7.176026341224621685e-01 4.502431966986660816e-01 1.375030871117099841e-05
1.228343593474907181e+00 1.254250023374798260e-02 2.961892515644509949e+00 8.300605256026015455e-02 9.812176874325343467e-01 2.054587292102877383e-02 4.798802888608452027e-03
4.381719417871876021e-01 3.109725469562135518e-03 2.603179501013334729e+00 6.462466354688832515e-02 8.143624575653529707e-01 5.606447351931309608e-02 4.775892434194036092e-03
9.909372144866168686e-01 1.155103702421545614e-02 3.218611330310290342e+00 7.103891325185594796e-02 1.053171756657445890e+00 2.813088838144587323e-01 5.111145516975258077e-06
1.179181908887931174e+00 7.578896988505190793e-03 3.332570699904065847e+00 1.942673817492550359e-01 1.287243240593953120e+00 4.340426239072512349e-01 7.063786148032086872e-04
1.048777371735230446e+00 1.043777596786042185e-02 3.590806489408012947e+00 1.378130924067446639e-01 9.949274440176786305e-01 2.704631343889624118e-01 4.713844335352674104e-06
1.001826592476773081e+00 4.563724041623694848e-03 2.839102144216005819e+00 1.606410010801008481e-01 1.046289595768253200e+00 -1.343924901434661034e-01 1.350657322724916351e-03
9.992976291606543437e-01 8.882734274648742753e-03 3.391496864507192122e+00 1.232947048643759924e-01 9.429335766804415320e-01 5.232470054997316877e-01 9.941986968946415603e-04
3.493653569357491051e-03 2.644006423366168472e-03 2.906021582354656907e+00 9.744022072564324788e-02 9.723334904202524109e-01 3.187648099870882268e-02 1.340577011306505885e-05
2.737424188359670607e-01 4.301858631817299418e-03 2.824740890714219521e+00 4.730273364989098783e-02 1.041560826637494941e+00 9.897373703846271131e-02 4.361393986182864025e-05
1.161615621678176336e+00 7.925259782551532725e-03 3.128458746470386131e+00 1.564466100573493335e-01 1.096003053654470705e+00 4.795173361600186812e-01 5.835990368542751085e-06
3.254545063178589936e-01 4.424861129363181177e-03 2.699973634043069115e+00 4.524636136690784322e-02 1.094634828750916666e+00 1.573454586419549550e-01 9.160708853016657463e-05
5.061150493550894969e-02 4.377712831689905063e-03 3.140201778042913894e+00 6.511469072869278951e-02 1.049405081906497728e+00 2.156545062428859849e-01 6.531438172546020636e-05
1.051661665119244748e+00 9.792973803549513342e-03 3.004511996692408538e+00 1.086492942775886678e-01 8.659901698668287517e-01 2.098023634065770970e-01 1.444528675946870011e-06
1.084068050867747351e-01 4.336813521018181850e-03 2.997564475191719424e+00 8.440726961030989295e-02 7.351921672549049935e-01 7.023673654697110136e-02 2.005827811187666617e-06
9.992976291606543437e-01 8.882734274648742753e-03 3.391496864507192122e+00 1.232947048643759924e-01 9.429335766804415320e-01 5.232470054997316877e-01 9.941986968946415603e-04
6.566337451138987147e-01 4.995342620434093696e-03 3.046119355303922749e+00 1.218624221960545317e-01 1.131292843999890385e+00 2.820581371685893513e-01 1.798301191022286266e-05
9.764718738000309761e-01 1.183126189599600572e-02 3.572576132969567553e+00 9.887916349064505839e-02 1.075775491873539158e+00 2.164347202050909136e-02 8.771213311132088525e-06
4.574432520797847568e-01 1.936552930299119879e-03 2.537727326423917074e+00 1.440789681926657184e-01 7.537526497842789164e-01 -9.319336518717319384e-02 2.637674053102010644e-03
7.265770615262587828e-01 1.660283807583832301e-03 2.376777565599868414e+00 9.490593784406017863e-02 1.435711934552949209e+00 6.327530568582375725e-01 1.002991110234190414e-05
4.128148621619465164e-01 2.158162160761133500e-03 2.879363841828696202e+00 2.061171130023393139e-01 9.903692820360897597e-01 7.509152316449246856e-02 1.844687734784725702e-06
1.080535030674795838e+00 1.191896138783496949e-02 3.506789288920376890e+00 8.848098399954587578e-02 1.106246396027399381e+00 1.425773588592832708e-01 4.178862321041630751e-06
1.040864773815936228e+00 2.035860686145294501e-02 3.909738785144889039e+00 6.124915029081164086e-02 9.678291014719523355e-01 6.489435493695960844e-01 2.363308207750815204e-06
6.391869559904885811e-01 3.452139190562780735e-03 2.764765361094447371e+00 1.074914753715208171e-01 1.129024238248434786e+00 1.353158024679755045e-01 2.704530930833187134e-03
1.029225146089171927e+00 5.684330569459894629e-03 2.576234549998707379e+00 8.437138845119220021e-02 9.123563775671281739e-01 -6.587235457438633812e-02 3.783848217536972080e-04
1.670084260610313343e-01 4.144309794450549284e-03 2.778297994056884157e+00 5.556431392410681597e-02 9.683662726028988699e-01 6.362952478489264374e-02 7.886972793754297331e-05
1.065806968354958251e+00 1.576243781551481260e-02 3.513600758455637685e+00 5.001853797937404200e-02 1.020148964728327723e+00 1.598922425726204133e-01 2.170174230086221751e-05
1.197711611000041643e+00 9.256082730950236648e-03 2.641105823129477947e+00 7.817268425945587962e-02 1.030326785547033053e+00 5.494997336817714073e-01 2.548704127929005501e-06
1.130768755981494733e+00 6.302165539158658888e-03 2.978998581971108450e+00 2.541996044338203919e-01 1.007888354919405538e+00 6.316182947804510617e-02 1.081335783360005525e-04
6.835283441551865957e-01 8.502414868908552553e-03 3.203631465733506989e+00 5.656205657006070642e-02 9.471239403398635792e-01 1.419252563474493745e-01 2.395737440497552727e-06
1.610170514423321653e-01 4.302308543809175122e-03 2.757545501730636062e+00 3.828574449408084918e-02 1.070727814275519219e+00 1.396833539431234783e-01 3.508543134333940552e-06
8.837017602651220383e-01 7.589837264281554426e-03 2.876811961873271262e+00 7.388576526766567343e-02 1.193328625787984265e+00 2.980728410956994812e-01 6.092509946634448666e-05
9.477072318992190159e-01 3.419721210128836338e-03 2.737229952127266053e+00 2.066467453621678163e-01 1.008004082194388307e+00 -3.232023188907645617e-01 2.434351039169071476e-06
1.171406394660968742e+00 4.364616700942698831e-03 2.606618864944886926e+00 1.963367382625095525e-01 9.644397881595418998e-01 6.299723579144828056e-01 2.896040159155108737e-05
9.202586582363772028e-01 1.059461855465206742e-02 3.261546271208671577e+00 6.209011881758625534e-02 1.173366690185117411e+00 3.002036137045140940e-01 7.211899686203656643e-06
1.031345369457792538e+00 7.973318980122453756e-03 3.296073968306283852e+00 1.288267083195372698e-01 1.041702491916553397e+00 2.170055183284643752e-01 1.136711592546704384e-05
7.737004479844253879e-01 2.171683626364216777e-03 2.862916324266093326e+00 4.529998847123353767e-01 9.801120534561540421e-01 -8.137303293315301111e-02 6.091737847655516486e-06
3.250411883687168713e-01 3.771396052379934367e-03 2.712313176366264234e+00 5.422631754070261073e-02 1.122599061336771564e+00 2.808745926421982730e-01 3.914887086260948856e-05
9.866469304032801091e-01 9.692950710972847092e-03 3.352936451959648956e+00 1.208146588886062217e-01 1.126522735954580856e+00 4.942717943371632838e-01 1.861346898226851632e-05
9.107819903075641266e-01 1.274068260679814442e-02 3.564042167559620111e+00 5.851210414900968881e-02 9.974892438751937762e-01 1.569372589729998713e-01 3.315550724707476979e-04
4.225219457329764672e-01 6.343425258084628947e-03 3.379937211603965874e+00 9.228491497979297853e-02 1.055168670896010630e+00 1.575028118791992060e-01 2.569336980042739087e-05
9.183075556356945501e-01 5.468904393860957863e-03 2.903964832750365765e+00 1.169329994684785573e-01 1.135233102162422236e+00 5.085702236847131630e-01 2.338287290645953651e-06
9.069174045413987972e-01 2.533426784589101234e-03 2.830656092151284220e+00 2.898248438692874740e-01 1.168224667989549825e+00 3.604298025673631778e-01 4.679878494973033833e-05
1.006096108592512639e+00 1.243755793682196908e-02 3.521982741056580934e+00 8.077233158424620973e-02 1.204796786153637056e+00 1.589847917885091055e-01 4.359638924843799718e-06
8.747172748134066644e-01 7.660018808051906845e-03 3.052118768848063990e+00 8.031135282598479697e-02 1.111121405197186274e+00 1.527218420314113700e-04 1.498312701742895254e-05
5.834271043483167940e-01 1.452406612869463782e-03 2.589394357661686463e+00 1.724815236282042363e-01 1.088943990505545578e+00 -3.738896868453267519e-02 1.913139696888568561e-04
1.065770749459378663e+00 1.414652740760803315e-02 3.375923433542229901e+00 7.872576930416227969e-02 1.088368630444227492e+00 1.754457223085731377e-02 1.289098172681730809e-04
3.137625580510314260e-01 1.453542561591236997e-03 2.768324550783095805e+00 3.499143291392717847e-01 1.019574255964805110e+00 6.984445575218355406e-01 1.389232353122585545e-04
1.097709164972458851e+00 7.170953188371950726e-03 2.764141961131066250e+00 9.302078404710126258e-02 1.170279354297940166e+00 3.965966532407906864e-01 1.207111744763262424e-03
9.594485036960205271e-01 1.065421529718814722e-02 3.045913711275243685e+00 7.141359464803412327e-02 1.119512369621296521e+00 2.542362730935791015e-01 1.761928293297506615e-06
9.788184043460823602e-01 6.464997046989082001e-03 3.086296163919081792e+00 1.059547271459679724e-01 1.102006276881660307e+00 9.564772999679170828e-01 5.929803899526980257e-05
1.183484734940048355e+00 9.922473663627643520e-03 3.068222539482641231e+00 1.249760679568630017e-01 1.009034899019245701e+00 6.947363051255790456e-01 2.576661572808638403e-06
7.898751191415049888e-01 8.201537951293377468e-03 3.231998289138047653e+00 7.451445837964681962e-02 9.304515446769270337e-01 4.351522105210375302e-01 6.596967669313517934e-05
3.173488520848725125e-01 4.721410246004723206e-03 2.602834816570652077e+00 3.486830643964487775e-02 1.174480079720269465e+00 6.148838061296207913e-02 1.546533369452297721e-05
1.101167417883043065e+00 1.375734609533501608e-02 3.932603926507849401e+00 1.408157400033111240e-01 9.886907913206171017e-01 2.453241761189997039e-01 9.311910833289677180e-05
9.140891330711707896e-01 9.871201604075008351e-03 2.927995063385324670e+00 5.636502245957344948e-02 1.088993484291415959e+00 1.739325066429846522e-01 8.587381087406207323e-04
4.225219457329764672e-01 6.343425258084628947e-03 3.379937211603965874e+00 9.228491497979297853e-02 1.055168670896010630e+00 1.575028118791992060e-01 2.569336980042739087e-05
1.211274484183711753e+00 2.141166031554440560e-02 3.934899697964479692e+00 9.924397112985852698e-02 1.205019418815900245e+00 5.372408912717088203e-01 7.354428281437764246e-05
1.084263293073317147e+00 1.321511981021538176e-02 3.302080510505308375e+00 7.835812647945862575e-02 1.122867903666070033e+00 1.775788307801303700e-01 3.485552825283208011e-06
1.207077931258949688e+00 1.763853441677360606e-02 3.630089464031798663e+00 7.550959865029226170e-02 1.261510359148349414e+00 1.686659931571080628e-01 2.292688348113630236e-05
1.244485140546537583e+00 6.185872961027401133e-03 2.959266348422165294e+00 2.384445087989752743e-01 1.071598488290074647e+00 7.977725239520391809e-02 7.469372866343311056e-04
1.418395147031665249e-01 3.217345097658761213e-03 3.011460945956149438e+00 1.268364055060939855e-01 9.614410164448506935e-01 3.226886778694094682e-01 6.344377465974307536e-04
9.968045074818689955e-01 1.332053779242229653e-02 3.441936427600933879e+00 6.408754637835099854e-02 9.934079723933406658e-01 1.567360545422460671e-01 1.057897723202196830e-03
