# Simulated light curve
# model: OneBendPowerLaw
# input parameters: A,alpha_1,f_1,alpha_2
# [ 1.         -0.40021394  0.03214472 -2.74496085]
# Fvar:0.25369798523923454
# FoM:12.916329395924251
# seed: 278900
# seed_gaps: 225596
# Time	Value	Error
2.392500000000000000e+02 2.095171985496439238e+00 1.558926828852970695e-02
2.395000000000000000e+02 2.071310604068608452e+00 2.610619734416191884e-02
2.397500000000000000e+02 2.095239219027976940e+00 2.612115848230273790e-02
2.400000000000000000e+02 2.100957774771599063e+00 1.592585352328944326e-02
2.407500000000000000e+02 1.815091834802298187e+00 3.813897512882209739e-02
2.452500000000000000e+02 1.270138698993365178e+00 2.351467357638711148e-02
2.455000000000000000e+02 1.142354687077501429e+00 1.217534007476704129e-02
2.465000000000000000e+02 1.166975779813175240e+00 2.750176508503380385e-02
2.472500000000000000e+02 1.035119110683607735e+00 2.812947220514539284e-02
2.482500000000000000e+02 1.107485997891949792e+00 2.250033094676099146e-02
2.487500000000000000e+02 1.074856935813270908e+00 2.505808281645910407e-02
2.497500000000000000e+02 1.045406760578305283e+00 3.547286891229915057e-02
2.525000000000000000e+02 1.076877457528001791e+00 1.043386271073486367e-02
2.530000000000000000e+02 1.077066616036511437e+00 3.016819472429331864e-02
2.535000000000000000e+02 1.156533582460088860e+00 2.551408359759447728e-02
2.547500000000000000e+02 1.206763833962142485e+00 1.970153355630388861e-02
2.550000000000000000e+02 1.171352199455005128e+00 1.765009330302339668e-02
2.565000000000000000e+02 9.790939736532406901e-01 2.719335797588724388e-02
2.570000000000000000e+02 9.411629580647866700e-01 2.152317068933278649e-02
2.575000000000000000e+02 1.065474367595351746e+00 1.123903211238866558e-02
2.577500000000000000e+02 1.162047833575219125e+00 3.563207468880102285e-02
2.585000000000000000e+02 1.227429273528340081e+00 2.241649212748962616e-02
2.612500000000000000e+02 1.635713404150320072e+00 1.403818332450655799e-02
2.620000000000000000e+02 1.714095325555945459e+00 1.444961259717079255e-02
2.635000000000000000e+02 1.595660317308837284e+00 3.088769022751355550e-02
2.640000000000000000e+02 1.602460894695847626e+00 3.964429554962108082e-02
2.642500000000000000e+02 1.539561892840927371e+00 3.121688607485823344e-02
2.647500000000000000e+02 1.430834006886202880e+00 2.651437316439793357e-02
2.655000000000000000e+02 1.514176959740816786e+00 1.370932170437820681e-02
2.660000000000000000e+02 1.517941360617967250e+00 2.793505233403644275e-02
2.662500000000000000e+02 1.491481975638100810e+00 1.496063248492343276e-02
2.670000000000000000e+02 1.501045198747853693e+00 2.100215026807440710e-02
2.677500000000000000e+02 1.507135596464627580e+00 1.405999585614822224e-02
2.680000000000000000e+02 1.536761241491104935e+00 3.269690700504318537e-02
2.682500000000000000e+02 1.624470433964723570e+00 3.081204535760199981e-02
2.707500000000000000e+02 1.236955155356018299e+00 1.735411820703872815e-02
2.715000000000000000e+02 1.092190162197348213e+00 2.797617753507062113e-02
2.727500000000000000e+02 1.168653518803913105e+00 3.709388216594378812e-02
2.730000000000000000e+02 1.074279152179376640e+00 3.589507529608288589e-02
2.735000000000000000e+02 1.175088486315017500e+00 2.138335961632270923e-02
2.745000000000000000e+02 1.314651410819873689e+00 3.726406087500828274e-02
2.750000000000000000e+02 1.472613869751953297e+00 3.212940106698863180e-02
2.757500000000000000e+02 1.597726600041888378e+00 3.592202101579643897e-02
2.762500000000000000e+02 1.466903853576181360e+00 2.730961877282719885e-02
2.770000000000000000e+02 1.435121876915577355e+00 1.474060973549893433e-02
2.797500000000000000e+02 1.002467255565061777e+00 1.001486165056905686e-02
2.805000000000000000e+02 1.053817570118979807e+00 1.631405778994314548e-02
2.812500000000000000e+02 1.106148589088236101e+00 1.550102810686595362e-02
2.845000000000000000e+02 1.114470753376640921e+00 2.538349177259734829e-02
3.425000000000000000e+02 8.168346102289172350e-01 1.403387904491803541e-02
3.430000000000000000e+02 8.087261416218738397e-01 2.584665291944103840e-02
3.432500000000000000e+02 8.631482333316069511e-01 1.041976083574597256e-02
3.447500000000000000e+02 8.314795423653885686e-01 1.748037299695765975e-02
3.452500000000000000e+02 7.990352636594495461e-01 9.701428821607087707e-03
3.470000000000000000e+02 9.413630875557823519e-01 1.751979923356757063e-02
