weight logl α₁ f₁ α₂ f₂ α₃ variance ν μ
0.000000000000000000e+00 -5.714757010335631549e+02 8.217910714777065806e-03 9.959259694965654219e-01 1.376863788326870841e-01 7.393678516397479417e-01 7.983720623680807815e-01 8.080290074120132227e-01 8.724148771440427552e-01 5.867746364069226228e-01
0.000000000000000000e+00 -5.703567095632968176e+02 4.789893457772427254e-01 5.301835241485600703e-01 1.949797705334835873e-01 3.664422205065512861e-01 5.669340365535011639e-01 1.138725950654095875e-02 4.580199059666448802e-01 8.101354490570329414e-01
0.000000000000000000e+00 -5.679024755158678772e+02 7.155325839477578720e-01 9.118642808498041985e-01 2.321850974853439942e-01 5.219984269098093543e-01 3.907162173319161935e-01 9.840385292933371275e-01 7.063524988264839877e-01 3.401641929029530775e-02
0.000000000000000000e+00 -5.390154512630308545e+02 1.549178600669114392e-01 8.221321082913340961e-01 3.643886977848597164e-01 3.157453224224043842e-01 3.991060602384632894e-03 9.133111815787268162e-01 1.646774091740228485e-01 5.662267006848709094e-01
0.000000000000000000e+00 -5.263901254500524374e+02 3.921032726619043673e-01 7.036252548003676388e-01 3.613035940623715581e-01 5.957031333339734003e-01 3.173161123655128257e-01 9.753596465155548456e-01 9.609247034345538285e-01 7.917763630087100157e-01
0.000000000000000000e+00 -4.707754659991524022e+02 7.957896485977777878e-03 1.500140595063249593e-01 1.135793786333147981e-01 6.712347617994818272e-02 8.136979707630889180e-01 5.080907344553372562e-01 1.130282895623424544e-02 7.090887193812913658e-01
0.000000000000000000e+00 -4.646264644814849021e+02 1.865832662750119830e-01 1.230081571478538471e-01 2.054706289047978363e-01 8.927573755553646073e-01 4.619528860954262850e-01 9.683224947274597927e-01 7.051275523740756501e-01 8.313220487679083837e-01
0.000000000000000000e+00 -4.616286351867578333e+02 3.290985114025045677e-01 2.835002305142733103e-01 4.565880518743714589e-02 7.331211335356689895e-01 8.507732600413681068e-01 9.547897059915058104e-01 7.397811486734512387e-01 4.980199981921882291e-01
0.000000000000000000e+00 -4.572510940369776336e+02 2.156090340803034078e-01 6.887023537691244757e-01 7.672860045191201017e-01 1.232896376027546870e-01 4.330503026420153834e-01 3.339220986862670992e-01 2.547828694851256293e-01 8.035289292439062869e-01
0.000000000000000000e+00 -4.440181783906991200e+02 1.340856852074682193e-01 9.574172523692403569e-01 6.268994452710423548e-01 5.822792939895442554e-01 4.296626827481964117e-02 7.522791152903227641e-01 4.922380017539336183e-01 5.815299345309565826e-01
0.000000000000000000e+00 -4.409649377877279903e+02 5.629909940873619734e-01 9.801553133460740863e-01 2.426408543101072901e-01 1.603728934748167578e-01 7.132221752882499377e-01 9.148651863468230117e-01 6.904903676658658007e-01 8.989617952307654702e-01
0.000000000000000000e+00 -4.246429151061214498e+02 1.424574709411549067e-01 8.947249696250083595e-01 4.891008212208647343e-01 9.510960621606068255e-02 1.799747009202564696e-01 2.231833257294590922e-02 7.727665454568115599e-01 4.732523971992255163e-01
0.000000000000000000e+00 -4.155696779009143711e+02 1.337773911240407454e-01 5.443656306779767196e-01 2.676476929017301831e-02 9.460542876470028339e-01 7.249667189559151348e-01 4.595203014667081920e-02 5.842618698817858558e-02 3.737014852737272630e-01
0.000000000000000000e+00 -4.136636812388110798e+02 5.451433668678963285e-01 4.365656908774361300e-01 7.244293991617667405e-02 2.294147219869480114e-01 1.677502101604855245e-02 8.681914043754911381e-01 3.576837182164305240e-02 6.515323200448990271e-01
0.000000000000000000e+00 -4.135766066192177277e+02 6.687022010371200809e-01 7.357808229309895642e-01 7.014751783338549762e-01 6.163771991825418572e-01 5.751221266313805147e-01 9.804110498226837889e-01 3.361803109816707824e-03 7.282507456250711941e-01
0.000000000000000000e+00 -4.095820806646870551e+02 2.609987114632926763e-01 1.958522274604900248e-01 2.467089156097553859e-01 3.769021519439228474e-01 3.984369062109807125e-01 7.604628644775179858e-02 1.789062614958358832e-01 9.960574267615982524e-01
0.000000000000000000e+00 -4.069804857255712705e+02 1.222163592246318098e-01 9.543202744960649353e-01 5.345806526615530796e-01 3.024917972149077094e-02 8.878137332776632196e-01 7.140333977443129587e-01 7.517959127244001616e-01 2.865127774948812434e-01
0.000000000000000000e+00 -3.835959533835539332e+02 2.259132417693088257e-01 9.146161856234168441e-01 8.130599580952355687e-01 1.677297032002876831e-01 1.523563683463680096e-02 5.006856476705904280e-01 6.887824174896490792e-01 6.707114267203939661e-01
0.000000000000000000e+00 -3.774107969745467699e+02 2.548261349567699785e-01 9.302445011413623677e-01 1.924872210232626557e-01 3.820673538865188013e-01 3.842006478316111195e-01 7.967551212569805585e-01 2.934243803516897175e-01 5.153221061943594750e-01
0.000000000000000000e+00 -3.765340613308548541e+02 1.624407189516915428e-01 8.226065854365894880e-01 5.085033964414096275e-01 5.373048444288618386e-01 8.615736362109254198e-01 8.727896401949462035e-01 9.743411251057524369e-01 3.171735094726021442e-01
0.000000000000000000e+00 -3.648854438049348801e+02 5.155744063992385717e-01 8.674590459038172829e-01 5.217268106091801361e-01 9.694711259669800407e-01 1.216707921185400387e-01 5.107560047850732143e-01 2.238634873204665698e-01 9.790007716965457574e-01
0.000000000000000000e+00 -3.598732704394290067e+02 1.745590187724840314e-01 6.076852231374292312e-01 1.750349145241264504e-01 4.080686803983987199e-01 1.310056794801622848e-01 8.182808550286256866e-01 9.432664139668511805e-02 5.883021173069810095e-01
0.000000000000000000e+00 -3.558531353033522464e+02 4.849973222168963982e-01 8.446300076277424296e-01 2.068953692191833893e-01 2.658038880285473748e-01 6.403385206070366653e-01 3.863490726808386233e-01 3.396612644863975516e-01 9.363151519854359117e-01
0.000000000000000000e+00 -3.442608731776487616e+02 8.215811259715730674e-01 5.700615920858252972e-01 2.893560964673390634e-01 2.830113912337384185e-02 7.201238119497014312e-01 9.995168547648509705e-01 7.258081467236333628e-01 9.899529552829531287e-01
0.000000000000000000e+00 -3.302777487239121683e+02 1.810280768996547218e-01 5.605363777167120531e-01 2.752006023281075020e-01 2.766705104147254568e-01 2.095240007641532287e-01 8.440552752953436322e-01 1.405384065621129164e-02 6.687528445061963200e-02
0.000000000000000000e+00 -3.290689571382342251e+02 5.128926666485096320e-01 7.975132634266129950e-01 3.234535594663620062e-01 1.026528273484709208e-01 5.156518532440861335e-01 9.192062209814638729e-01 9.740837473386655398e-01 8.133780297562585027e-01
0.000000000000000000e+00 -3.252773784472805687e+02 4.692120075386203570e-01 7.286381175351264172e-01 4.738168742050130611e-02 6.321017072783545743e-01 4.913169921081042002e-01 5.040835732427471072e-01 2.504424901203124998e-01 3.649845209981494865e-02
0.000000000000000000e+00 -3.234495596256285239e+02 2.702029727338370879e-01 3.628873377291227387e-01 1.320541414362197408e-02 9.067130633832883868e-01 2.451163423141909936e-01 5.332333291448781987e-01 1.167489859240211647e-01 2.903741514677985469e-01
0.000000000000000000e+00 -3.186939699091764169e+02 4.441154601720505024e-01 8.949975686416941079e-01 1.256851757845156570e-01 7.137684308690116497e-01 9.118988817253009804e-01 1.252348785691090871e-01 6.040590025669443364e-01 7.523154982276766267e-01
0.000000000000000000e+00 -3.158580213411175919e+02 5.194034018640347750e-02 8.922615521806308569e-01 1.760529644211790146e-01 3.632317284179659156e-01 3.326351634771406163e-01 1.187550220032346227e-01 7.780210217264807993e-01 5.562203405515809829e-01
0.000000000000000000e+00 -3.141911667797984933e+02 3.651018691210863309e-01 7.963935495650856788e-01 5.134971948280560028e-01 1.641041626078407756e-01 1.974071098268099789e-01 8.000871420308618420e-01 8.343633879541121345e-01 7.568027715492253726e-02
0.000000000000000000e+00 -3.137452394224665113e+02 1.011204040370912161e-01 2.050750181055678301e-01 1.483279558717733870e-01 9.522858347840387205e-01 9.945067766982921276e-01 6.361188984861819717e-01 8.418336618870695398e-01 7.905929831752490644e-01
0.000000000000000000e+00 -3.068669692182212998e+02 1.991408953104063517e-01 7.227078699635798298e-01 5.637107041534984431e-01 3.349971495532378940e-01 6.560276375073935684e-01 9.067122383108288108e-01 8.806237177104855318e-01 5.374848753218531838e-01
0.000000000000000000e+00 -3.052269964763347048e+02 1.680180329185743116e-01 4.310887211083056503e-01 1.129892842966153665e-01 5.892491788735076952e-03 2.377471961283821322e-01 8.258014919455237690e-01 4.261154919461733748e-01 9.617739734666619356e-01
0.000000000000000000e+00 -3.018655800956557300e+02 2.921709552771367679e-01 7.706192707816693632e-01 5.372608371823042184e-01 8.548721126998791719e-01 2.336704262300839385e-01 6.858512834153169813e-01 1.097012061051825249e-01 8.074149697154846539e-01
0.000000000000000000e+00 -2.738446795567197114e+02 3.544972922383959890e-02 1.231510065864357406e-01 2.092714505931095870e-01 9.279191686179221188e-01 8.069939183598664467e-01 1.881793791331030086e-01 4.804630162972878260e-01 8.416456291700787906e-01
0.000000000000000000e+00 -2.647759877090654186e+02 3.579820288400304973e-01 7.007627414744842520e-01 9.533313165401818834e-01 7.354659955334342802e-01 4.309884033438299289e-01 9.044835584619891344e-01 9.498380472379119865e-01 7.707698246201144521e-02
0.000000000000000000e+00 -2.600633231994402763e+02 3.028025114741013102e-01 5.980901275469203693e-01 4.661282322297233272e-03 5.770904567321396561e-01 7.109780751719085856e-02 4.156542330367412053e-01 7.056387911574678595e-01 5.034972815421290271e-01
0.000000000000000000e+00 -2.515649492437652555e+02 8.139439978077727122e-01 8.401888993298100017e-01 8.858196663493762557e-01 7.168488659833894827e-01 8.891715935781139279e-01 9.403651663625464119e-01 1.649869199050336688e-01 8.195586969454524695e-01
0.000000000000000000e+00 -2.498718232900802150e+02 1.104913224715861064e-01 5.196586980908581843e-01 1.564504369539494455e-01 6.474401773470770394e-01 2.062690328308380838e-01 4.133267889104760284e-01 1.265388426367526353e-01 2.567456781158394818e-01
0.000000000000000000e+00 -2.412378802128330335e+02 5.184572572876118279e-01 5.495712702482236089e-02 9.899380918502036497e-01 9.955250446760423033e-01 9.016895983442188012e-01 2.694892967274482576e-01 2.082682286202002242e-01 3.477688842777914013e-01
0.000000000000000000e+00 -2.389181009215004110e+02 5.101878298194524319e-01 9.866629636511529133e-01 9.733804969991310951e-01 2.616159219119901236e-01 3.034076844952615648e-02 4.869440820921121515e-01 8.296578505767162603e-01 8.951967710180397386e-02
0.000000000000000000e+00 -2.329465424677313763e+02 9.126161478968279894e-01 7.974318070825971994e-01 5.434428055651889800e-01 8.882324466371338545e-01 8.582505388485539566e-01 9.575483811609067919e-01 7.860456055027965627e-01 1.533802090788232153e-01
0.000000000000000000e+00 -2.288004915065691307e+02 2.256871883217540509e-01 4.281779613630273262e-01 2.423355878313000478e-01 8.575203899555260412e-01 9.022753787819418614e-01 8.496077201203902085e-01 5.365772470438253672e-01 7.840080942347391613e-01
0.000000000000000000e+00 -2.223409715135722138e+02 6.099227151034816163e-01 5.578552715987297184e-01 2.571741129479576671e-02 4.665610586955293293e-01 1.536544197887759200e-01 8.065397100853868295e-01 4.632658818405288592e-02 7.138452308055821538e-01
0.000000000000000000e+00 -2.182546737139771267e+02 1.596578979279724697e-01 6.007110432688358426e-01 8.354554750996293633e-01 6.131699845410671923e-01 1.913121013833393169e-01 9.642171862943651472e-01 7.085190825651419555e-01 2.107384987655861464e-01
0.000000000000000000e+00 -2.160668703937906230e+02 4.666961772876586645e-01 4.877981982623436075e-02 8.822722891575436321e-01 3.676978716682507420e-01 5.953905666304024624e-01 1.696479083420743272e-02 5.809946194367078265e-01 8.985485320878616733e-01
0.000000000000000000e+00 -2.157948614289688294e+02 9.745206418595520059e-02 7.770287004765937811e-01 9.243095193576540414e-01 5.750197876276599285e-01 6.229318858501540213e-01 6.950863148842765238e-01 8.333478665796685281e-01 3.049146995214921940e-01
0.000000000000000000e+00 -2.056563370656060954e+02 4.038068631876023939e-01 8.171116941992748739e-01 2.155973741630141660e-01 4.180373184178027834e-01 9.347252558994575411e-01 7.881632380267641347e-01 8.400245912243934354e-01 6.055623340607452221e-01
0.000000000000000000e+00 -2.020254911790759706e+02 4.489415500536626524e-01 9.061713429673168285e-01 1.438686561381865570e-01 9.296368994258088492e-01 2.315960988635207274e-01 5.580563121960622208e-01 6.517225099222205831e-01 7.874060223508581036e-01
0.000000000000000000e+00 -1.872437185172804277e+02 2.222463989193449452e-01 6.831244392310108493e-01 2.197126750895783687e-01 6.633894118432906994e-01 4.389191297745975717e-02 4.419803486362067213e-01 4.081940798678004301e-01 6.513207996775086661e-01
0.000000000000000000e+00 -1.867728314598396651e+02 5.097330932965890016e-01 7.063380276448317785e-01 3.189691564588603701e-02 9.716631269365435530e-01 5.999897341685198615e-01 6.007650179461073714e-01 1.764472221875429403e-01 8.137219080024082896e-01
0.000000000000000000e+00 -1.855505887255616528e+02 5.376303975106248023e-01 9.959300164812031619e-01 7.054022535109110148e-01 5.707630188141499250e-01 8.608938760326793060e-01 7.252183364775237617e-01 2.304748786873709321e-01 5.588135182201389162e-01
0.000000000000000000e+00 -1.852256807374082541e+02 8.731079216420319922e-01 5.031989744159501843e-01 8.771947965213533482e-02 3.380650406430575350e-01 1.754644215710920996e-02 9.158689406847840830e-01 1.257147279370066650e-01 7.358928891231570901e-01
0.000000000000000000e+00 -1.837684387681291867e+02 8.722331687413268364e-01 2.375550076464860716e-02 4.653021426136982885e-02 4.532625102975594844e-01 1.032228178111438410e-02 8.912076645509448003e-01 2.672181319462593185e-01 3.475234906015938208e-01
0.000000000000000000e+00 -1.836152636699989387e+02 4.518142156506147478e-01 8.136903611292989336e-02 8.678758682251430656e-03 6.752708321779915535e-01 1.713752943400375095e-01 6.731660317202023958e-01 7.568028937143315149e-01 6.462279574461859966e-01
0.000000000000000000e+00 -1.820489084616669402e+02 2.825131561320736173e-01 8.723564840367814543e-01 2.748688557646575825e-01 7.616882295319856722e-01 5.313310372990524000e-01 6.599153504312101903e-01 3.226072438230557227e-01 4.062663320465846883e-01
0.000000000000000000e+00 -1.811285296026548792e+02 8.945153912116621253e-02 6.067522678176023865e-01 1.916282089181148285e-01 6.211675778766555522e-01 4.656574396361704560e-01 7.338316201884705903e-01 2.089601318920469852e-01 4.904601715179381927e-01
0.000000000000000000e+00 -1.713868039454825976e+02 2.941043574729350629e-01 1.468543311053747136e-01 3.900677287019893580e-02 5.938440730471020723e-01 9.665970593604843453e-01 2.417314839433211127e-01 5.913563628285567475e-01 1.037052063985347550e-01
