α₁ f₁ α₂ f₂ α₃ variance ν μ
1.169907383631947129e+00 2.449866210349462003e-02 3.798248821053076263e+00 6.053583364633315922e-01 3.880408515751952336e+00 6.668981898824512256e-03 1.276164334675795153e+00 2.968191868192875393e-01
5.870928371755308461e-01 1.011296923649114944e-03 2.061572811444000841e+00 3.521192087238487339e-02 3.966340867768128220e+00 2.205174846918186993e-02 1.189029410250146856e+00 1.221381096847991010e-01
1.212688238441374855e+00 4.365791915764321630e-04 2.490917426027452031e+00 1.950476556052286037e-01 3.380190439603281582e+00 2.376791797234667492e-02 1.282844926889120662e+00 2.857804903682038544e-01
6.283259216392718116e-01 8.634241235545929948e-04 2.744070302253811988e+00 6.058937716419999786e-01 2.766822120259788242e+00 5.428942336208483765e-02 1.149240285443094090e+00 2.145365424560569778e+00
6.735283107546573556e-01 5.269751397547062580e-03 1.250452162918892274e+00 1.018347507236551895e-02 3.404718589944534468e+00 1.487427980326969448e-02 1.202841596325395779e+00 1.257390983572749255e-01
8.889781414285682359e-01 9.912686022645223350e-04 1.872772727716158325e+00 1.069711948409654209e-02 2.994522307070022649e+00 2.255931229772604671e-02 1.144596820112142144e+00 -3.608577936014907284e-01
2.982668735896234491e-01 3.888519243483927468e-03 2.585141114015550023e+00 7.111749175005647669e-03 2.940432759811824504e+00 1.864929488076804906e-02 1.168889705643202603e+00 3.425170238066386208e-01
1.045728405931559912e+00 2.432648000068404846e-03 2.688259544054285133e+00 5.892888462686584283e+00 3.575453688641470062e+00 2.235827509911752706e-02 9.847598723715613733e-01 4.341882771399072083e-01
8.633158241914355990e-01 1.755855499151908784e-03 1.670408167349165529e+00 1.392859556762916090e-02 3.312799935860140543e+00 1.860332056718487156e-02 1.076260766205039188e+00 1.299739232294866154e-01
3.705745911836269557e-01 2.842632851006619658e-03 2.665791041116907234e+00 1.453639379776280771e+00 2.795013339759711002e+00 2.285676027979898980e-02 1.085156902152249803e+00 2.560389367618066681e-01
6.967869638149349898e-01 5.284334944426347797e-03 2.704912571865393023e+00 9.826353395845567607e-02 2.896515355488606946e+00 1.195600375524204055e-02 1.237476669588392530e+00 3.566523352393730084e-02
7.946490276594081470e-01 2.784835628560395401e-03 2.849341037732825210e+00 2.133753180515257863e+00 3.582077207089725324e+00 2.927893597477642523e-02 1.303388343657438941e+00 5.288437194391791829e-01
9.745662364103874209e-03 4.158011301090985129e-03 2.956689698595428961e+00 4.557392374349285014e+00 3.946002476804407966e+00 2.152101204788819597e-02 1.130822053628924406e+00 1.473419342404665433e-01
5.326474606156482716e-01 5.904477068649516616e-03 2.780644362252040924e+00 3.685801993157714757e-02 3.300747954776424464e+00 1.864260139134583591e-02 1.220820778878617174e+00 3.504725068904626650e-01
7.931220600558647194e-01 5.601303350086316024e-03 2.749740993427238767e+00 1.165668780397162374e+00 3.071554645833661557e+00 1.186725821624502047e-02 1.200484159099797887e+00 5.417101308360067202e-02
9.821212820235919461e-01 3.374737934646020350e-03 2.371908247222986876e+00 2.200080848889936214e-02 3.728959469987120912e+00 3.647319779260654177e-02 1.108434370060138230e+00 4.696505559132460039e-01
5.935863686093549862e-01 9.533616695767344528e-04 1.681340586208257326e+00 8.907808406762229500e-03 2.819039089970410750e+00 1.068626587889440899e-02 1.191696298659481679e+00 6.208061555229510420e-02
3.505038031580308688e-01 2.923764377610396214e-03 2.538483592862193827e+00 1.537320051563378920e-01 3.837543771961692940e+00 1.810692646572277173e-02 1.210687979836363226e+00 2.861882368755458428e-01
2.114367967655315927e-01 6.348417835720963432e-04 2.311077072873796379e+00 4.227971314156492966e+00 2.507868854225345778e+00 2.035468060489731279e-02 1.013822653297846710e+00 1.223257946151182107e+00
1.224165351376547584e+00 1.572861745966878250e-02 3.272763825977424990e+00 7.658939024013356800e+00 3.344422519661714777e+00 1.068082417215060476e-02 1.197198393395150662e+00 8.284162814725751223e-02
6.351868153788453597e-01 8.732314853519228520e-04 1.987739412174382103e+00 5.950393627524734608e-02 3.838691469475889573e+00 1.342486215627161465e-02 1.201211826289144247e+00 3.417125253384715733e-01
1.208432937917996775e+00 1.034971287639665193e-02 2.753716689565835374e+00 7.143044096299488999e-01 3.361229359559815499e+00 1.151836888134565376e-02 1.139849176425062671e+00 2.413225619299748659e-01
9.082930889236802141e-01 3.236826407581331038e-03 2.764335655328755692e+00 3.918772009088393182e-01 3.474607060890650523e+00 2.705145004150054724e-02 1.086739694720899818e+00 4.483840427567030718e-01
7.119784920918221793e-01 6.830050583419918116e-03 2.838355785569768308e+00 1.221622300108277992e+00 3.123439552320322665e+00 1.203836087650639493e-02 1.183278942388622967e+00 1.101079434273379842e-01
1.145820480502919514e+00 8.371906416908507856e-03 2.806005917049940734e+00 6.543799404474059500e+00 3.347520235458893545e+00 1.201990480583469204e-02 1.314950476381420597e+00 3.169484126357801634e-01
1.105348262896967970e+00 5.735284070194824994e-03 2.990393504784676360e+00 1.096455345552056038e+00 3.894678556900425193e+00 2.118338938927288168e-02 1.212069189060218211e+00 2.305335927868850110e-01
3.400941534084730988e-01 2.267418822524572535e-03 2.275398293306343245e+00 6.621036605345451131e-03 2.726438703642386940e+00 1.638835694882900124e-02 1.170373341383988741e+00 2.133060974963728595e-01
2.451796276691979581e-01 5.298727847754909279e-04 1.717262500904654265e+00 5.007386252003801462e-03 2.870869328197577452e+00 3.528878592212924409e-02 1.024984991697418968e+00 7.244789814123601124e-01
4.473656254519980946e-01 3.670264218975169499e-03 2.530233759087990641e+00 2.830994337514745607e-01 3.473916862761533331e+00 1.050052859536850652e-02 1.071421197495357580e+00 -6.414693299351009736e-02
1.057538172166368140e+00 8.433922799676212348e-03 1.598859321145646550e+00 1.076355483223173648e-02 3.183956141871174594e+00 1.104839339379558479e-02 1.031870645068387882e+00 2.075303784767297821e-01
9.400723832731923135e-01 8.030834242771030425e-04 1.488634982119892758e+00 6.047751994513453008e-03 2.915096078001717661e+00 1.959759264563484121e-02 9.853229632982554165e-01 -9.060748916060401559e-03
3.912062338265895334e-02 1.054130105175950325e-03 2.504435711376510110e+00 3.566976567024591205e-01 2.944032110365197408e+00 2.895112604107653864e-02 1.226224428311725845e+00 6.905743511028463733e-01
6.575533047529636965e-01 2.737253330110890268e-03 1.402630040365106190e+00 1.723025178711862920e-02 3.997442849186037872e+00 1.603160331303992922e-02 1.255019596953509620e+00 5.500950363692297396e-02
7.314964240146250019e-01 4.655260121669888181e-03 2.623735345961527354e+00 4.084077307495149078e+00 2.910429642220177193e+00 1.161851400696242882e-02 1.033851325759660211e+00 3.807031563383451722e-01
6.967869638149349898e-01 5.284334944426347797e-03 2.704912571865393023e+00 9.826353395845567607e-02 2.896515355488606946e+00 1.195600375524204055e-02 1.237476669588392530e+00 3.566523352393730084e-02
1.060352563459771691e+00 1.302243645809760507e-03 1.435113026606957831e+00 1.257995926149670790e-02 3.060484187749684892e+00 1.061392780666456891e-02 1.254349759268093889e+00 1.216663026099029654e-02
6.196606410783054297e-01 4.015172978410758023e-04 1.849134898001103089e+00 1.309117079088928035e-02 3.049470150437666671e+00 1.704895558468411815e-02 1.270124439947957651e+00 5.686060912090944441e-01
5.077516977834730660e-01 8.946080607402514488e-04 1.263622219191248064e+00 1.666833111261901328e-03 2.704444402980881179e+00 2.071574986601883508e-02 9.240279315089811041e-01 -6.232144629079672260e-03
4.702642891580052775e-02 6.855776876440531752e-04 2.364422226969677965e+00 1.737555671767446464e-01 3.509919273028748954e+00 2.242310590307282012e-02 1.143958093571448176e+00 4.879297384172093799e-01
4.394923933131176241e-01 9.927827491471653051e-04 1.373769002564323216e+00 3.256843795408013911e-03 2.918636940860731777e+00 2.527303648595004976e-02 1.022722039815281425e+00 5.502220133236994659e-01
4.977471067850278152e-02 3.728214959903105230e-04 2.141145405267555812e+00 1.057836654110644731e-01 3.407761045729966298e+00 1.273613181719793208e-02 1.276712006051782922e+00 -1.650819829586499532e-01
9.672910525966877948e-01 1.549607875908893748e-03 1.723260548430253447e+00 2.815916095163923955e-03 2.933011846636985887e+00 2.359287122944735832e-02 1.092564853831402338e+00 -2.789791910762273730e-02
6.580346681189402913e-01 3.303283513859819019e-03 1.758928533670472305e+00 5.707217408939490449e-03 3.023315235232075793e+00 1.590563583215925947e-02 9.931880354466061656e-01 7.614930908717640889e-01
1.981821401271163796e-02 5.528642077700647410e-04 7.251702042410308469e-01 1.253499431090454499e-03 2.613110972113127595e+00 1.874670410218971447e-02 1.112408097759741921e+00 -2.109811029691355255e-02
1.197572242864346492e+00 7.203208357282823993e-03 2.659868584560014959e+00 4.711215050025958639e-01 3.163365625555515592e+00 1.382232182424170813e-02 1.136139196699611498e+00 -1.388803968464065730e-01
1.114834034882221658e+00 8.687452740032578858e-04 2.015578642362003237e+00 6.059615508129548300e-02 3.723259043611768959e+00 1.199969992870287411e-02 1.290393624156602526e+00 -1.578242535029115712e-01
1.124093819342183664e+00 7.580945987354736557e-03 2.709575545619213877e+00 5.915393664850949335e-02 3.992325177189036012e+00 1.861439713428409554e-02 1.083419495849638814e+00 4.109773824541811393e-01
8.770332570156538776e-02 8.215848324247485837e-04 2.430412756629055426e+00 4.144391201613382980e-02 3.017844997160607612e+00 3.662485031300530963e-02 1.046662548912364432e+00 -3.301973797853037240e-01
7.601149861666879337e-01 4.785746971583240521e-03 2.757535646001069374e+00 4.331609254597787451e-01 3.989138815874302857e+00 1.450040336412283457e-02 1.152084916369062961e+00 3.700754774351576182e-01
5.666242130526534249e-01 1.897807975954211596e-03 2.241961922912591110e+00 6.868976468589396700e-02 3.659087420686637060e+00 1.768306446275219601e-02 1.299989853330124179e+00 4.600227463470583644e-01
8.661918934442400797e-01 3.247839066002872633e-03 2.413193295894794588e+00 1.898323134406988966e-01 2.658396988641121617e+00 1.168663593344353852e-02 1.201903935751412966e+00 3.295598398009941254e-01
4.062054270555379154e-01 2.165903153086165111e-03 2.425530277234219323e+00 3.037399425928721808e-02 2.989754378778559651e+00 2.021489757841617510e-02 1.068158833273842534e+00 4.195895152228710234e-01
1.249951472766407390e+00 1.181336748815665569e-02 2.543522511689982224e+00 2.107742435094027075e-02 3.619630866847448836e+00 2.147691173301931322e-02 1.243726356526139831e+00 1.110010631225255562e-01
3.823924984430351892e-01 3.213661917267162434e-03 2.718370019765051548e+00 2.773088594146841043e-02 2.858975432022558216e+00 2.317202725398934821e-02 1.035619473495103637e+00 4.023923484885131296e-01
6.721869602393305554e-01 3.631073330683525120e-04 2.304754047225670011e+00 1.087832343874540197e-01 3.815010896409519070e+00 1.833590447850809435e-02 1.121834000494086769e+00 5.705682183121747464e-01
2.470863886237263662e-01 2.548317331493853231e-03 2.598807580905794445e+00 4.174503960505131506e-01 3.397407329508183693e+00 1.894122249473017064e-02 1.036292405799531968e+00 -1.868469276039930183e-02
8.870418617869115785e-01 3.110951618341643984e-04 2.199017867066896503e+00 1.702407022748580467e-01 3.615713041014112505e+00 1.430848839168620198e-02 1.040720048979960843e+00 3.023884583071352883e-01
1.155410781474508042e+00 1.922469904611005028e-03 2.557194537380529376e+00 3.236918408049861973e-01 3.416625087675212225e+00 1.993064147912038467e-02 1.266598115524227408e+00 4.563456028568909639e-01
6.892946704585668494e-01 1.184534818869985599e-03 7.354213920604454335e-01 8.546614388109972232e-03 3.209494742055394756e+00 1.592751920337663260e-02 1.136083249616890001e+00 2.455795167786878896e-01
7.193495026266494285e-01 1.089269003994458975e-03 2.332780747305975400e+00 1.101799512927200270e-01 3.426514700526927193e+00 2.278519544385016263e-02 1.070534321953065415e+00 -5.598179335965378645e-01
5.140121622355675601e-01 2.828677225821794351e-04 2.187000217403612279e+00 4.825976713601752566e-02 3.631576268137196362e+00 2.586402110177957875e-02 1.274006069102429306e+00 1.703730277440417495e+00
8.163896633944125458e-01 7.990856828293434666e-04 2.478259694444936212e+00 7.139643272420448383e+00 3.698159983170629772e+00 2.139029963928212874e-02 8.867701235982449193e-01 -1.027042123930316242e-01
1.037869596408917294e+00 7.158628113704614514e-03 2.617272872198819211e+00 1.116075343012232990e+00 3.905775802733848057e+00 7.954777113425529067e-03 1.114895503945451782e+00 3.450940138201202267e-01
8.388748122893245895e-01 3.183214783231647256e-03 2.766490617913314409e+00 1.973965987199138572e-01 3.967446997228733174e+00 2.804919571877289783e-02 1.177079422790137553e+00 4.115089741698867432e-01
1.746362944972235098e-01 2.840149602514052143e-04 2.509983968922171016e+00 1.277472342796818428e+00 3.131902804732852985e+00 2.619837748603369779e-02 1.061123961644230285e+00 -1.551348652204674883e-01
1.246912018598339777e+00 2.556813781056100233e-03 2.485247740452752652e+00 6.824733325588773492e-02 3.404867679472763697e+00 2.028952252182230492e-02 1.096092665001293431e+00 1.853174833805906196e-01
1.028571373172664449e+00 7.207455772372991717e-03 2.707004481922425043e+00 2.169582148800497934e-01 3.652619223995865472e+00 9.164091353721967592e-03 1.410097781716789900e+00 2.337360019971804481e-01
2.265953813319267207e-01 1.791258616711984865e-03 2.258056967060609210e+00 9.581502754983070580e-02 3.186724644823524244e+00 1.301279138467843939e-02 1.105637194114397426e+00 3.242340562297642559e-01
3.282479894327227088e-01 1.517511648974002826e-03 2.548306144027558062e+00 6.511186935068557169e+00 2.806385785074808403e+00 2.613789123607203682e-02 9.503145578515013181e-01 1.884161347564463629e-01
9.086672300857910889e-01 1.762723662389950510e-03 2.571478769418073629e+00 3.056001191717650500e-01 3.632214831860237858e+00 2.002114023715485455e-02 1.094019290889151952e+00 1.984090157112708974e-01
5.523530460373521356e-01 7.633853532030204954e-03 1.696726882482994192e+00 8.264308585302799007e-03 3.121201143639505293e+00 1.141521746694441029e-02 9.858072013950017753e-01 2.192000485564212231e-01
9.499966694592537619e-01 5.120637019390599301e-03 2.147610099633191716e+00 8.879039530937753860e-03 3.175405846593509551e+00 1.798085763711941218e-02 1.082077879274783827e+00 4.031145457335633120e-02
7.727908985131468622e-01 5.748377557464490629e-04 1.321664921390152125e+00 2.957796139333598862e-03 2.621996860802030760e+00 1.051608319813756263e-02 1.152184208880955962e+00 2.494965978361733394e-01
2.228665599276982712e-01 2.091393578935113809e-03 2.771248398543070035e+00 3.632661010339447660e+00 3.781304139812390552e+00 3.180341027512664787e-02 1.001740702358129953e+00 2.816228609678538275e-01
5.502261383358416635e-01 2.208722364397816378e-03 2.617406550783038188e+00 3.854072418976121295e+00 3.310548503009598242e+00 2.050566696435298861e-02 1.126984154185776132e+00 3.148613300906297208e-01
1.181099468628080018e+00 8.646799439764202636e-03 2.028533307611479763e+00 1.649228548706464098e-02 3.505006907718628550e+00 1.230008601615100935e-02 1.098213938692373715e+00 2.044418075760194298e-01
1.074123553796312969e+00 4.182820738249442769e-03 2.620527613621716156e+00 8.546767372285719866e-03 3.129327183153355119e+00 2.812105181085292754e-02 1.349599936610402340e+00 6.866667770896800471e-01
8.310932999665345822e-01 3.069551622322244308e-03 2.576891867046452234e+00 5.727750805301257304e-03 3.120905909513898457e+00 3.973673717579070258e-02 9.972688025521544430e-01 -1.075616632285504304e-01
6.844024898303555648e-01 7.515999431893481686e-03 2.780559361332819002e+00 3.916820261928121577e-02 3.923251877129356302e+00 1.674268266106289718e-02 1.305316127186028297e+00 2.881863741899433062e-01
2.480927412291533130e-01 3.672752113567563930e-04 1.313128737825671966e+00 2.427357391920317159e-03 2.567051334210737501e+00 1.347407415307589305e-02 1.240770341786301634e+00 1.481265812876915722e-01
1.236802830479100557e+00 5.205141002519768183e-03 2.590831159752300383e+00 3.522988296991514390e-01 3.607767918343784075e+00 1.489941361394227747e-02 1.086367816585384061e+00 1.787111481166558657e-01
1.079322704280491374e+00 2.619244094741442295e-03 2.059531411226301234e+00 2.916325562286140385e-03 2.915845918442586449e+00 2.200649418359803058e-02 1.429361734931947847e+00 8.055242754962097518e-01
1.152491873996265959e+00 1.090694066987536043e-02 2.192563265875806522e+00 1.510386868091804190e-02 3.508529377920765135e+00 1.230353683766136248e-02 1.349105741226485300e+00 -3.585303946821509768e-01
3.103333758855668645e-01 5.870568963401589678e-04 2.569014897255481600e+00 5.310846193364458095e-02 2.828866167722045688e+00 4.312274606901955742e-02 1.090986044597450189e+00 3.086381851305383672e-01
1.689243627166779615e-01 8.493288614369594140e-04 1.737324259356191725e+00 6.325641056003175090e-03 2.726939099525954813e+00 1.751407094133682063e-02 8.747713006768678135e-01 1.629459887764626858e-01
9.416008397812873909e-01 1.492801016928444521e-03 2.184262616364739173e+00 6.610463020551222632e-03 2.902142346635354198e+00 2.467030936978273706e-02 1.058422756546502752e+00 5.834472128486738463e-01
9.133744653084284737e-01 8.406573917359025849e-04 2.101115471619982245e+00 5.785920425495545000e-02 3.363025580896043643e+00 1.355754615952087065e-02 1.123143062474126985e+00 4.784699774978503628e-01
9.460476204406781386e-01 8.887824991955928103e-04 2.035950056779554984e+00 5.694431356384647980e-02 3.966848640228811895e+00 1.260405220551036320e-02 1.111816950129192128e+00 2.417849550431900862e-01
9.863835210792026853e-01 1.117431038834384646e-02 3.141274742632093719e+00 8.490210528186439287e-01 3.161718113854919299e+00 9.036861801428555663e-03 1.117818449643541046e+00 1.596317844535647124e-01
7.750465017849308413e-01 2.374971244843196525e-03 2.637487009531770177e+00 2.522424146670470435e+00 2.893394327446178416e+00 2.514330196716856036e-02 1.343366713259510847e+00 8.360654142485086648e-01
7.430934811476794799e-01 5.875442709400956198e-03 3.203092949644920306e+00 1.058496381285532403e-02 3.248156857243047479e+00 2.979672824229402314e-02 1.407201173584795573e+00 4.410401150127662984e-01
1.063760611306270532e+00 9.566293039706227908e-03 2.505333409007514334e+00 1.181480257987088667e-02 3.543456332440335199e+00 1.579561745763836261e-02 1.247622354118519405e+00 1.028184087609653741e+00
2.666906318108078211e-01 2.899886001074457537e-04 1.408501710066176749e+00 3.712580477093251671e-03 2.669246506286254039e+00 1.422124651984710102e-02 1.270688972853778465e+00 3.666247845309602571e-01
6.233079946595396770e-01 1.284638212438140702e-03 2.530935531210337430e+00 1.475182931110871143e-03 2.812978032145509122e+00 3.914960344078567689e-02 1.016357284297551011e+00 3.138859818628333964e-01
8.163796533782691212e-01 3.718829248712339237e-03 2.114998014180752062e+00 3.411346488451594272e-02 3.320881526433676179e+00 1.374457185202297531e-02 1.100685454593090640e+00 2.132041538490054289e-01
1.071361177977459445e+00 8.742399616211933566e-03 3.079471409595956999e+00 8.034235615049303836e-02 3.871847781077189854e+00 2.307887041444775522e-02 1.191652182842318330e+00 -2.444571967277388014e-01
5.488673244515964722e-01 2.690525424014360550e-03 2.661548045306454391e+00 4.737419665047351458e+00 3.452654922221480405e+00 2.261210607678360365e-02 1.138895787290954642e+00 1.120738284047336775e-01
8.625846207819537481e-01 5.306077036098269528e-03 1.801015391157673395e+00 8.796788845208460342e-03 3.096745601758279509e+00 1.524387762845084808e-02 1.045144717753085262e+00 6.972160506992317597e-01
2.011736588491441768e-01 1.341037815385405898e-03 2.403084306849805785e+00 5.362402188148321258e+00 3.956506331847080116e+00 1.491258688531652346e-02 9.505608271678090970e-01 1.521261642393941516e-01
5.117400755285360647e-01 1.186396379562778712e-03 1.749167718985587872e+00 1.733681730046590999e-02 3.347891857051544129e+00 1.871023176426322293e-02 1.261956586486383536e+00 4.055872342836729372e-01
1.119490831110360185e+00 1.908121203224037374e-02 3.102526348212539808e+00 5.468792605760228187e-02 3.236942448096140623e+00 7.897519270534015742e-03 9.983948825666487670e-01 -2.315643005218315231e-02
5.939692222082115780e-01 4.252688557392370235e-03 2.763142658009517305e+00 1.851627730387778392e+00 2.819341142373616549e+00 1.782999273851308686e-02 1.141303144513977186e+00 3.480071420157405115e-01
9.971823102061788680e-01 3.114752398071411266e-04 2.217632295083644678e+00 1.607937744549083059e-01 2.802233432339017227e+00 1.223826867288296642e-02 1.079844000828287465e+00 4.581929193380073206e-01
1.048606433359399848e+00 9.093433809467966339e-03 3.125336264833365352e+00 1.176589027349764560e+00 3.819050665261383593e+00 1.838657137559819577e-02 1.249154945535520866e+00 2.729659341853660770e-01
5.618742525474067495e-01 2.465786599682815751e-03 2.354132593073746449e+00 2.329763839171496154e-02 3.134279958307788050e+00 1.886465926873187246e-02 1.269453396477860041e+00 3.065357009409269695e-02
5.041518802207621830e-01 3.964782350108803088e-03 1.694980775008927854e+00 4.291727904703393319e-03 2.824358613256904960e+00 1.233031290385011060e-02 1.023377696062382380e+00 2.754361752607000224e-01
1.161393266642745781e+00 1.721711914262190595e-03 1.422454183306552933e+00 5.126776434608517133e-03 3.058135116519223651e+00 2.467393471687068587e-02 1.439613771084004457e+00 6.050179490720763997e-02
2.115749163813875067e-01 2.806728297262986015e-03 2.332105578174519245e+00 6.616764223354823157e-03 2.851504574591769092e+00 1.861367722828620452e-02 1.188641775618807683e+00 1.116748962166433934e-01
1.161707834491421343e+00 2.490930199325405280e-03 1.637949114251296745e+00 8.462240601464695103e-03 3.235863099485702499e+00 2.024270235337262760e-02 1.076951761990234901e+00 8.366209550498998615e-01
7.129300618067788697e-01 4.297046753663697968e-03 2.681329581441596055e+00 7.672441346269114337e-01 3.558461598698456019e+00 1.311314641834863265e-02 1.242627640108561193e+00 1.518500667689611228e-01
7.130532184657908945e-02 1.868364784528937003e-03 1.934494952040849869e+00 4.673807424100746150e-02 3.877123086082988834e+00 9.658629650116004606e-03 1.293612211521244948e+00 1.105579195253546809e-01
1.144923013419887892e-01 9.369122437743744158e-04 2.745752249771781450e+00 4.957606146299688099e+00 3.898407767706587812e+00 5.631396290196048066e-02 1.108718130390980772e+00 1.017219902890628358e+00
5.407964593645263607e-01 2.472661188090322093e-03 2.137822710628342282e+00 1.270369815164675009e-02 2.973798752047835059e+00 1.200057756527933214e-02 1.112479835673853445e+00 1.649113933083740657e-01
4.783489567127063857e-01 3.234291614862426414e-03 1.394674158557299926e+00 6.549778135235433119e-03 3.109935429991834255e+00 1.406883740610410070e-02 1.028300128547858794e+00 2.064258002824065630e-01
1.058950468419244784e+00 1.717293747470314104e-03 2.728803280380517116e+00 1.429503864100584609e+00 3.021701129738266989e+00 5.119880820623540219e-02 9.764617555349545119e-01 -7.827027883914431383e-01
1.193331191723593587e+00 1.563018363324948298e-02 2.697126483211120362e+00 1.667647780935482132e-02 3.594464021269285325e+00 1.441346955107383233e-02 1.081991391919308043e+00 8.692179743528621882e-01
8.521437026084786037e-01 2.792764458983184456e-03 2.586831917340684850e+00 9.754205974537788482e-02 3.406042094656486441e+00 2.364475738782127745e-02 1.015493578751973880e+00 4.846170932231492756e-01
1.071195829148206879e+00 4.717251124510188180e-03 2.388637985241964579e+00 6.808137109585109259e-02 3.456754184133833174e+00 1.275243577519979792e-02 1.212907071890845900e+00 1.004981694441033913e-01
7.654130950391575539e-01 1.643880900531977888e-03 2.612733933483522897e+00 3.343457157724387674e+00 3.365086243530067911e+00 2.300011253068157124e-02 9.965491214956038180e-01 9.240750819662199578e-02
9.303984454446410091e-01 1.445481835890185217e-02 2.958793948205281410e+00 1.011757884498374060e-01 3.582934823337130759e+00 1.048347258768151345e-02 1.131606000522225930e+00 2.735305489821959202e-01
9.293387645259164609e-01 4.306841972763856934e-03 2.011299386522753974e+00 2.697219115905758260e-02 3.437670306253568953e+00 1.649106487211295102e-02 1.088941116570052881e+00 6.536353169789606010e-01
1.032819058234997645e+00 3.593419233456187148e-04 2.481161519811371008e+00 1.686565247691843017e-02 2.948989634949205296e+00 3.609341291410347180e-02 1.103155113499178164e+00 -5.376255585285316663e-03
1.198700750054966679e+00 6.320852337537760830e-03 2.190199601986486222e+00 1.824643131568842377e-02 3.253571061077555449e+00 1.323505627838080304e-02 1.158616285028022164e+00 8.613435247515679460e-01
8.464094648112649999e-01 1.803038738723085387e-03 1.179464127685004415e+00 2.197677261339097809e-03 2.714270159923151571e+00 2.127240091315898279e-02 9.462668400557187054e-01 1.572466269293516239e-01
9.041879232782069620e-01 9.847108536448503924e-03 2.406482101204942659e+00 1.769354712838289503e-02 3.293994470176233147e+00 9.261279558714871976e-03 1.207192443425526340e+00 8.851788163598642289e-02
3.384077696510766620e-01 2.505675974982297331e-03 2.839656716677362969e+00 3.987364537123512243e+00 3.907651788695894357e+00 3.059749144985592431e-02 1.151341702567611369e+00 3.444796679803579509e-01
6.896907719983885743e-01 3.467400395218432456e-03 2.405987683325981230e+00 8.610193287900361758e-01 2.704770287793759831e+00 9.426016368295894385e-03 1.239842091137631774e+00 2.438529761344295221e-01
1.083818557748087219e+00 4.536908377311015851e-03 2.445765908039561509e+00 1.834335725896224512e-01 3.039083013132365174e+00 1.237768514696676279e-02 1.080645242722729993e+00 -3.513193282995227262e-01
1.085798804411215235e+00 1.371401031372420157e-02 3.025789278656039194e+00 4.855440212218669060e-01 3.679067427689786562e+00 9.708069765214108818e-03 1.055376850052289539e+00 4.568233381709757568e-01
1.133911846605716534e+00 1.584012828838585315e-03 2.083229966608929118e+00 4.059420918515537630e-02 3.372149260915866087e+00 1.337504060052597220e-02 1.000337056009565906e+00 -2.008718940554761190e-01
1.100838109685383426e+00 6.101438727290095163e-03 2.525434222606561363e+00 7.257154962777709883e-01 3.724789508482960976e+00 1.162860941607549332e-02 1.058145503113505193e+00 -1.014071529410531247e-01
1.224202606601031196e+00 8.087977048948220143e-03 2.807295643533745277e+00 1.900227111667072283e-02 3.214023743141686928e+00 2.472548093019403051e-02 1.125707394018970575e+00 3.295148101003243513e-01
6.735700646783909784e-01 2.777123529153726310e-03 2.422015531654123421e+00 3.287606948212324909e+00 3.352192562396360209e+00 1.317215082528266218e-02 9.323141729985990889e-01 1.676642405305733552e-01
5.806528774669504900e-01 4.200245123552330171e-04 2.294361088561686746e+00 1.088056519953529561e-01 3.994544331191379527e+00 2.022182730100079498e-02 1.120932913421722299e+00 4.246879894191383231e-01
6.162044518327357556e-01 3.457854890568096487e-03 2.628574137761692242e+00 6.996760998445782954e-03 2.837881138715916851e+00 1.923076866387255293e-02 1.044102897097208160e+00 1.659037997416689669e-01
9.824819344253560294e-01 9.996733992872441216e-03 2.882915219715039612e+00 2.731007162732652205e+00 3.217918579373999499e+00 1.172512736068849828e-02 1.022060427485447009e+00 -9.310447729652515658e-02
8.913741388556444267e-01 8.052765238030090353e-03 3.120499256375855346e+00 1.105372282078718182e-01 3.378802135556302488e+00 1.912253213150225811e-02 1.117996429509398926e+00 -2.373711891713878863e-01
6.148541526598090279e-01 2.125959611938712124e-03 2.508468568646206265e+00 4.190139725891611988e+00 2.964236405704947952e+00 2.338468620141431059e-02 1.236810983874895520e+00 3.324213504560039611e-01
8.012625944926250465e-01 1.624221817396040305e-03 2.513500057815645228e+00 4.199724237011563055e+00 3.161656697300663232e+00 2.204038328669468555e-02 9.338391193420872982e-01 4.635420070955350580e-01
5.895066611281660762e-01 8.412500417244847886e-03 2.932386376352811741e+00 5.649575348378054612e-02 3.105639619766714432e+00 9.666772849605029250e-03 1.124715607883842505e+00 7.621656469293330849e-02
3.930432350193621138e-01 8.407478577867002643e-04 8.061184938659384791e-01 5.287156627939024883e-03 2.932437257639215034e+00 1.456829866263106149e-02 1.043619453196494185e+00 5.701737554665720076e-02
7.695324992760416150e-01 5.953791472765505507e-03 2.141372748565411044e+00 4.363533737826888470e-02 3.399175698814389968e+00 8.456682064084754952e-03 1.082738132945882725e+00 4.297416962383410755e-01
1.166223375827342368e+00 6.560726940025470889e-03 2.775963888956660242e+00 3.200046794799873418e+00 3.042851993160617941e+00 1.363717734221284519e-02 1.113443232447498765e+00 6.309814902159611716e-01
1.833172886111131272e-01 2.157747199996407246e-03 2.311248433196819718e+00 3.774993225448474571e-02 3.462042885214370536e+00 1.953104177312626338e-02 1.035482417429534729e+00 2.926198373297969058e-01
1.136832692243948673e+00 2.057285502030345783e-02 2.933681210023931563e+00 1.846763049265417178e-01 3.087156098999915166e+00 7.776164510853552508e-03 1.061328953683212006e+00 4.383041120442021654e-01
