α₁ f₁ α₂ f₂ α₃ variance ν μ
2.523115900250532118e-01 1.730441561921611986e-03 2.585552995372408347e+00 5.842342829867591902e+00 2.703147001434074603e+00 2.687986862121034132e-02 1.158287017354525661e+00 5.246146053960925038e-01
7.314964240146250019e-01 4.655260121669888181e-03 2.623735345961527354e+00 4.084077307495149078e+00 2.910429642220177193e+00 1.161851400696242882e-02 1.033851325759660211e+00 3.807031563383451722e-01
1.034278886635843664e+00 4.778525706516610454e-03 2.816179146571772041e+00 7.105515484202418186e-02 3.892291605553899636e+00 3.292977049971948511e-02 1.066744964698411291e+00 1.301143660334910801e-01
6.428897538634231745e-01 4.637023236580722126e-04 2.657687937972122771e+00 2.075807256136348755e+00 3.162912920028090547e+00 3.976894316287143960e-02 1.090922530771899490e+00 -1.358100708088203490e+00
5.475494003510970042e-01 5.075404120146137336e-03 2.647672543412554980e+00 3.424262988375561395e-02 3.656685350002976786e+00 2.352933379713258166e-02 1.226581997219769127e+00 1.049914446754519060e-01
1.089071163328566572e+00 1.864017305931821040e-03 2.069866535179229139e+00 4.220316947962523407e-02 3.669061908592547994e+00 1.094097347604858564e-02 1.149288330410227044e+00 2.491047716901277076e-01
2.545401961293812798e-01 2.880241128890146567e-04 1.314884258346444401e+00 3.313945985649071908e-03 2.636165941973116489e+00 1.867810736138477562e-02 9.367981834056160473e-01 1.121246536314821907e-01
9.284346692501308507e-01 4.121863285507053679e-03 2.463115921436698663e+00 4.368948552824503118e-02 2.780590715283135950e+00 1.809600776031348654e-02 9.982609243960225420e-01 2.296743077151309764e-01
9.856277745378632105e-01 6.904980604976245114e-03 2.880514198758174160e+00 2.980222839346460817e-01 3.650070514559986101e+00 1.798323958330349387e-02 1.212544077265164333e+00 -7.804720537820608595e-03
1.231336834011236281e+00 1.801760399082260201e-03 2.288267799570613992e+00 4.916754097464175882e-02 2.644859871588844946e+00 1.283735519532964824e-02 1.061769445660997402e+00 2.173782267362813492e-01
8.550671495411055201e-01 3.919360398452673838e-03 2.218917476316589976e+00 9.359305011488305154e-03 3.065118028599218558e+00 1.585512752607488515e-02 1.087191715665196234e+00 6.293524746112129087e-01
4.831174543285078338e-01 6.901195166182719221e-03 2.957847547919282949e+00 2.889454852878710067e+00 3.917156189486966866e+00 1.497638879012077803e-02 1.138706032866757312e+00 2.894035588462439690e-01
7.407384189888883697e-01 1.271685610437546044e-03 2.521513059239358867e+00 3.139501427913534565e-02 2.560435009490906300e+00 2.369529933698761789e-02 1.112875470782815679e+00 -1.335610448870682698e-01
9.672910525966877948e-01 1.549607875908893748e-03 1.723260548430253447e+00 2.815916095163923955e-03 2.933011846636985887e+00 2.359287122944735832e-02 1.092564853831402338e+00 -2.789791910762273730e-02
2.737809951855795232e-01 3.067119331487606123e-03 2.527772169216950804e+00 5.441453080681147192e+00 3.268462929606481104e+00 1.774698407544395701e-02 1.160435007731009938e+00 3.788476782742797866e-01
1.155410781474508042e+00 1.922469904611005028e-03 2.557194537380529376e+00 3.236918408049861973e-01 3.416625087675212225e+00 1.993064147912038467e-02 1.266598115524227408e+00 4.563456028568909639e-01
1.119251331950261275e+00 1.871472605235490957e-03 2.215407622112996133e+00 8.572077577350480093e-02 3.755072109261174518e+00 1.084975051591034224e-02 1.261026857813511981e+00 5.538762917129800289e-01
8.679404389277824983e-01 5.844196620012068666e-04 1.814916928094509663e+00 2.619086350854820874e-02 3.160871880788327815e+00 1.138298701244686364e-02 1.293265892405168316e+00 -4.739351041976724854e-01
6.514117715257277119e-01 2.135099993821874299e-03 2.573604706258731945e+00 5.194208573157387265e-01 3.896650286513288819e+00 1.840924834519234304e-02 1.250152575699045254e+00 1.003487691643581980e-01
1.013762250973689216e+00 8.543539165475707090e-03 2.487399462171268283e+00 4.071891254850525110e-02 3.436791197086252581e+00 1.036255825386916268e-02 1.287411905420668745e+00 2.025025504712210656e-01
1.225326429880090107e+00 5.649251514242505448e-03 2.754526207274889060e+00 3.511053515098144562e+00 2.841467278219548032e+00 1.695043648374725681e-02 1.092743852354177925e+00 6.832365683567557246e-01
6.629573234800516524e-01 2.137918208794333322e-03 2.515438052299567850e+00 2.317904210056612180e-01 3.715803525461832457e+00 2.307613516027524209e-02 1.190413580664974713e+00 -1.799350365991588263e-01
2.973216763491345338e-01 2.421621585398328873e-03 2.395563721421282821e+00 1.202136336791503057e-01 3.478809572328206201e+00 1.961175652130278321e-02 9.724616860298795906e-01 2.788218478471208295e-01
1.225246114345746040e-01 2.220214671229844578e-03 2.679212679830027533e+00 3.064200495500162824e-01 3.733098303307279320e+00 2.008065535916912434e-02 1.261861181527162756e+00 2.986548716348131904e-01
1.684703218084643295e-01 6.150160403885688134e-04 1.540768144052522715e+00 3.009183131506259785e-03 2.654848971180552297e+00 1.669419551306751057e-02 9.983978532783810422e-01 3.024045109832046441e-01
1.087650442961414665e+00 2.342097376790171128e-03 2.294045397454230972e+00 1.962899145094976205e-01 3.623298320641808790e+00 1.185279627455853267e-02 1.012578683214542474e+00 6.134637253994392747e-01
8.661918934442400797e-01 3.247839066002872633e-03 2.413193295894794588e+00 1.898323134406988966e-01 2.658396988641121617e+00 1.168663593344353852e-02 1.201903935751412966e+00 3.295598398009941254e-01
5.904783656256524793e-01 1.855164393957256432e-03 2.528444200580367340e+00 6.140419312933845797e-01 3.279481313541024345e+00 1.862372478655917318e-02 1.052470937482287594e+00 -5.542422781743594484e-02
1.016271367820163141e+00 8.178353702260493865e-03 2.739778684973849465e+00 7.204443980397966518e-01 3.054186394146453765e+00 1.434676605155274162e-02 1.013153870030572001e+00 1.845781158012715639e-01
1.081816085612035572e+00 1.107013420854906921e-02 2.997143092211604021e+00 6.530856830327265439e-02 3.355933305135781808e+00 1.603184522985016264e-02 9.293494641837464210e-01 5.202524211307384405e-01
9.820789239521496850e-01 6.086202065203448301e-03 2.007741585325713451e+00 2.475389710081848244e-02 3.356127381636419216e+00 1.243588547913240111e-02 1.146781898771683794e+00 4.091179034575331830e-02
7.253596310156350535e-01 3.546040840944956769e-03 2.507331530719746571e+00 1.562397727066563990e-01 3.719069814156775067e+00 1.468135137947693472e-02 1.096056683212434990e+00 -8.545831773845419255e-02
1.042952066299367209e+00 3.089247956943235850e-03 2.742485637645561525e+00 1.367163046191261985e-02 2.894707863713374962e+00 2.936217874862816560e-02 1.289631514444539828e+00 6.839806618316937592e-02
8.990537904545202741e-01 4.117657147007789016e-03 2.632245815324159022e+00 4.355937444905928768e-02 2.951220561410340615e+00 1.872034339069235387e-02 1.035235510814708659e+00 2.878913618475427150e-01
3.592231642111917700e-01 1.562098645141352712e-03 2.506715987025649461e+00 7.001723739482469400e-01 3.546149862503136685e+00 2.217324088813687685e-02 1.082113571879320002e+00 4.608552704428264257e-01
1.030360296867575354e+00 1.654825410098183019e-03 1.273827163650518512e+00 3.593934087062414153e-03 2.841051528003045057e+00 1.637303319022432799e-02 1.249187219058107257e+00 6.305490992268905082e-01
3.441821848053118194e-01 3.087071573211816380e-03 2.714515593542979666e+00 1.724286889350976848e+00 3.167230901195719373e+00 2.517299969834790527e-02 1.197612011264411747e+00 3.057398075157891637e-01
1.090562872686669182e+00 3.359414578341720237e-03 2.182718271950824018e+00 7.676556990472176156e-02 3.550252757293599792e+00 9.873232804196059587e-03 1.185035512275265823e+00 4.362769786019616847e-01
1.713443350806491405e-01 1.712052582025395042e-03 1.900438052991790361e+00 1.643027622850790417e-02 3.367706902078113629e+00 1.615541419572758333e-02 1.210784963349990084e+00 2.051685199862075260e-01
3.863270471748608825e-01 3.151529755430440127e-03 2.845088984636889418e+00 6.998332088550421326e-02 2.869581335643915931e+00 2.287303008658545314e-02 1.233405450625940647e+00 1.966289385431636005e-01
9.598996228201899239e-01 5.456845121908927496e-03 2.504333570579075907e+00 1.205334987537067110e-01 3.831634998183786500e+00 1.320469992107041989e-02 1.099611960067107042e+00 5.132456624143802992e-01
9.055298254429199334e-01 2.509332596688482013e-03 2.684184913105080561e+00 2.735412814150586236e+00 3.590963715430233627e+00 2.664252737706456972e-02 1.064911770339838970e+00 2.091253247379847580e-01
1.558566133285610444e-01 9.618746508855498169e-04 2.631698249881222473e+00 1.300897692505766957e-02 2.670870152058925751e+00 3.324485717319335815e-02 9.761690525073778435e-01 1.505407645214918155e-01
1.158527156841340222e+00 1.297163918765748512e-02 2.642688857725526308e+00 1.399652048400844631e-02 3.768995601188533939e+00 1.845180454754322130e-02 1.285357453950069617e+00 2.259595918299838746e-01
7.933567301988507792e-01 5.526741761446970526e-03 2.603658756346960423e+00 5.059638829344874356e-02 2.757595927230381605e+00 1.415803568475402022e-02 1.078745654421710221e+00 2.869439758473423807e-01
6.622471305107444639e-01 1.877870993360700137e-03 1.859419864848568915e+00 8.117515707558198290e-03 2.902852650284418523e+00 1.588027808327963780e-02 1.230840919837221215e+00 2.643804352302550620e-01
4.325785743090663216e-01 3.528377406993346002e-04 2.364084844395514917e+00 4.186731599113467928e-01 3.423945056462315506e+00 1.847811647797126949e-02 1.084627709276301033e+00 4.582207679826821867e-01
5.159539941632200755e-01 9.353834497022973449e-04 2.618524547215165477e+00 1.572441309082256711e-01 3.165988896500823380e+00 4.430227191994657449e-02 1.361498050983854347e+00 1.833655971198400625e+00
2.309484966218033342e-01 2.991631448005016135e-03 2.309074309194888208e+00 2.057522147499414311e-01 3.383226903386311157e+00 8.547132423902197018e-03 1.104910426388776790e+00 2.137505191481668398e-01
3.503281809173088845e-01 1.080158199556178339e-03 2.626640483639080426e+00 4.284700408622802215e+00 3.083197475340885063e+00 4.294023761085160457e-02 1.084558972806428878e+00 3.261142805031140846e-01
1.173194191841040901e+00 7.795919543809260105e-04 2.172011766427378809e+00 1.784871646094926198e-02 3.156225747055612540e+00 3.157162078714561421e-02 1.108068409234373330e+00 -2.963983499528028975e-01
1.153981106266502854e+00 1.797288482453986494e-02 3.667826300673787010e+00 2.048148149318555600e+00 3.693401940907209635e+00 1.305662835259810937e-02 1.152173972923837830e+00 -1.037913539427436360e-01
1.208889233787949546e+00 1.111886868047964102e-03 2.144858197486317231e+00 4.159537433655496191e-02 3.942158892652686930e+00 2.149015327975575471e-02 1.111249168238430673e+00 1.162574369929567641e+00
9.380460029048963699e-01 5.532939225931154600e-03 2.686905599128039057e+00 1.921993273134861291e-01 3.174694248315692136e+00 1.554352268125716065e-02 1.028535418571189242e+00 5.013531108840172390e-01
2.470863886237263662e-01 2.548317331493853231e-03 2.598807580905794445e+00 4.174503960505131506e-01 3.397407329508183693e+00 1.894122249473017064e-02 1.036292405799531968e+00 -1.868469276039930183e-02
8.255044864178084918e-01 3.938862237014234199e-03 2.289083228823287186e+00 3.479948771983400885e-02 3.190364300149046706e+00 1.319290104879131988e-02 1.078681355493658289e+00 2.584626038931580605e-01
1.098506973674748588e+00 1.222879734179100827e-02 3.151466678246123365e+00 4.726180191835183675e-01 3.977612423366800432e+00 1.260090506484122345e-02 1.262313866805650386e+00 -2.966313268056153252e-01
1.705344781581458191e-01 1.114141755546725577e-03 1.731749706300088398e+00 3.983360860256174307e-02 3.820368528996946900e+00 9.561238453343492635e-03 1.054827124459537080e+00 2.472732483722620556e-01
9.804169609884232361e-01 1.040327344305659422e-02 2.893546230820756016e+00 1.073622942631399096e-01 3.323945653499366326e+00 1.033843332576676530e-02 1.221898831546941677e+00 1.035381271769466871e-01
9.692347834943103591e-01 6.011896890578284809e-03 2.500688894652659755e+00 2.321341435757230676e-02 3.112518874317022011e+00 1.439519253897051168e-02 1.135891972891959645e+00 1.713492959672793803e-01
1.009711891992276511e-01 1.378587358140657883e-03 2.664153177691753527e+00 2.261698898499731047e+00 3.698240971463197191e+00 3.543819262682570970e-02 1.137715244271645387e+00 6.981031654835023748e-01
6.052392670266284469e-01 9.145650719622219846e-04 1.018741118098711596e+00 1.374764376746797712e-03 2.507545849514768666e+00 1.160398051379122816e-02 1.172398142278129329e+00 3.470402286095213285e-01
2.367093355867361804e-01 5.796418993283068005e-04 1.935633386497642716e+00 5.440652337371394698e-02 3.871343824076233009e+00 1.135056738751676585e-02 1.157495530358866542e+00 3.178457977929333711e-01
9.661743438239844828e-01 8.848734580239178346e-03 2.745682680861447622e+00 1.294644271667568479e-02 3.315949675452071421e+00 1.124772044936448064e-02 1.073773063604722466e+00 4.358403577555904906e-01
4.868531911620688213e-01 3.363248291130662218e-04 2.540678856921757767e+00 8.818220556885765504e-02 3.666779607470024960e+00 5.020766359299833753e-02 1.083490173628201214e+00 1.176652489832796356e+00
5.843558381441446570e-02 4.120495627967754354e-04 2.051933042256335327e+00 4.327518459974155803e-03 2.592108131253409997e+00 2.139671349599035419e-02 9.988870103749757368e-01 5.411543810272851918e-01
1.801568726105398643e-01 6.038997343876616576e-04 1.938888218163908217e+00 3.156036536684012073e-02 3.419030191053007872e+00 1.912679788987384222e-02 1.222236857209288541e+00 1.050974738152923305e-01
8.890852705388797572e-01 5.855036865360633939e-03 2.610729940891641121e+00 2.718621833062159876e+00 2.837605623451735060e+00 9.420500998382893773e-03 1.117143083513249202e+00 1.966719980906165843e-01
2.523115900250532118e-01 1.730441561921611986e-03 2.585552995372408347e+00 5.842342829867591902e+00 2.703147001434074603e+00 2.687986862121034132e-02 1.158287017354525661e+00 5.246146053960925038e-01
6.060249524246645869e-01 3.057237319073973381e-03 2.894315262964705759e+00 2.778661929273362308e+00 3.640524071653476135e+00 3.410419258800678755e-02 1.040369015980364020e+00 1.242630828627666884e-01
1.775296470927174852e-01 3.337314024130534889e-03 2.556999698706204693e+00 1.914163955375493276e-01 3.975401812263253731e+00 1.385229028222073264e-02 1.265121198166296423e+00 1.289101032505427513e-01
3.783821794975373298e-01 9.354702299555231427e-04 1.797289741212322101e+00 1.521904658577223103e-02 2.994120321170257171e+00 1.512075561187266326e-02 1.136625015047160847e+00 3.873883120260225299e-01
1.159943733430897295e+00 3.194324539944673729e-03 2.710432595225013230e+00 8.163124355116017083e-01 2.710498164199337090e+00 2.068806265770677458e-02 9.491523204229077582e-01 7.635202702016041787e-01
9.878097214684253835e-01 1.028951175330319878e-02 2.967049557850815589e+00 2.207589068741170113e+00 3.773858533471999621e+00 9.863011937739215793e-03 1.016573784815333337e+00 3.241150829013561552e-01
1.166118254572909629e+00 3.537093819878487852e-03 2.632318330755946345e+00 6.871699575989945186e-02 2.788654008644792182e+00 1.712068209996915613e-02 1.321577769854077600e+00 -3.604456441379998433e-01
1.013114714689047124e+00 2.371960331973565171e-03 1.743052668255026916e+00 2.605643324811848360e-03 2.704899658016571617e+00 1.449100527484064975e-02 1.013619152690295122e+00 2.101473413513456623e-01
9.455276138968692345e-01 3.100853499159903284e-03 2.652752844317145531e+00 8.603684734628039288e-03 3.044344191576928704e+00 3.175493133096465165e-02 9.748640010325200222e-01 -6.585277851625404022e-02
7.193495026266494285e-01 1.089269003994458975e-03 2.332780747305975400e+00 1.101799512927200270e-01 3.426514700526927193e+00 2.278519544385016263e-02 1.070534321953065415e+00 -5.598179335965378645e-01
6.879274113738215179e-01 1.096457669386909735e-03 2.530027050168853542e+00 2.755517178012829513e-02 2.546049696064055734e+00 2.743684178553045319e-02 1.103403923067966419e+00 3.578917326752263928e-01
6.385641908909698294e-01 6.847894549960839876e-04 2.862939731447084135e+00 3.665690125323076920e+00 3.728230917836345970e+00 6.227262999154706963e-02 1.107928432440400845e+00 1.035051471305833193e+00
1.234946970383945519e+00 3.768988330923352548e-03 2.147323329968584105e+00 1.594810943521609431e-02 3.086717211533044125e+00 1.614051268910663903e-02 1.080971038242919846e+00 8.325546417792502041e-01
9.303984454446410091e-01 1.445481835890185217e-02 2.958793948205281410e+00 1.011757884498374060e-01 3.582934823337130759e+00 1.048347258768151345e-02 1.131606000522225930e+00 2.735305489821959202e-01
1.100049884594171523e+00 6.333546298114742755e-03 2.929250770188349229e+00 4.709486074358724128e-01 3.969598693753205065e+00 2.001662767521693656e-02 1.200773422350747577e+00 6.023280790025524745e-01
1.089768913604740375e+00 9.822915531815816850e-03 2.993993313182830462e+00 3.292846416841128665e-01 3.918099359433877105e+00 1.366218408128983160e-02 1.247305346107786095e+00 5.021035929299413336e-01
5.245374128442101824e-01 2.709540019007209734e-03 2.676254649215751513e+00 1.907770043334194032e-01 3.802000006777327190e+00 2.116088828999671684e-02 1.163406166490884130e+00 -7.503275178164692250e-02
6.305348438208888129e-02 1.562576691887822408e-03 1.299803003954180136e+00 4.568641674652127588e-03 2.672253094415114383e+00 1.359789861872179491e-02 1.013316679741000259e+00 1.716198842675909497e-01
8.833148716512401188e-01 5.885016611275786791e-03 2.056492353585261945e+00 6.717063413861159432e-03 2.915733517864030677e+00 1.321466478267599963e-02 1.090385258737355256e+00 4.138226696757874024e-01
1.091141491098715832e+00 1.197666514349976464e-03 2.245274616088303254e+00 5.327564678866004988e-02 3.363038098494798511e+00 1.711518536629415277e-02 1.186240083369273002e+00 6.691934886735174670e-01
1.240541893339143442e+00 9.704614421965549603e-03 2.618890612999666967e+00 5.883632372206040045e-02 2.736110981444586976e+00 9.132742543368805796e-03 1.069636740579619882e+00 1.004789621387139897e+00
5.450862361419374080e-01 8.235350303687435231e-03 3.242799964570277194e+00 4.445720517351168244e-01 3.478550730178565420e+00 2.115634822147309177e-02 1.109910248748569250e+00 4.343156244666953603e-01
6.224511680795068447e-01 1.013795840975599332e-03 1.912673345276513670e+00 3.182247817200582057e-02 3.837981810092701451e+00 1.534384874747159871e-02 1.177061083453191159e+00 3.237059315361297540e-01
8.071369380102599855e-01 2.286573166611177623e-03 1.029478779957908596e+00 3.752908114629312664e-03 3.182793770240079922e+00 4.078173093352768092e-02 1.042178320146631920e+00 1.017115478607261148e+00
1.026428442216642090e+00 7.831341163995000215e-03 2.793396490824260781e+00 1.469116560253090675e+00 3.724642155640233376e+00 1.181188083418633489e-02 1.266212913203289991e+00 3.645125895896175194e-01
1.202528681170358826e+00 4.167491171743233080e-04 1.350955109637268725e+00 3.912070910924369052e-03 2.882356586372341489e+00 2.516016196083061332e-02 1.120081915638825976e+00 1.935766510620509084e-01
1.132813476870261127e+00 7.653523755317132374e-03 2.797592904660719526e+00 2.388753165350266522e-02 3.202778569182410440e+00 1.295773801888897535e-02 1.197673061474007428e+00 3.227524092081492935e-01
1.044189599017506520e+00 9.175861639300014402e-03 2.890763354786160644e+00 3.454996280067092473e-01 3.014263856318891488e+00 1.205738876743048943e-02 1.221060069790485425e+00 1.088586139799227748e-01
4.841647905429212750e-01 3.524365774549908050e-04 1.930408604612432022e+00 1.425078784153085976e-02 3.354307020630171721e+00 3.308596117768550920e-02 1.323935370070322026e+00 3.520218661710151631e-01
3.208899207454762870e-01 3.443351539555397633e-03 2.899602828528083265e+00 1.225948318630605050e+00 3.842910170076752507e+00 2.860932268331722525e-02 1.216515332522417614e+00 2.469971594151703087e-01
9.064133157093121618e-01 1.090520170971953813e-02 3.319774390219784710e+00 3.603563382508875979e+00 3.617103772974659126e+00 1.568730283408257750e-02 1.209744866275595410e+00 1.326752931541886060e-01
1.115162383016232939e+00 1.437012280949569003e-02 2.450670089072764846e+00 1.915820551906878902e-02 3.718542089933214001e+00 1.585719472937891991e-02 1.107798487593306236e+00 4.452946590330525978e-01
2.271570030936315709e-01 4.472805846330512669e-04 2.475376891654945677e+00 5.964440519447764683e-02 2.924935604762255448e+00 3.149305170903945322e-02 1.055083427190234735e+00 7.809760649999759607e-01
1.161854883848024933e+00 3.363488128473825743e-03 2.794369229006155031e+00 4.487494150216889466e+00 3.976265819818247227e+00 2.176002412782094067e-02 1.233652014624343707e+00 2.354924197939893826e-01
5.052199536072011776e-01 3.204118399917372812e-03 2.477351590705105799e+00 7.351411083915179168e-01 3.503816192375023064e+00 1.252164080209551555e-02 1.024424706048444378e+00 2.153310471011037064e-01
6.965862985443764810e-01 6.236632571810846702e-03 3.054993550044200923e+00 3.001703013807540898e+00 3.277051610670275394e+00 2.230734696377234538e-02 1.320636138963050765e+00 9.759443243032997484e-02
7.581676261350982493e-01 9.241289834045258609e-04 2.265734268357497694e+00 3.724104513654671184e-02 3.239692072391755939e+00 2.434106618787706261e-02 1.244471564278726294e+00 1.631451931395355714e-04
5.652540101792614680e-01 2.037012482149509925e-03 1.970338755414715148e+00 4.522670307052342048e-02 3.185895975716569239e+00 9.703039920840395363e-03 1.120639962835536574e+00 2.012267592754283796e-01
6.327291042519107567e-01 5.760413695025225558e-03 2.735850857002933623e+00 1.807369785713594190e+00 3.540627350602183476e+00 1.083259257002094390e-02 1.154637028956951195e+00 2.170522792498727760e-01
8.306163376698872947e-01 1.814862016115135904e-03 1.533042336557225660e+00 1.362698027770866370e-02 3.492370982120219569e+00 1.411903844862277130e-02 1.265108291504132954e+00 1.063277829561257160e-01
1.185890858146058990e+00 4.690972789737036901e-03 2.027788177078695853e+00 1.117577148387881129e-02 3.288685312974612529e+00 2.550966099714327071e-02 1.106817698990176568e+00 2.382310637130002628e-01
2.650932656641180607e-02 1.360416049875292840e-03 2.464492800406665296e+00 2.373174757884594522e-03 2.723631477460191519e+00 3.318208063983667244e-02 9.358049284320423267e-01 5.381132700067718933e-01
3.898638404516671652e-01 2.100080542996719899e-03 2.816099934993651743e+00 2.076497797916560639e+00 3.991862787135519675e+00 3.543129471516906492e-02 1.168590978724791229e+00 1.928210712854063480e-01
7.672261349914051287e-01 2.966435623851700347e-04 1.771018065789839557e+00 2.155210756030541408e-02 3.054473538815337008e+00 1.187546794328108064e-02 1.195624592803364861e+00 4.687228202950455280e-01
1.060118501739989894e+00 8.517417667326044467e-03 3.018250940524247028e+00 2.035419794959636874e+00 3.125270895388294612e+00 1.858923617593120220e-02 1.162183458559976845e+00 3.147325562604049720e-01
9.881641542870212014e-01 3.548777159290513101e-04 1.846528057539083445e+00 1.125670111807310601e-02 2.934576692291837929e+00 2.282506073488786355e-02 1.055540375607225467e+00 6.875874777133692550e-01
8.128507210338455913e-01 2.283301478348085702e-03 2.592376578648705632e+00 3.266380163124988467e+00 3.464715043226266555e+00 1.934070612853997645e-02 1.231001155109858303e+00 2.206575063181526186e-01
7.900220930125163576e-01 3.264281486515899135e-03 2.653352911493688460e+00 4.252296284275468352e+00 3.240275654685439655e+00 1.767982876448266280e-02 1.185910601473915360e+00 3.412634978343332959e-01
8.523408927425130122e-01 2.929221370048860559e-03 2.487187068915922783e+00 5.659845554471825552e-02 3.875262291938230241e+00 2.172077427610007508e-02 1.237636077893961462e+00 4.941507765520858353e-02
9.727474779915256109e-01 8.532540452717684437e-03 2.948217897084568051e+00 2.849713598173127527e-01 3.836186720482523516e+00 1.461223807980130580e-02 1.348183724989915344e+00 5.286715399894854617e-01
9.613023644609215435e-01 2.301664444147213506e-03 2.292668659387250507e+00 3.905449002683145099e-02 3.347020116985519156e+00 1.958543182732591648e-02 1.155516934272323937e+00 5.251962010130426517e-01
1.689243627166779615e-01 8.493288614369594140e-04 1.737324259356191725e+00 6.325641056003175090e-03 2.726939099525954813e+00 1.751407094133682063e-02 8.747713006768678135e-01 1.629459887764626858e-01
6.282670019655203220e-01 5.503946935578493162e-03 2.905354834134721731e+00 1.204929340606982896e-01 3.402701209362199997e+00 2.057245236981676204e-02 1.188460887895992135e+00 3.240271613854205368e-01
7.736337367323293801e-01 1.695318706250054878e-03 2.578764994420972734e+00 8.373431040681348136e+00 2.819236991482186205e+00 2.262659614308836636e-02 1.119062460901874667e+00 3.607864433614249577e-01
4.064000669231740970e-01 2.799542275404939655e-03 2.369703762761578236e+00 5.543050856253785991e-02 3.936646102071383879e+00 1.828614594965830356e-02 1.124924483578852330e+00 1.713826010113994602e-03
1.102912056647231243e+00 6.092050681148197637e-03 2.408508264464516380e+00 2.161793124457870793e-02 3.244710424262410520e+00 1.981845323066616302e-02 1.070862114904318707e+00 1.407792358357295992e-02
2.204367864201590144e-01 3.542876167964878909e-03 2.888105094299616038e+00 4.472960121975884037e-03 2.975503740158170096e+00 2.479513664516226276e-02 1.292775620394924996e+00 1.325000883509306060e-01
1.183421285409090862e+00 3.041372821824526486e-04 1.654874033908921183e+00 1.123209182631170443e-02 3.144271288022678412e+00 1.654391146798612697e-02 9.450416257477377568e-01 8.851218238560371043e-02
6.940223259259027389e-01 4.324903311950035849e-03 2.635769024689612383e+00 5.367509638245223869e+00 2.947842292996273983e+00 1.157433620147859353e-02 1.097755718401791203e+00 -3.771866468916335036e-02
1.220952644720382896e+00 6.215545990776271193e-03 2.976387220773471398e+00 1.451164165875246381e-01 3.246793429780875151e+00 2.575406951600168678e-02 1.201040866046342748e+00 3.811591888336395284e-01
1.118950406823786325e+00 2.008504200403678826e-03 2.421925594044004093e+00 3.069585678538107321e-02 3.059529237367157872e+00 2.326260129244162381e-02 1.011489743808341890e+00 4.205060699347062392e-01
5.523530460373521356e-01 7.633853532030204954e-03 1.696726882482994192e+00 8.264308585302799007e-03 3.121201143639505293e+00 1.141521746694441029e-02 9.858072013950017753e-01 2.192000485564212231e-01
6.911944834777207225e-01 5.620981919458965283e-03 2.879686256861191840e+00 1.779788822308123075e+00 3.462279238595357356e+00 1.533200201041638559e-02 1.200221965558699866e+00 1.951600159873131957e-01
9.273996312343392168e-01 1.025499688100362482e-02 2.792920539883521514e+00 2.996946945850030922e-02 3.170613825621273474e+00 1.298911821495476321e-02 1.194779467017635044e+00 -2.679160394842897697e-01
1.007196490513564635e+00 2.212223236605585092e-03 2.542953567533926318e+00 8.933820900475772930e+00 2.647078624812496450e+00 1.994290927322598175e-02 8.759436827760860300e-01 -5.622704751923923716e-02
1.116619029127013274e+00 1.617146784278181539e-03 1.630864004659670297e+00 2.469532965640853367e-02 3.374621298762868093e+00 6.908044565511969187e-03 1.204539984293304888e+00 1.497629213749767652e-01
1.188643269491963805e-01 3.150127126031006990e-04 2.174237112393730076e+00 8.655980425457893493e-03 2.734638029876570453e+00 2.161379040429401224e-02 1.251798301740305597e+00 5.976017830451489932e-01
6.497236719426285889e-01 4.306235207557050811e-03 1.516353672900653260e+00 1.000220085616771587e-02 3.314888965359958917e+00 1.322684042197680432e-02 1.298139841105412584e+00 1.204926606150538981e-01
6.225706855830999142e-01 7.363697885466879284e-03 3.075155130825372396e+00 6.447814179743023288e+00 3.862204987006181423e+00 1.121574792761174943e-02 1.298389873178312781e+00 1.840902025185880975e-02
1.010000020001963428e+00 1.650849694173122870e-02 3.521230814848332002e+00 5.313601253607325853e-02 3.773815241688628586e+00 1.304431756795342186e-02 1.260808347326717094e+00 -1.060595748657267023e-02
1.220227127454619698e+00 1.155794418720866232e-02 3.115680830921938593e+00 1.302918541060014812e+00 3.753542396927371794e+00 1.452893300653601734e-02 1.062089545132518076e+00 1.877312623284441984e-01
1.131605078872835124e+00 3.466049134107947530e-03 1.592963463933262824e+00 5.120328455956068420e-03 3.000141887852330935e+00 2.232278402891894539e-02 1.077581394968375905e+00 3.595549179189701516e-01
6.497236719426285889e-01 4.306235207557050811e-03 1.516353672900653260e+00 1.000220085616771587e-02 3.314888965359958917e+00 1.322684042197680432e-02 1.298139841105412584e+00 1.204926606150538981e-01
1.007435696816689541e+00 3.682755773328494895e-04 2.488993994813222699e+00 8.160869092823235249e-01 3.117014274265698770e+00 2.478346024197485009e-02 1.115412666839408429e+00 7.970184727461434582e-01
1.145820480502919514e+00 8.371906416908507856e-03 2.806005917049940734e+00 6.543799404474059500e+00 3.347520235458893545e+00 1.201990480583469204e-02 1.314950476381420597e+00 3.169484126357801634e-01
2.535959318676312413e-01 5.212253020959525807e-04 2.190506305047410507e+00 2.491464512677048909e-02 2.846010579762730863e+00 2.037961589006435578e-02 1.084148976782524532e+00 7.603675923230137634e-01
7.595220878950993404e-01 6.459040248987554626e-04 2.448970401301646671e+00 1.445328206725312148e+00 3.920442803149131628e+00 2.072819044295002786e-02 1.195472989242328365e+00 8.146249851127028707e-01
