weight logl α₁ f₁ α₂ f₂ α₃ variance ν μ
0.000000000000000000e+00 -2.160668703937906230e+02 5.833702216095733029e-01 4.576547858067342369e-04 3.597767997393926276e+00 1.803636214701191329e-02 3.837253137342437892e+00 2.480199577518188859e-03 9.762679847078764572e-01 1.734286877644515279e+00
0.000000000000000000e+00 -2.157948614289688294e+02 1.218150802324440007e-01 9.611827750928851888e-01 3.706458319402895718e+00 3.695835809625392709e+00 3.889314792072873672e+00 1.024583719520910513e-01 1.617650547432712305e+00 -2.564813685454128134e-01
0.000000000000000000e+00 -2.056563370656060954e+02 5.047585789845030479e-01 1.464415808250556283e+00 1.258323451421246464e+00 3.269247661653263304e+00 3.821037764885063304e+00 1.543491295157081999e-01 1.644362276144975210e+00 6.119631047208363706e-01
0.000000000000000000e+00 -2.020254911790759706e+02 5.611769375670783155e-01 3.732107180682402880e+00 1.055915790256305886e+00 9.329993986302739017e+00 1.737754207958636776e+00 6.120882579143028385e-02 1.112999066236968426e+00 1.203154539859859096e+00
0.000000000000000000e+00 -1.872437185172804277e+02 2.778079986491811537e-01 3.584389371767974786e-01 1.095620760463001053e+00 3.261375796111559477e+00 1.223099521298299797e+00 4.050196608654860891e-02 7.000388048236144689e-01 7.471454372306779446e-01
0.000000000000000000e+00 -1.867728314598396651e+02 6.371663666207362242e-01 4.574203292492546313e-01 7.444303873557830409e-01 9.162996682061383069e+00 2.697738733813297873e+00 7.143895110006107108e-02 3.793529457008630867e-01 1.308340925089764850e+00
0.000000000000000000e+00 -1.855505887255616528e+02 6.720379968882810306e-01 9.581483461701305160e+00 3.019589893481973597e+00 9.818163307063491274e+00 3.863618950183889567e+00 1.160523428377190081e-01 4.540391393633603778e-01 4.782405156611086450e-01
0.000000000000000000e+00 -1.852256807374082541e+02 1.091384902052539907e+00 5.414970013445789820e-02 1.346527104952835785e+00 3.160734358469113325e-01 1.393086113621238020e+00 3.494191241921949520e-01 3.057684213734281897e-01 1.017075510084378243e+00
0.000000000000000000e+00 -1.837684387681291867e+02 1.090291460926658518e+00 3.518659013960371098e-04 1.225680822687878369e+00 3.673139652988016701e-02 1.254318126986843529e+00 2.847030879488525734e-01 5.040462259074171003e-01 -1.244416856454755305e-01
0.000000000000000000e+00 -1.836152636699989387e+02 5.647677695632684625e-01 6.444806162273651520e-04 5.945813211087211947e-01 4.356404572961054544e-01 1.178185949554775735e+00 9.390409463072023344e-02 1.365198971195167088e+00 7.318184436920198710e-01
0.000000000000000000e+00 -1.820489084616669402e+02 3.531414451650920494e-01 2.616320113965271421e+00 1.355549283268115968e+00 7.264887319606544658e+00 2.760628025675490704e+00 8.918737814436408784e-02 5.796389429889068357e-01 4.839619901366098986e-02
0.000000000000000000e+00 -1.811285296026548792e+02 1.118144239014577657e-01 1.606962320984106629e-01 8.569004617904698584e-01 2.091109580265277934e+00 2.320508145274749356e+00 1.204037760692718700e-01 4.245564727555966034e-01 2.864043580045488313e-01
