"α₁_mean","α₁_stdev","α₁_median","α₁_errlo","α₁_errup","f₁_mean","f₁_stdev","f₁_median","f₁_errlo","f₁_errup","α₂_mean","α₂_stdev","α₂_median","α₂_errlo","α₂_errup","variance_mean","variance_stdev","variance_median","variance_errlo","variance_errup","ν_mean","ν_stdev","ν_median","ν_errlo","ν_errup","μ_mean","μ_stdev","μ_median","μ_errlo","μ_errup","c_mean","c_stdev","c_median","c_errlo","c_errup"
7.429530295438740994e-01,3.547214050193323587e-01,8.148154506571275713e-01,3.007235723981812048e-01,1.119556102913405127e+00,4.381000567994453899e-03,3.624004605742497508e-03,3.413797823508849753e-03,1.259131245642951865e-03,7.417884090091034048e-03,2.787743673574579084e+00,2.304853030339423237e-01,2.753177359881761710e+00,2.571865847305727648e+00,3.011213972804756889e+00,2.153473254038539009e-02,1.005257929657642386e-02,1.929366425039678520e-02,1.274910613999252589e-02,3.045189767853089674e-02,1.118152750746623125e+00,1.016908920657273174e-01,1.114353177662155581e+00,1.017612020457202560e+00,1.218227433749021982e+00,2.492327287643344436e-01,3.550408377487973555e-01,2.214482473250804773e-01,-2.588793752585938357e-02,5.141522533430221698e-01,3.332346878497908127e-04,7.980516821704513458e-04,3.881017583136913438e-05,3.604697669420638990e-06,5.296128429266950752e-04
