logz logzerr logvol nlive logl logwt insert_order
-1.001342584135641118e+03 4.084581693147208625e+01 -7.250000000000002276e-02 4.000000000000000000e+02 -9.842215025596087798e+02 -9.902867168463001235e+02 3.649999999999999911e-01
-9.902867010522171540e+02 2.772453540637923908e+01 -7.500000000000002498e-02 4.000000000000000000e+02 -9.147500984977216376e+02 -9.208178127844129222e+02 1.199999999999999956e-01
-9.208178127844129222e+02 3.625907738790435531e+01 -7.750000000000002720e-02 4.000000000000000000e+02 -8.902507247114466509e+02 -8.963209389981379900e+02 1.514999999999999902e+00
-8.963209389981150252e+02 4.161632820361631246e+01 -8.000000000000002942e-02 4.000000000000000000e+02 -8.682259314053541175e+02 -8.742986456920453975e+02 1.074999999999999956e+00
-8.742986456917725491e+02 3.289913218858897181e+01 -8.250000000000003164e-02 4.000000000000000000e+02 -8.496973212950605330e+02 -8.557725355817518675e+02 1.870000000000000107e+00
-8.557725355727525312e+02 7.806147483092629180e+00 -8.500000000000003386e-02 4.000000000000000000e+02 -8.413995068190062057e+02 -8.474772211056974811e+02 2.949999999999999845e-01
-8.474769714528702025e+02 4.255940014430113827e+00 -8.750000000000003608e-02 4.000000000000000000e+02 -8.263105141092731856e+02 -8.323907283959645156e+02 9.749999999999999778e-01
-8.323907281153385611e+02 9.992720998872414384e+00 -9.000000000000003830e-02 4.000000000000000000e+02 -8.207331813883879477e+02 -8.268158956750792186e+02 5.150000000000000133e-01
-8.268121107360724409e+02 1.020160377202993729e+01 -9.250000000000004052e-02 4.000000000000000000e+02 -8.039541963076192133e+02 -8.100394105943105387e+02 1.395000000000000018e+00
-8.100394105423457631e+02 1.256366296282558181e+01 -9.500000000000004274e-02 4.000000000000000000e+02 -7.814883557992881151e+02 -7.875760700859793815e+02 1.935000000000000053e+00
-7.875760700858038490e+02 1.339388832327342982e+01 -9.750000000000004496e-02 4.000000000000000000e+02 -7.675235319058613186e+02 -7.736137461925526395e+02 5.649999999999999467e-01
-7.736137453290979238e+02 1.515788598400640019e+01 -1.000000000000000472e-01 4.000000000000000000e+02 -7.637823458364348426e+02 -7.698750601231261044e+02 1.340000000000000080e+00
-7.698515532323236812e+02 1.443561054901499752e+01 -1.025000000000000494e-01 4.000000000000000000e+02 -7.499367227896470922e+02 -7.560319370763384086e+02 5.400000000000000355e-01
-7.560319360804361395e+02 4.043019360299570764e+00 -1.050000000000000516e-01 4.000000000000000000e+02 -7.450062572616201351e+02 -7.511039715483113923e+02 8.800000000000000044e-01
-7.510967564125406852e+02 2.558238662559923160e+00 -1.075000000000000538e-01 4.000000000000000000e+02 -6.924630263720614494e+02 -6.985632406587527612e+02 8.349999999999999645e-01
-6.985632406587527612e+02 2.578594229655676529e+01 -1.100000000000000561e-01 4.000000000000000000e+02 -6.523244837741600577e+02 -6.584271980608514241e+02 1.695000000000000062e+00
-6.584271980608514241e+02 3.535419340287276668e+01 -1.125000000000000583e-01 4.000000000000000000e+02 -6.514209955097144302e+02 -6.575262097964057375e+02 2.999999999999999889e-01
-6.571853414796645438e+02 2.786379137831677966e+01 -1.150000000000000605e-01 4.000000000000000000e+02 -6.376584949465029695e+02 -6.437662092331943313e+02 1.250000000000000000e+00
-6.437662077467639392e+02 2.891725753335969884e+01 -1.175000000000000627e-01 4.000000000000000000e+02 -6.346782684570738411e+02 -6.407884827437651438e+02 6.049999999999999822e-01
-6.407388276975698318e+02 1.353644056724551348e+00 -1.200000000000000649e-01 4.000000000000000000e+02 -6.344467177042919275e+02 -6.405594319909832848e+02 4.949999999999999956e-01
-6.399519651941755001e+02 7.130129228572621436e-01 -1.225000000000000672e-01 4.000000000000000000e+02 -6.186226519139264610e+02 -6.247378662006177592e+02 1.125000000000000000e+00
-6.247378659536724399e+02 5.953609496385720234e+00 -1.250000000000000555e-01 4.000000000000000000e+02 -6.167381126287859843e+02 -6.228558269154773370e+02 1.400000000000000133e-01
-6.227140849470848707e+02 1.399189256738010645e+00 -1.275000000000000577e-01 4.000000000000000000e+02 -6.131867361738216005e+02 -6.193069504605128941e+02 1.945000000000000062e+00
-6.192743516080245172e+02 1.855951129967698066e+00 -1.300000000000000600e-01 4.000000000000000000e+02 -6.106798404695279032e+02 -6.168025547562192514e+02 5.550000000000000488e-01
-6.167214974781546744e+02 2.549951738658442935e+00 -1.325000000000000622e-01 4.000000000000000000e+02 -6.097671700044768386e+02 -6.158923842911681277e+02 1.094999999999999973e+00
-6.155302191396267517e+02 2.083821306630555092e+00 -1.350000000000000644e-01 4.000000000000000000e+02 -5.883322353975667056e+02 -5.944599496842580493e+02 8.699999999999999956e-01
-5.944599496835512582e+02 8.641075666784317377e+00 -1.375000000000000666e-01 4.000000000000000000e+02 -5.853371750076266835e+02 -5.914673892943179681e+02 9.649999999999999689e-01
-5.914184478596824874e+02 9.823329314398163703e+00 -1.400000000000000688e-01 4.000000000000000000e+02 -5.835339111370642513e+02 -5.896666254237555904e+02 1.179999999999999938e+00
-5.895066708704848679e+02 8.738585856726847068e-01 -1.425000000000000711e-01 4.000000000000000000e+02 -5.777930724214244265e+02 -5.839282867081157065e+02 5.849999999999999645e-01
-5.839245151630419741e+02 3.076805887388743610e+00 -1.450000000000000733e-01 4.000000000000000000e+02 -5.736012895848477910e+02 -5.797390038715391256e+02 4.400000000000000022e-01
-5.797239040252516133e+02 4.313730341570542137e+00 -1.475000000000000755e-01 4.000000000000000000e+02 -5.532237535212719877e+02 -5.593639678079632631e+02 7.500000000000000000e-01
-5.593639678065251246e+02 1.244507669218736901e+01 -1.500000000000000777e-01 4.000000000000000000e+02 -5.468958219398538176e+02 -5.530385362265451477e+02 1.625000000000000000e+00
-5.530367476335594574e+02 1.479886224667854933e+01 -1.525000000000000799e-01 4.000000000000000000e+02 -5.381862303730518988e+02 -5.443314446597431697e+02 9.250000000000000444e-01
-5.443312789687216764e+02 1.524613854640408128e+01 -1.550000000000000822e-01 4.000000000000000000e+02 -5.360478255883091379e+02 -5.421955398750004633e+02 1.965000000000000080e+00
