weight logl α₁ f₁ α₂ variance ν μ
0.000000000000000000e+00 -2.005819133880095819e+02 5.529641951235189090e-01 7.250414096225671345e-01 1.692171201733851937e-01 6.599980561797879064e-01 1.876449335537471175e-01 9.357620461870518325e-01
0.000000000000000000e+00 -1.996771781458297994e+02 7.946548568651071731e-01 7.293036824309848676e-01 8.015871339372344639e-01 9.436923413323826670e-01 6.406460336263281041e-01 4.878457908440336777e-02
0.000000000000000000e+00 -1.889080657537258503e+02 8.598343930759912990e-01 1.649768062167846772e-01 3.754581622703245802e-02 8.663311080198436986e-01 1.065709693813801096e-01 1.454604912538586259e-01
0.000000000000000000e+00 -1.885256883621341331e+02 4.112631198165714874e-01 8.199433045627196881e-01 3.007278758678807451e-01 2.588343535147441532e-01 5.649796092869847630e-01 7.373127285492090399e-01
0.000000000000000000e+00 -1.871063905993190701e+02 5.299358270977728713e-01 6.686102181043116488e-01 2.418971219537473516e-01 8.118843470495729076e-01 6.042171039135684207e-01 4.079143670782278130e-01
0.000000000000000000e+00 -1.840723947965215359e+02 6.251231035721647178e-01 9.103061233531017926e-01 3.521942875979389154e-01 5.569102222589458195e-01 5.234715602325791250e-01 9.965685833605575361e-03
0.000000000000000000e+00 -1.777672642939388084e+02 1.608983795625178459e-01 8.152306957473484106e-01 2.691876344196740822e-01 3.342886823937771812e-01 5.747532646483539676e-01 5.641095966679517959e-01
0.000000000000000000e+00 -1.718827565647262077e+02 4.411162220682602886e-01 6.812022263850320281e-01 5.561089910948679993e-02 4.517282575506101905e-01 5.647044230623838867e-01 5.159453507525447735e-01
0.000000000000000000e+00 -1.685793717907497467e+02 3.976841837949908198e-01 7.874750828951196935e-01 1.402893015811847999e-01 5.336354892738739419e-01 7.025020649397958339e-01 4.582792882576054438e-01
0.000000000000000000e+00 -1.666021461980658955e+02 7.805131284079087628e-01 6.058739467426296210e-01 5.313093013515530760e-01 9.731187500863648365e-01 9.226633312472308779e-01 7.817240261458032746e-01
0.000000000000000000e+00 -1.633957499499821324e+02 7.384470873412207759e-01 5.014534895816991078e-01 5.434014219276095403e-02 7.284925885288715541e-01 8.707532419554137038e-01 9.933053950980803570e-01
0.000000000000000000e+00 -1.633281085966617638e+02 6.887672852187625150e-01 9.908101562374697080e-01 3.093056760039047948e-02 6.351000970712015192e-01 5.219657962635355641e-01 9.220341631302214624e-01
0.000000000000000000e+00 -1.601734931483512980e+02 9.284732536448405682e-01 7.993515332625180658e-01 5.841185940494083573e-01 9.337319388736931014e-01 9.529233841941724403e-01 3.382347059660575361e-01
0.000000000000000000e+00 -1.580042840193156337e+02 3.551839872834710032e-01 5.763160558992053151e-01 3.932182017887793091e-01 8.604338140185794348e-01 6.523297097682708712e-01 7.150377190491318258e-01
0.000000000000000000e+00 -1.401279995688878159e+02 5.484557763007450459e-01 1.164923432386097968e-01 1.041827116362143979e-01 7.154215954276762490e-01 2.133061278103777214e-01 6.983580880539904667e-01
0.000000000000000000e+00 -1.366005085358152655e+02 3.407933669321004944e-01 4.539477352375244079e-01 3.229721121842906717e-01 2.990005297466979961e-01 8.378210756020333383e-01 9.463860448039782547e-01
0.000000000000000000e+00 -1.359825442466220977e+02 5.096364099969215022e-01 6.977736197755345371e-01 2.768510741580632040e-01 6.365826541743891953e-01 8.980748338662203345e-02 9.232370291398919182e-01
0.000000000000000000e+00 -1.327447453416266399e+02 8.140092451661770090e-01 9.323798196981653019e-01 3.299286941913561755e-01 8.229676124520088898e-01 6.265322001964018783e-01 2.470253885552076145e-01
0.000000000000000000e+00 -1.288608839640603492e+02 5.060133480402303485e-01 7.672025807025988353e-01 7.891247617256426095e-01 8.050537208192336536e-01 2.559204754864025100e-01 5.798985250467173502e-01
0.000000000000000000e+00 -1.286205065079837198e+02 7.048905542096215449e-01 9.456913412982335121e-01 5.436643675319889901e-01 7.368488085306830193e-01 1.195764509498823402e-01 8.755483056926677277e-01
