9.660600378685271217e-01,4.333136988152099245e-01,6.953690675088707307e-01,1.752012240301827339e-01,6.512125058923038390e-01,3.408037300303686790e-01,3.764946639844272969e-02,2.969996463614017479e-01,2.081450083110226168e-01
6.952573712362918323e-01,3.369203953214663372e-01,6.674665633004408516e-01,2.839608313523376282e-01,6.717655819316743493e-01,4.639440188661181907e-01,1.255394064943829435e-02,4.837440685870445511e-01,2.189043660142379055e-01
1.805147335085240945e-01,3.070388138596410466e-01,7.037723149625570995e-01,1.884628661591511156e-01,6.243693821384792564e-01,4.364763200471555304e-01,7.547703809573498568e-02,5.463028190038109466e-01,9.451922209668923713e-01
3.990777559612193048e-01,3.375355788202553109e-01,7.544637513501633030e-01,2.132839444811784335e-01,6.615367716292800404e-01,4.805369754196111010e-01,6.897640954613101782e-02,5.188591590967364109e-01,8.823374724356616294e-01
8.657055150910086816e-03,2.434956368043543207e-01,6.385161574514416349e-01,2.132815333732805685e-01,6.812182416163229393e-01,4.560748643812788661e-01,8.619722796893014571e-02,5.132363679434747139e-01,9.804121531360864283e-01
9.975510238793051654e-01,4.522142501231258271e-01,9.005369052896000648e-01,1.886577690030369903e-01,6.160671421379178003e-01,5.099517089746019582e-01,3.010553034602686182e-02,4.779162789206569673e-01,2.202441005269118457e-01
2.550315132657489103e-01,2.887998805944482772e-01,6.771756694706022595e-01,2.457540448345479356e-01,6.353684889887274423e-01,4.342397483128991875e-01,7.369654065304120927e-02,4.426077227704967032e-01,3.626444321466264498e-01
8.195755663764888732e-01,3.138576585740788794e-01,5.710228173983675770e-01,2.479847308651508264e-01,6.339554461114780270e-01,4.497760049965329188e-01,1.002874416649515016e-02,4.938816157549340002e-01,4.033748608788356727e-01
7.722004263071956531e-01,3.834178956732549048e-01,7.245093616683802029e-01,1.478408036711520990e-01,7.207612396032514468e-01,5.376749075591208404e-01,2.971429907190414541e-02,4.777613842030000724e-01,3.811906525206933960e-01
9.035634278414541587e-01,4.450376547555742190e-01,8.479413702540089526e-01,1.406694035579497404e-01,7.092275880853623482e-01,3.054660933035946435e-01,1.953264849748909127e-02,2.964682840690812116e-01,2.123148738465348573e-01
9.524251644397894179e-01,4.436398774625626151e-01,6.930461748081683249e-01,1.415406479140145501e-01,5.850627559639567377e-01,4.409329012783086421e-01,1.792158089305985469e-02,2.114953763161180333e-01,2.063142153573322979e-01
4.442357357668256790e-01,3.369193984846211576e-01,7.738923068924009607e-01,2.495133738132628842e-01,6.827772804758451830e-01,4.868094139321893499e-01,1.055637237098179804e-01,5.118733420009478063e-01,9.565633378648377150e-01
4.215192802925198934e-01,3.490796754201172525e-01,6.708713481498191911e-01,1.042294783437623384e-01,6.912569584465625416e-01,4.551580971556428157e-01,1.011090257496094491e-01,5.729304203288446695e-01,9.850954343410922576e-01
5.747218582656559160e-01,2.651374089364981756e-01,5.894878745550210519e-01,2.563070354146371743e-01,6.424654340229505323e-01,4.699236985706074510e-01,8.232597063415239558e-02,4.613101572457627420e-01,3.839239265898883313e-01
3.106219271553222194e-01,2.647004793589963212e-01,6.348773407269822089e-01,2.678858849233978212e-01,6.468777061438035769e-01,4.666901583973177003e-01,4.830004095982420864e-02,4.121256982097540877e-01,3.807807894697146089e-01
9.853211436150375313e-01,4.576230992733620884e-01,7.716430006938562736e-01,1.505931263780160290e-01,6.296966468746553192e-01,4.726691712085097641e-01,4.847873496484327027e-02,3.213316911811465726e-01,3.352607589023385293e-01
2.251038274151647145e-01,3.386798703399072630e-01,7.830019909713835657e-01,1.727323629110548153e-01,6.240578545909017949e-01,4.656263977243962349e-01,1.417588442558610218e-01,5.060852707603386014e-01,9.859370192327727711e-01
8.630942420186871189e-01,3.954347748718091693e-01,7.302498364665888086e-01,1.869562535957272065e-01,7.054232569569204303e-01,4.513451507897576764e-01,5.352333615657361987e-02,5.745526477993592174e-01,9.873186171587673421e-01
6.921411240964809863e-01,3.632198765314782474e-01,6.983008008203900330e-01,2.020381372437164424e-01,6.722485204486582377e-01,4.713595632285754178e-01,5.325231151149396880e-02,5.888949237324008212e-01,9.228589846365451432e-01
9.967050856578912876e-01,4.059275243223927632e-01,6.876564998786935945e-01,2.299774338825560094e-01,6.135390511495893984e-01,4.469575327048881941e-01,3.490716571814773961e-02,4.044234893430065925e-01,3.608553682851540767e-01
1.047059050258962731e-01,3.040887952691673224e-01,7.505905158085522944e-01,2.758470411260940391e-01,6.906120325403439786e-01,4.853534393593366691e-01,1.403300758742176135e-01,4.956539997614474724e-01,9.754721549574945083e-01
6.113711025397763343e-01,2.938546175546801753e-01,6.344456825645212739e-01,3.019186115499777334e-01,6.560372332444049936e-01,4.638206611347370223e-01,8.888280556192604265e-02,5.624813251767862843e-01,4.032586363555726860e-01
