5.073642265800579754e-01,1.659564651105959465e-01,4.433152963684416359e-01,3.781670633195029496e-01,6.848504218478171923e-01,1.899230956907193568e-01,6.543744902020371956e-01,3.609183302820661576e-01
2.490470854525486666e-01,1.720660986237059764e-01,5.417966905909122888e-01,4.556946595551265022e-01,9.143394586753997855e-01,1.998537456533275025e-01,6.441271368006786791e-01,4.806409918317977592e-01
5.013053153029467524e-02,1.567636404462861288e-01,5.297004173544519467e-01,4.083832032474906670e-01,9.797421002649913113e-01,1.858593535844105804e-01,6.829265856939158441e-01,4.908252107507616868e-01
7.415706511115266464e-02,3.687918438530191079e-02,4.167027512065138994e-01,4.083386694430631847e-01,7.596634370424922844e-01,1.569733509219087275e-01,6.719478578043546202e-01,4.446445555958286056e-01
4.842638151275969194e-01,2.701857361724629980e-01,6.220412614016845865e-01,4.539428606149332746e-01,5.394855933650226643e-01,2.248407134698796606e-01,6.642091651844426181e-01,4.846794846316894723e-01
5.145490610900003148e-01,2.918989642604866153e-02,3.228250292922600351e-01,4.108128939110143873e-01,7.193645510272369537e-01,1.884464055757001655e-01,6.513845811232287231e-01,4.621683611283476378e-01
4.787677302144705549e-01,2.132025856266589747e-01,4.112539693408398533e-01,2.895560514836497124e-01,6.543876836320063894e-01,1.626452768717694397e-01,6.658539045491694841e-01,5.366754969581065682e-01
4.300899511136899167e-01,2.126857800243515118e-01,1.665570353758448752e-01,5.534404808511217411e-02,5.762614362468356788e-01,1.630534630955153552e-01,6.646476476943353751e-01,4.458032969253475364e-01
3.069527808175798178e-01,2.279968238458810748e-01,5.750525180087417976e-01,4.186437712490950758e-01,9.003120575041054785e-01,2.005654265661371283e-01,7.231711209998175072e-01,4.550087152866429396e-01
7.558024530829152710e-01,2.451771778480029695e-01,4.028980148312874543e-01,2.448779358899188241e-01,5.671050545662319475e-01,1.737373688744986433e-01,6.610371541165618314e-01,4.489143224129154564e-01
2.757664186530081607e-01,1.686985474733203871e-01,5.655494441973625275e-01,4.690210479155062506e-01,7.782057784929174993e-01,2.726865388482434538e-01,6.236576998632755719e-01,4.448600965408075480e-01
4.349771786181289568e-01,2.088872691874849030e-01,5.016170115229368065e-01,3.751306017190668696e-01,8.420289595321299725e-01,2.049048356041610064e-01,6.681907299324473248e-01,4.972066105744701314e-01
2.377610528039337812e-01,1.566959058163758245e-01,3.305391653027113796e-01,2.272048158280682295e-01,5.761105417107652560e-01,1.421027451117383156e-01,6.635171724809739713e-01,4.345712437628513891e-01
5.317490548862597866e-01,1.810142303035411071e-01,4.013490474031792266e-01,3.088197344081207718e-01,6.322445811113783787e-01,2.116725320176925662e-01,6.627899661869344206e-01,4.273161391857211999e-01
6.977615607112522822e-01,7.266378346800850263e-02,3.950688715019357589e-01,4.971866837113961823e-01,8.247014247366000195e-01,1.923299315580613289e-01,6.542893851533385652e-01,4.844435518786529560e-01
6.216763255634223384e-01,2.789790600871620008e-01,6.437370655043562762e-01,6.469803654821242311e-01,7.708868868155238641e-01,2.199624234313054816e-01,6.784857707524705184e-01,4.755963964048228743e-01
5.296134475020628507e-01,1.777689583419070352e-01,3.270678850684188288e-01,2.082896639936035743e-01,5.472666021044283458e-01,1.837760034371495876e-01,6.803339671145096634e-01,4.679019956609367092e-01
6.496685887975650608e-01,2.057883194735617427e-01,4.683370114629222813e-01,4.105093316336048681e-01,7.853261967132582066e-01,1.840654548871524521e-01,6.340972608426173052e-01,5.146985082559613067e-01
3.059908678289505746e-01,2.418245670732079855e-01,5.403945882387617416e-01,3.782015391655917935e-01,9.957253611369017987e-01,1.666097012723992132e-01,6.933523048831103930e-01,5.101849386570057598e-01
9.462326689685993664e-01,2.730056100579858480e-01,4.933692503338023005e-01,3.804551007286668951e-01,8.362121220923471876e-01,2.182816953291786266e-01,6.676086582794450441e-01,5.004813599070541130e-01
2.543783791149177298e-01,1.961503481609079280e-01,5.211839690776457479e-01,3.873401158348642737e-01,4.132562214621888774e-01,1.774637932692625375e-01,6.726988351399186827e-01,4.667060973769722731e-01
9.299727616208129932e-01,2.749007128132784916e-01,2.368384776793262814e-01,2.117151909399987153e-01,7.695305366255987822e-01,1.252555539297258436e-01,6.836618549044098936e-01,4.452735060624039010e-01
7.528199991260742241e-01,2.532212395674348082e-01,5.061515607563985553e-01,4.078870072245810441e-01,5.446535998803678780e-01,1.771803108952454409e-01,6.543758612047924084e-01,4.455864085355932813e-01
6.243238442535518073e-01,2.577190726623373451e-01,4.565475187362648124e-01,1.520550755217377759e-01,4.203549468244950349e-01,1.792409009155072619e-01,6.301650936052997087e-01,5.254977791722863500e-01
7.636367912921144807e-01,3.034900148489823035e-01,4.706879288093890890e-01,3.480409924850503822e-01,9.659842801277374047e-01,1.160714998251245605e-01,6.701609522105201888e-01,5.084638199629634148e-01
6.189617136468725800e-01,3.000513822201875680e-01,2.330565358686500499e-01,2.783021256869128157e-02,6.615456554823603286e-01,1.819973196414841066e-01,6.527699001335126594e-01,4.682732966428473920e-01
5.498830908162886111e-01,1.157751562288035357e-01,3.546492452573603016e-01,3.285231037354767181e-01,5.694224483882130983e-01,1.836021796612232193e-01,6.510714468762692775e-01,4.179679054678248629e-01
8.191233853015329469e-01,2.990138628135453613e-01,5.446124770499350953e-01,4.985309348508606409e-01,9.722811622742436599e-01,1.459564332897957950e-01,6.635256333102191872e-01,4.803132626347924039e-01
4.200104133989320809e-01,1.276762275543706915e-01,4.335414088190547854e-01,4.770653430897807690e-01,8.916497759519291799e-01,1.370147863144182132e-01,6.575440468186848353e-01,4.989061705020749748e-01
7.607114393971470268e-01,3.130313137137197832e-01,4.219954664757877283e-01,1.855351580256810462e-01,7.324481319404230195e-01,1.552380759720701220e-01,7.064112659137198325e-01,4.560255843147240085e-01
6.008333870220146089e-01,2.376183186441940820e-01,5.880129000099916237e-01,5.538510047953081328e-01,9.124461841123056027e-01,2.388185205123128374e-01,6.612444699336472720e-01,4.884034480578403614e-01
