weight logl α₁ f₁ α₂ variance ν μ c
0.000000000000000000e+00 -1.113678261911034042e+03 3.910111652915346236e-01 2.123902878542765008e-02 2.147166497890971026e+00 8.770073810000372089e-03 1.752505351318868421e+00 1.695784972300655280e+00 1.074922613460932508e-06
0.000000000000000000e+00 -1.081317351998675576e+03 6.852791091744113716e-01 3.524389295118742654e-04 2.858516133554209748e+00 1.630957877503218592e-02 1.030154085792816643e+00 -6.805863409959665988e-01 6.735933542006283109e-03
0.000000000000000000e+00 -1.044210140672651960e+03 8.636406308508250973e-01 2.001453481993062944e+00 2.487212968995535789e+00 7.886817830529229550e-03 2.685808595156033096e+00 1.920032566952498243e+00 9.078478893976495127e-06
0.000000000000000000e+00 -1.032333075808174044e+03 2.680205806253670442e-01 2.101925014936036895e+00 1.433249438171543932e+00 7.949010369584673039e-03 5.082111847135644123e-01 -2.671158591702527119e-02 3.376216389927590134e-04
0.000000000000000000e+00 -1.001581259334692049e+03 2.998831747259501634e-01 1.058277523708045726e-03 6.523808828527645209e-01 2.595408061703947944e-02 3.571619823892622225e-01 8.695066172766328094e-01 3.538165240125177354e-03
0.000000000000000000e+00 -9.909102490418315483e+02 1.044677002692057100e-01 1.214509795494084134e-03 3.472888364988526266e+00 3.459877271801933048e-03 1.016448112374062296e+00 -2.665254887975818665e-01 1.692419341328771446e-05
0.000000000000000000e+00 -9.299038694734481396e+02 2.255353927264115710e-01 3.655786029567801828e-04 3.547317102036323000e+00 1.682293162405227305e-01 6.834424873284522528e-01 -4.504233689411241137e-01 8.384148980715056703e-05
0.000000000000000000e+00 -9.088273123559131363e+02 1.152273516401599140e+00 5.312935884819143702e-03 2.634948796794685855e+00 5.837599567332717003e-03 1.917472405566753024e-01 1.920265484577292181e+00 1.823586689595616303e-06
0.000000000000000000e+00 -8.563757051223576582e+02 2.011904416877229040e-01 5.736114203395977107e+00 8.561586440281875321e-01 7.540846824538570414e-02 5.097375146911022892e-01 -5.534011684626762850e-01 4.794113659592481836e-05
0.000000000000000000e+00 -8.474522280289338596e+02 5.307313286776629280e-01 2.013568864153609649e-03 2.645672075643735965e+00 7.616514069103721453e-03 3.558033708366993841e-01 -3.909593246914361275e-02 4.606548169254799929e-01
0.000000000000000000e+00 -8.398862350277252062e+02 6.128695589929583631e-01 3.470498607036240314e-04 6.668414918745383391e-01 6.247775676099825981e-03 1.911112258596981750e+00 -1.635888634057594548e-01 5.268790031092892776e-03
0.000000000000000000e+00 -8.094287419220047468e+02 2.443186071092839917e-02 3.897777337601296965e-01 1.279525170601243600e+00 5.941294620216750616e-02 3.345550448066282545e+00 8.728795221552314576e-01 3.975033822431896479e-05
0.000000000000000000e+00 -7.970296502593332661e+02 1.783427079297766893e-01 4.660548666184068267e+00 1.192822023710070845e+00 5.668113892119811675e-02 6.918322131000620434e-01 -4.912746660707170143e-01 7.707215415704135597e-02
0.000000000000000000e+00 -7.715024515014058579e+02 4.159269893348089830e-01 9.888119774541745954e-01 1.868972525935406637e+00 4.091461037402315676e-02 1.294096534554229905e+00 1.143604124379344000e+00 1.086035952386338327e-06
