"α₁_mean","α₁_stdev","α₁_median","α₁_errlo","α₁_errup","f₁_mean","f₁_stdev","f₁_median","f₁_errlo","f₁_errup","α₂_mean","α₂_stdev","α₂_median","α₂_errlo","α₂_errup","variance_mean","variance_stdev","variance_median","variance_errlo","variance_errup","ν_mean","ν_stdev","ν_median","ν_errlo","ν_errup","μ_mean","μ_stdev","μ_median","μ_errlo","μ_errup","c_mean","c_stdev","c_median","c_errlo","c_errup"
8.218268411734235279e-01,3.311541977762870181e-01,9.066519816780332919e-01,4.274604401496782113e-01,1.165102610011852002e+00,7.708560432898699244e-03,5.092444295004090390e-03,6.432241254554685490e-03,2.786060847119114798e-03,1.308304173573113759e-02,3.019176191240980689e+00,3.570482512035114686e-01,2.979664591511949290e+00,2.655439138397464038e+00,3.403085196427062531e+00,1.224806188529451445e-01,1.033431616101054135e-01,9.676250388143409209e-02,5.765572566797771276e-02,1.777117106841694105e-01,1.069439928180852206e+00,1.532945402169185456e-01,1.063789047503364671e+00,9.189866030857521961e-01,1.219702360602734403e+00,2.082179795593099569e-01,2.238531903827747083e-01,1.969905956527224777e-01,7.588518304345734204e-03,4.092895212430699425e-01,6.061196858235204940e-04,1.643142383394134796e-03,4.907463647566982144e-05,3.202503567619484493e-06,9.507812612537619402e-04
